system:index,AreaM2,B11,B12,B2,B3,B4,B8,class,FEATURETYP,.geo
00000000000000000fd9_0,n/a,1079,599,378.5,606.5,516,2584,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.24710692050292,-37.97740153025792]}"
00000000000000000fda_0,n/a,2070,1047,565,855,526,5600,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.47662647559545,-38.40149617589075]}"
00000000000000000fdb_0,n/a,2797,2007,2266,2228,2020,3904,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.37053544054095,-38.02393426197531]}"
00000000000000000fdc_0,n/a,3145.5,2100.5,653.5,1026,1303,3037,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79436059158854,-37.93832481539872]}"
00000000000000000fdd_0,n/a,3550,2590.5,643,902,1341,2487,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.13176781230382,-38.06022619945374]}"
00000000000000000fde_0,n/a,932,515,84,337,148,3230,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.9997108912564,-38.29378817332481]}"
00000000000000000fdf_0,n/a,2714,2327,977,1280,1488,3640,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.70030240705938,-38.01683757123077]}"
00000000000000000fe0_0,n/a,3522,3410,3450,3116,2852,4420,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3288536113578,-38.626434323034275]}"
00000000000000000fe1_0,n/a,3748,3273,2128,2844,2524,5612,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.61379464519865,-38.20108203600368]}"
00000000000000000fe2_0,n/a,2555,1198,250,908,531,5092,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7906729246418,-38.14996789633728]}"
00000000000000000fe3_0,n/a,3539,2159,1102,1354,1402,4512,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.37107442971143,-38.08421121753973]}"
00000000000000000fe4_0,n/a,4519,4147,3322,3348,3448,4804,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.50806751053966,-38.192009051634074]}"
00000000000000000fe5_0,n/a,1971,1223,367,643,556.5,2986,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90476354000683,-38.13784064000167]}"
00000000000000000fe6_0,n/a,1796,920,567,783,531,3912,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.39946119268959,-38.351549846093704]}"
00000000000000000fe7_0,n/a,1911,1029,336.5,617.5,633,2957,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95066745102534,-38.00983071201463]}"
00000000000000000fe8_0,n/a,1679,1063,264,625,453,2474,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.87448574065016,-38.35092102539482]}"
00000000000000000fe9_0,n/a,1455.5,917.5,408.5,728,764,2936,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91751961704134,-38.10846573021096]}"
00000000000000000fea_0,n/a,1728,799,218,560,312,4912,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7492605900439,-38.032827583288096]}"
00000000000000000feb_0,n/a,1649,835,371.5,656,441.5,3594,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.81708796827675,-38.46141380534152]}"
00000000000000000fec_0,n/a,1115,816.5,612,561.5,539.5,1642,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.69078483932955,-38.63299202460835]}"
00000000000000000fed_0,n/a,3136,1986,1170,1430,1372,4200,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.62286762956828,-37.98306091654787]}"
00000000000000000fee_0,n/a,2299.5,1293,426.5,695.5,874.5,3284,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.69590523644905,-38.09103841369904]}"
00000000000000000fef_0,n/a,2427,1552.5,487.5,676.5,846,2374,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2434284021199,-38.114304779557735]}"
00000000000000000ff0_0,n/a,4939,4754,5196,4696,4396,6744,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.76525060210122,-38.27348624790371]}"
00000000000000000ff2_0,n/a,1246.5,626.5,323.5,388,382,2180,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.62934007389578,-38.4575510496198]}"
00000000000000000ff3_0,n/a,2845,2771,2676,2496,2376,3542,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3535572816711,-38.649071868194085]}"
00000000000000000ff4_0,n/a,6077,5416,7652,7212,6988,7676,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3219365836701,-38.65437192837039]}"
00000000000000000ff5_0,n/a,2389.5,1309.5,473.5,824.5,853.5,3472,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.59816853353684,-37.94245706570567]}"
00000000000000000ff7_0,n/a,884.5,449.5,641.5,587,429,1857,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.61352972489527,-38.65904316784781]}"
00000000000000000ff8_0,n/a,843,512,293,610,383,2620,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1499092067612,-38.00192553751438]}"
00000000000000000ffa_0,n/a,1989,944,226,706,294,5492,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.85633977191094,-38.313461278047036]}"
00000000000000000ffb_0,n/a,2114,1377,569,798,1172,2880,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.51714049490926,-38.02842583839591]}"
00000000000000000ffc_0,n/a,1608.5,864.5,357,487.5,429,2525,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.03978032721,-38.313640941103856]}"
00000000000000000ffd_0,n/a,852,389,302.5,362.5,257,2270,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91931624760957,-38.50974316762715]}"
00000000000000000ffe_0,n/a,2913,1881.5,575.5,855.5,1096,2627,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.48453165009573,-37.804116511951264]}"
00000000000000000fff_0,n/a,1927.5,1291,489.5,836,855.5,3262,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.87233435825013,-38.00399166266786]}"
00000000000000001000_0,n/a,2930.5,1786.5,806.5,1248,1284,5154,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3033414572888,-37.92368227626757]}"
00000000000000001002_0,n/a,1870.5,1192,324.5,424,475,2113,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1660834561572,-38.42179810131185]}"
00000000000000001003_0,n/a,1351,703,460,469,425,2140,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.45183297375377,-38.56265393786179]}"
00000000000000001004_0,n/a,3566.5,2709,784,1161,1455,3380,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.78429488612454,-36.93670327360545]}"
00000000000000001005_0,n/a,3094.5,1767.5,749,1093,1315,3736,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17344506720514,-37.05887415224571]}"
00000000000000001006_0,n/a,1993,1039,427,881,560.5,5498,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.99369675313466,-37.354240217664206]}"
00000000000000001007_0,n/a,3552,2325.5,873,1128,1609,2774,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.83990060221154,-36.990961516766276]}"
00000000000000001008_0,n/a,1277.5,761.5,219,454.5,388.5,2735,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.2310270769172,-37.73656320258548]}"
00000000000000001009_0,n/a,3944.5,3216.5,842.5,1189,1736,2794,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.12781065077186,-36.31461993935269]}"
0000000000000000100a_0,n/a,3310,2413.5,888.5,1283,2012,3026,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7749524071697,-36.282819578294855]}"
0000000000000000100b_0,n/a,2780.5,1494.5,493,893,879,4149,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.18485367131345,-37.64924695696906]}"
0000000000000000100c_0,n/a,4235,2890.5,1283,1797,2511,3907,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-36.618699663027144]}"
0000000000000000100d_0,n/a,2021.5,1056,334,646,537,3995,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.01480716231148,-37.405983178029494]}"
0000000000000000100e_0,n/a,1064.5,508,174,340.5,295.5,2286,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0773299060862,-37.45539051865607]}"
0000000000000000100f_0,n/a,4059,2680.5,695.5,962.5,1447,2539.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3234637196531,-37.40589334650108]}"
00000000000000001010_0,n/a,2669,2031.5,541,648.5,891,1970,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.28537515160642,-36.93302018094057]}"
00000000000000001011_0,n/a,4046.5,3111.5,874.5,1168,1723,2859,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.75321317729401,-36.86016681139847]}"
00000000000000001012_0,n/a,1721,1010.5,480,816,1103,3603,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6693151040391,-37.29234629458837]}"
00000000000000001013_0,n/a,3859,2735,699,974.5,1292,2375,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.87888748554235,-37.214103033341566]}"
00000000000000001014_0,n/a,4338,2732,680,1022.5,1555,3224,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.79381702813623,-37.002459952403]}"
00000000000000001015_0,n/a,3316.5,2238.5,815,1077,1470,2764,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72959205960353,-37.32288901424844]}"
00000000000000001016_0,n/a,3687,2429,679,974.5,1466,2360,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4497668486003,-36.8754381712285]}"
00000000000000001017_0,n/a,3062.5,2221.5,589.5,834,1050.5,2646,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.2152167279167,-36.258475234095215]}"
00000000000000001018_0,n/a,4264.5,3137,692,999,1591,2609,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5401373661827,-36.53012577601296]}"
00000000000000001019_0,n/a,4051,2628.5,586,884.5,1386,2513,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4460837559354,-36.58743829113978]}"
0000000000000000101a_0,n/a,2217,1334.5,348,482.5,635,2018,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.93359488634522,-37.22066073491563]}"
0000000000000000101b_0,n/a,4301,3134,1157,1624,2302,3735,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79427076006013,-36.90607072241698]}"
0000000000000000101c_0,n/a,3825,2329,803.5,1158,1716,3572,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.83271865422046,-37.34265195049907]}"
0000000000000000101d_0,n/a,4227.5,3830,1057,1377,1911,2597,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.18638080729644,-36.90337577656462]}"
0000000000000000101e_0,n/a,2894,1985.5,607,957,1597,2662,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.2739665474981,-36.466884380010946]}"
0000000000000000101f_0,n/a,3014,1785.5,511.5,799.5,1080.5,2876,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.0531606506615,-37.34929948360155]}"
00000000000000001020_0,n/a,2103,993,280.5,643.5,412,4164,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96800493600884,-37.31498383974819]}"
00000000000000001021_0,n/a,3348,2400,634.5,826.5,1015.5,1822,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.63230451433338,-36.60073335734475]}"
00000000000000001022_0,n/a,2010,1018,288.5,636.5,393,4880,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17973327419398,-37.61834491119535]}"
00000000000000001023_0,n/a,4203.5,2906,757.5,1107,1720,2859,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.75815848563852,-36.78120489792437]}"
00000000000000001024_0,n/a,3753.5,2471.5,599.5,880,1406,2488,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.42371570536082,-36.41280579990695]}"
00000000000000001025_0,n/a,2574.5,1531,428,619.5,730,2582,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43063273304855,-37.40607300955791]}"
00000000000000001026_0,n/a,1998.5,1098,274.5,487.5,448,2614,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.11334777469753,-37.329716210407746]}"
00000000000000001027_0,n/a,4320.5,2971,774,1133,1647,2808,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.95766973595963,-37.0475553796658]}"
00000000000000001028_0,n/a,2502,1651.5,555,907,1565,2778,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91778911162658,-36.61250128756672]}"
00000000000000001029_0,n/a,4169,2812,1073.5,1601,2372,3936,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.82930048185895,-37.10073564448568]}"
0000000000000000102a_0,n/a,3932,2628.5,905.5,1245,1923,3626,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.96898850853952,-36.62579635377169]}"
0000000000000000102b_0,n/a,3249,2459,775,1128,1658,2972,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.56726648776313,-36.37543588408758]}"
0000000000000000102c_0,n/a,3821.5,2279,1211.5,1766,1901,5159.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.42030210728117,-37.55124075947162]}"
0000000000000000102d_0,n/a,3338.5,2409,614,814.5,1158,2710,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.68350391124633,-36.886667112279994]}"
0000000000000000102e_0,n/a,2686.5,1838,439.5,650,791.5,2173,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.31421107222667,-36.87301271996138]}"
0000000000000000102f_0,n/a,3928.5,2528.5,549,861.5,1175,2724,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.95731040984597,-37.1520294472089]}"
00000000000000001030_0,n/a,3969.5,2949.5,760,1082,1556,2399,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.65871498368648,-36.29629430755665]}"
00000000000000001031_0,n/a,4869,3179.5,920,1312,1970,3215,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.4333276789009,-36.406248098332874]}"
00000000000000001032_0,n/a,3013,2027,467,742.5,1133,2561,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3595759940747,-36.898165547916726]}"
00000000000000001033_0,n/a,3849.5,3171,936,1292,1902,2900,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.12906829216962,-36.76485555975339]}"
00000000000000001034_0,n/a,3566.5,2926.5,999,1299,1822,2671,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.87736034955932,-36.741229867781044]}"
00000000000000001035_0,n/a,2109,1417,659.5,1046,1225,3200,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.62699987987523,-36.91568269595706]}"
00000000000000001036_0,n/a,4096.5,3414.5,1263.5,1636,2238,3150,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.86388562029754,-36.18580152760995]}"
00000000000000001037_0,n/a,4459,3402,1349,1840,2590,3810,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.22994909857624,-37.505426679981525]}"
00000000000000001038_0,n/a,3371.5,2114,533,836,1123,2748,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.14577695645426,-37.16406687201611]}"
00000000000000001039_0,n/a,3801.5,2246.5,617.5,979,1596,2752,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7391142016152,-36.94362030129317]}"
0000000000000000103a_0,n/a,1432,756,408.5,857.5,472.5,3625,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.22087611420665,-37.52456079553327]}"
0000000000000000103b_0,n/a,2296,1476.5,465,660,817.5,2195,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.24279500713916,-36.89376380302454]}"
0000000000000000103c_0,n/a,3657.5,2199,569,926.5,1365,3110,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7963368852136,-37.083937148672646]}"
0000000000000000103d_0,n/a,1855.5,980.5,333,693.5,552,3817,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.25339512749176,-37.482070482594416]}"
0000000000000000103e_0,n/a,2857.5,2050.5,670.5,1075,1751,2708,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57921408104193,-36.24185640133901]}"
0000000000000000103f_0,n/a,4126,2742.5,755,1094,1580,2774,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.08253556045224,-36.72083811083154]}"
00000000000000001040_0,n/a,3729.5,3311.5,758,1052.5,1500,1987,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.81079518700608,-36.43292806227122]}"
00000000000000001041_0,n/a,3917.5,2906,508.5,715,1118,1889,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.8973927803952,-36.99536326165846]}"
00000000000000001042_0,n/a,2690.5,1819,509,674.5,943,1953,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.76795012223542,-36.63298287604464]}"
00000000000000001043_0,n/a,1373,749,201,295,360,1864,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.27899711308916,-37.082230349632816]}"
00000000000000001044_0,n/a,4504,3269,1077,1516,2186,3112,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96980156657708,-36.57495170869052]}"
00000000000000001045_0,n/a,2133.5,1322.5,330,463,576,1901,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.244501806179,-36.85675321331882]}"
00000000000000001046_0,n/a,3998.5,2545.5,768,1076,1671,2747,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.11146131260088,-36.622562418748856]}"
00000000000000001047_0,n/a,2636,1822,846.5,1241,1954,2890,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1402972332211,-36.400588712042925]}"
00000000000000001048_0,n/a,2738.5,1592.5,481,755.5,860.5,3063,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90359573013748,-37.25991711283166]}"
00000000000000001049_0,n/a,3356.5,2400.5,562.5,804.5,1174,2033,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.97878014513643,-36.5890552586512]}"
0000000000000000104a_0,n/a,2243,1251.5,348.5,668,752.5,3842,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1709297844096,-37.42565628275171]}"
0000000000000000104b_0,n/a,3781,2590.5,752,1065,1447,2509,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.94814759394797,-36.675742683568735]}"
0000000000000000104c_0,n/a,2688.5,1680,584.5,812,991.5,2631,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.07723550027592,-36.770155619929696]}"
0000000000000000104d_0,n/a,2963.5,2203.5,542,814.5,1155,2229,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.62466883441837,-36.66226795430694]}"
0000000000000000104e_0,n/a,3958,3041,968.5,1441,2163,3335,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.46890096415203,-36.62507770154439]}"
0000000000000000104f_0,n/a,4032,3156.5,756.5,1057,1517,2430,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55486973684228,-36.47685567966467]}"
00000000000000001050_0,n/a,4921.5,4484.5,1115,1483,2079,3015,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.64721197376792,-36.85989731681324]}"
00000000000000001051_0,n/a,3655,2399.5,460,707.5,1104,2101,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96944224046342,-36.735750144547914]}"
00000000000000001052_0,n/a,3041.5,2296,478,661.5,919.5,2414,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90161943651242,-36.69272084243859]}"
00000000000000001053_0,n/a,3571,2309,341.5,573,1027.5,1936,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0285513861585,-36.766562358793216]}"
00000000000000001054_0,n/a,3651,2169.5,972,1425,1946,3877,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.25267647526448,-37.48476542844678]}"
00000000000000001055_0,n/a,3938,2798,780,1169,1685,2794,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7435159465074,-36.716705860524584]}"
00000000000000001056_0,n/a,4038.5,3206.5,1240,1720,2387,3433,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.90314199821356,-36.493564343949295]}"
00000000000000001057_0,n/a,2713,1572,425,688,823,2736,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.33604013363077,-37.21491151709727]}"
00000000000000001058_0,n/a,3503.5,2278.5,465,726,910,2385,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.95955619805628,-37.16801945926623]}"
00000000000000001059_0,n/a,3809,2516,606.5,876.5,1201,2501,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.0409435627975,-37.13720724502093]}"
0000000000000000105a_0,n/a,2946.5,1984,656.5,897.5,1310,2650,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.29381931527715,-37.021683899483165]}"
0000000000000000105b_0,n/a,1722.5,918,490,899.5,1149,3902,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.99836341833023,-37.447934501797874]}"
0000000000000000105c_0,n/a,4249.5,2781,573.5,868.5,1429,2599,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.82283718609514,-36.51368660631357]}"
0000000000000000105d_0,n/a,4133,3175,897.5,1192,1570,2592,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1289784606412,-36.91469454914453]}"
0000000000000000105e_0,n/a,3841,2723.5,606,882,1169,2511,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.22599651132612,-36.979463081129545]}"
0000000000000000105f_0,n/a,2628,1859,598.5,883,1427,2545,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66814729416976,-36.94523726880459]}"
00000000000000001060_0,n/a,4637,3212.5,1011,1405,2094,3202,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.94572214268084,-36.76808949477622]}"
00000000000000001061_0,n/a,3973.5,2829,620.5,883,1355,2300,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.83191017046474,-36.50317631748938]}"
00000000000000001062_0,n/a,4056,3096,796,1101,1612,2522,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.21359976040526,-36.50676957862585]}"
00000000000000001063_0,n/a,3132.5,2200,506,766.5,1199,2315,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.52414735412538,-36.56183630554238]}"
00000000000000001064_0,n/a,3579,2487,889,1332,2102,3235,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.27261907457194,-36.42906530654951]}"
00000000000000001065_0,n/a,3199.5,2350,532,740,971,2036.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.69033568168751,-37.11645616195777]}"
00000000000000001066_0,n/a,3043,2096,619.5,966.5,1533,2605,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04534988197153,-36.69325983160906]}"
00000000000000001067_0,n/a,2909.5,1776.5,609.5,855.5,1185,2637,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.97662418845454,-37.23880670365485]}"
00000000000000001068_0,n/a,3997,2848,1004,1481,2097,3542,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.44347864161145,-36.809232334788895]}"
00000000000000001069_0,n/a,3678.5,2305.5,714.5,1024.5,1768,3320,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.849153249638,-36.79881187749311]}"
0000000000000000106a_0,n/a,3770.5,2240,629.5,994.5,1558,2868,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.09304584927642,-37.13199701637304]}"
0000000000000000106b_0,n/a,1435,688,254,539.5,359.5,4170,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96441167487237,-37.36205556063605]}"
0000000000000000106c_0,n/a,3319.5,2347,669,885,1146,2480,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.39029837679158,-36.92996590897456]}"
0000000000000000106d_0,n/a,3822,2547,649,907,1238,2722,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.40799518788873,-37.038841721409845]}"
0000000000000000106e_0,n/a,3910.5,2503,717,1088,1791,2868,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.09699843652655,-36.69712258733078]}"
0000000000000000106f_0,n/a,3736,3024,1002.5,1340,1956,2832,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.318433154062,-36.44074340524307]}"
00000000000000001070_0,n/a,2888,2006,429.5,575,759,1847,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.65458273337956,-37.06111994045601]}"
00000000000000001071_0,n/a,3593.5,2638,727.5,1135,1851,2866,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.46737382816903,-36.28263991523803]}"
00000000000000001072_0,n/a,3410,2052.5,569,873.5,1100.5,3266,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5136370653012,-37.23135068679666]}"
00000000000000001073_0,n/a,3900,2323,817,1165,1655,3529,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.25519175806,-37.38675923094934]}"
00000000000000001074_0,n/a,4298.5,2899.5,1348,1809,2549,4334,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.99845324985864,-37.09040501871831]}"
00000000000000001075_0,n/a,2863,2017.5,595,845,1122,2236,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.0809185929408,-36.23862246631617]}"
00000000000000001076_0,n/a,2650,1658.5,412,557,703,2105.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.444466788424,-37.30977361110029]}"
00000000000000001077_0,n/a,2303.5,1140.5,342,715,512.5,4524,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.59295830488895,-37.43859202284303]}"
00000000000000001078_0,n/a,2536,1735,672.5,1014.5,1533,3099,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.44410746231034,-36.81740700387438]}"
00000000000000001079_0,n/a,1829.5,798,234.5,527.5,216,4968.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.41194777513886,-37.596695512848065]}"
0000000000000000107a_0,n/a,1412,787,505.5,1149,736.5,4514,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.1822485569895,-37.71105104851648]}"
0000000000000000107b_0,n/a,4527,3343,1270,1720,2427,3733,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.76974217852182,-36.93921855640099]}"
0000000000000000107c_0,n/a,1428.5,732.5,273,478.5,427,3580,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.39532894238266,-37.52680658374357]}"
