system:index,AreaM2,B11,B12,B2,B3,B4,B8,class,FEATURETYP,.geo
00000000000000000a26_0,12423.61028,1035.5,644,79.5,245.5,202.5,1684,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9492347208526,-36.2530853423905]}"
00000000000000000a27_0,70298.40508,1723,1197.5,283.5,504,502.5,1953,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.95192966670496,-36.25748708728268]}"
00000000000000000a28_0,24164.99254,242.5,165,29,105.5,213,447.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08119723608976,-36.24338353732201]}"
00000000000000000a29_0,10829.5737,1778.5,1030,191,377,405.5,2057,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08371251888528,-36.24365303190724]}"
00000000000000000a2a_0,5033.21,656.5,355,456.5,908.5,683.5,1358.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0980855634312,-36.25191753252114]}"
00000000000000000a2b_0,8077.472219,1073,666.5,706.5,1337,1485,1562,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.10500259111893,-36.25452264684509]}"
00000000000000000a2c_0,5207.661583,371.5,186,277,512.5,700.5,449,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97447738033637,-36.23170543862845]}"
00000000000000000a2d_0,12107.75654,961,658.5,321.5,473,683.5,1068.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0281068027983,-36.2470666299869]}"
00000000000000000a2e_0,5034.384586,2788.5,2016.5,654,851.5,1242,1817,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.8537438061507,-36.27689069741967]}"
00000000000000000a2f_0,35802.27817,2086,1283.5,318.5,489.5,678.5,1507,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.8328130600307,-36.25946338090775]}"
00000000000000000a30_0,8878.888778,894,511,231.5,440.5,550,1738,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11578237452835,-36.237274993389995]}"
00000000000000000a31_0,8248.52,1365,760,145,351.5,366,1553,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1265621579378,-36.24068859146965]}"
00000000000000000a32_0,78515.5,243,132,776,1408,2032,1199,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9619907978871,-36.31938101035852]}"
00000000000000000a33_0,15308.51424,452,265,845,1526,1874,1111,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9583077052222,-36.31839286354599]}"
00000000000000000a34_0,6627.38,1347.5,886,322.5,692,702,1617,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.049846032674,-36.244641178719775]}"
00000000000000000a35_0,15746.78055,2222,1394,385,596,820,1910,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1303350821311,-36.293329867119056]}"
00000000000000000a36_0,41941.56564,2170.5,1282.5,159.5,281.5,605,1731,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.13024525060268,-36.28982643751099]}"
00000000000000000a37_0,37268.6547,2083.5,1364.5,226.5,373.5,527.5,1631.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.12997575601744,-36.259912538549806]}"
00000000000000000a38_0,6409.570293,290.5,207.5,90.5,203.5,227,574.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.13554531077898,-36.258475234095215]}"
00000000000000000a39_0,44129.10306,620,376,211,652,448,1887,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04580361389546,-36.325220059705295]}"
00000000000000000a3a_0,38741.14157,1470.5,886,128,271.5,376.5,1821,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04733074987845,-36.3267471956883]}"
00000000000000000a3b_0,5205.18258,332,186.5,26,166.5,181,1284,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04804940210573,-36.322614945381346]}"
00000000000000000a3c_0,9399.78,1870,1081.5,618.5,946,1136,2455,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93611931770445,-36.30375032441484]}"
00000000000000000a3d_0,5304.933599,284,182.5,594,973.5,1220,710,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11443490160218,-36.328813320841775]}"
00000000000000000a3e_0,5359.16353,1270.5,780.5,304.5,592,859,1188,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.14416913750654,-36.30150453620454]}"
00000000000000000a3f_0,5638.840553,1503.5,884.5,303.5,477,564,1374.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9741180542227,-36.29512649768729]}"
00000000000000000a40_0,6727.235401,1431.5,868.5,286,598,690.5,2139.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08802443224906,-36.321896293154055]}"
00000000000000000a41_0,6222.369165,766,369,4.5,53.5,57,773,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.086048138624,-36.30581644956831]}"
00000000000000000a42_0,11788.32033,2388.5,1537.5,350.5,644.5,806,2239,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0295441072529,-36.334293044074904]}"
00000000000000000a43_0,5853.684303,700.5,390.5,111.5,321.5,315,1367,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15827268746722,-36.30626560721038]}"
00000000000000000a44_0,47821.01263,359.5,219,1022,1634,1683,606,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.17183724825742,-36.218410372423484]}"
00000000000000000a45_0,8663.25,1460,768.5,141,389.5,340.5,2501,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.14425896903495,-36.2591040547941]}"
00000000000000000a46_0,6742.134376,1230.5,737,290,520,562,2248,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1754305093939,-36.18274725564394]}"
00000000000000000a47_0,5265.854211,1591.5,1017.5,266.5,507,563,1890,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.16959146004712,-36.30725375402291]}"
00000000000000000a48_0,6005.47,1937,1186.5,320.5,563.5,538.5,3210,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1784847813599,-36.290185763624635]}"
00000000000000000a49_0,5703.83,1313.5,787,385.5,693.5,753,1654.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.18890523865568,-36.27203979488542]}"
00000000000000000a4a_0,34121.09704,1520.5,894.5,164.5,251.5,340,1327.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.19438496188883,-36.29916891646583]}"
00000000000000000a4b_0,5874.3714,1476,850,110,290,313,1901,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.19627142398548,-36.23071729181592]}"
00000000000000000a4c_0,12381.11789,697.5,414,44.5,149.5,237.5,512,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.19977485359354,-36.228920661247685]}"
00000000000000000a4d_0,40561.19638,1682,924,186,449.5,394,2006,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.20381727237208,-36.222991780372496]}"
00000000000000000a4e_0,10133.65167,1259.5,680,48,103,114,917.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.20193081027543,-36.212930649190355]}"
00000000000000000a4f_0,9914.812935,364,182,117.5,307,423,936,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.20372744084366,-36.23475971059446]}"
00000000000000000a50_0,6421.706903,2145.5,1302.5,266,623,556,3069.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2153157080088,-36.282819578294855]}"
00000000000000000a51_0,15070.84096,1544,1023,166.5,330,430,1243,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.227353132816,-36.27437541462413]}"
00000000000000000a52_0,85743.79,84,73,42.5,77.5,56.5,7.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2708315925674,-36.26045152772028]}"
00000000000000000a53_0,6254.017326,960.5,538,403,755.5,722,1369,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.28637244698265,-36.301145210090894]}"
00000000000000000a54_0,5174.784447,881.5,573.5,600.5,993,814,796,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.28718093073837,-36.2816517684255]}"
00000000000000000a55_0,6619.09,1404.5,953,368,628.5,740.5,1228,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.31332190550623,-36.27392625698207]}"
00000000000000000a56_0,6786.745154,988.5,574.5,64,123,129,1050,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3040692580798,-36.26835670222053]}"
00000000000000000a57_0,5401.906354,1864,1085,296.5,479.5,647.5,2071,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3378459127627,-36.209606882639115]}"
00000000000000000a58_0,16302.70603,1643,853,342,654,530.5,3304,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.34629007643343,-36.300426557863595]}"
00000000000000000a59_0,6470.951942,2042,1324.5,419.5,602,807.5,1994,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36910728465006,-36.25694809811221]}"
00000000000000000a5a_0,6552.93,1246.5,742.5,980.5,1439,1650,2015,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4054890536569,-36.216973067968894]}"
00000000000000000a5b_0,16091.36907,645.5,325,83,189.5,161.5,2058,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.35239862036545,-36.23664617269111]}"
00000000000000000a5c_0,11218.78845,1590,972,126.5,290.5,287,2270,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3559020499735,-36.253893826146204]}"
00000000000000000a5d_0,11008.31477,2591,1836,436.5,648.5,843,1845,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3677598117239,-36.25569045671445]}"
00000000000000000a5e_0,7285.691043,2226,1463.5,211.5,352.5,532,1801,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3842888129517,-36.29431801393159]}"
00000000000000000a5f_0,9681.531223,438,222.5,397,754.5,915.5,377.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.39210415592353,-36.30060622092042]}"
00000000000000000a60_0,5028.49,442,296.5,734.5,1439,1246,740,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.37566498622414,-36.20466614857646]}"
00000000000000000a61_0,219431.8425,1038,636,201.5,337,609,1677,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4161790055379,-36.1651402760752]}"
00000000000000000a62_0,8864.14,389.5,244,87.5,246.5,110,482.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4259706421348,-36.16154701493872]}"
00000000000000000a63_0,6393.52,1121,614,200,371.5,461.5,741,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42165872877106,-36.28084328466979]}"
00000000000000000a64_0,7222.184171,821,522,153,358.5,471.5,587,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.22717346975918,-36.204127159405985]}"
00000000000000000a65_0,8639.627827,819.5,430,258,457,484,2056.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.23157521465137,-36.219398519236016]}"
00000000000000000a66_0,5492.28418,1780,1207,338.5,539,731,1725,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.80703598565833,-36.167206401228675]}"
00000000000000000a67_0,5961.983992,1614,1101.5,248,548.5,699,1203,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.87836221921742,-36.14088576340397]}"
00000000000000000a68_0,7780.472443,1512,943,199,430,462,2358,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.89201661153604,-36.11034304374391]}"
00000000000000000a69_0,16915.88955,1315,997,343,413,696,997,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.98508207497082,-36.079440997970195]}"
00000000000000000a6a_0,5173.965102,1694,1109,346,618,802,1248,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.0060128210908,-36.08752583552727]}"
00000000000000000a6b_0,6942.182525,1552.5,978.5,290,487.5,546.5,1267,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.82563111203962,-36.011258867905525]}"
00000000000000000a6c_0,5949.54,966.5,539.5,69,266.5,292.5,868,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.13590463689263,-36.24571915706072]}"
00000000000000000a6d_0,8140.28,1321,766.5,852.5,1414,1508,1738,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.17821528677467,-36.23637667810588]}"
00000000000000000a6e_0,67946.86,211.5,114.5,1,5.5,62,181.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.19330698354787,-36.22927998736133]}"
00000000000000000a6f_0,59843.39,2317,1516,378.5,636.5,862.5,1832,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.16716600878,-36.23026813417386]}"
00000000000000000a70_0,62606.96,1147,726,129.5,239.5,437,799,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15863201358087,-36.22667487303738]}"
00000000000000000a71_0,5299.65,876.5,441,26,196,191,2040,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2070512073949,-36.21041536639482]}"
00000000000000000a72_0,6609.94,661.5,397,790.5,1466,1450,990.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.13392834326757,-36.206462779144694]}"
00000000000000000a73_0,8394.42,1378.5,762.5,194.5,412.5,440.5,1822,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36012413180887,-36.13396873571625]}"
00000000000000000a74_0,23590.02,1564.5,844.5,178.5,407,435.5,1838,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36129194167822,-36.1336094096026]}"
00000000000000000a75_0,46724.39413,2122,1419,478,812,961.5,2129,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.37782094290603,-36.11869737588622]}"
00000000000000000a76_0,9070.588473,1322,826,282,500.5,523,1288,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.282958848903,-36.07432060085071]}"
00000000000000000a77_0,6110.082709,2135.5,1359.5,458.5,768.5,1011.5,2226,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.592608127339,-36.17160814612086]}"
00000000000000000a78_0,23652.16834,2166.5,1396.5,334,542,705,1864,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.58389446908305,-36.03497439140628]}"
00000000000000000a79_0,5301.088691,2112,1499,522,839,955,2364,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.32832377075104,-36.07378161168024]}"
00000000000000000a7a_0,5217.452246,2065,1295,339,623,669.5,2743,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.33056955896134,-36.07476975849277]}"
00000000000000000a7b_0,11874.45481,640,381,1121,1533,1785,1256,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.333983157041,-36.07737487281672]}"
00000000000000000a7c_0,7751.784636,1755.5,1122,579.5,968,1222,2448,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.34036119555824,-36.14456885606886]}"
00000000000000000a7d_0,6560.201853,171.5,120.5,940.5,1555,1953,1005.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.20947665866203,-36.07701554670307]}"
00000000000000000a7e_0,5863.022834,1870.5,1319,856.5,1306,1624,2380,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.287540256852,-36.13145345292072]}"
00000000000000000a7f_0,14560.50458,1464.5,980.5,272.5,542,591,1471,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.30209296445474,-36.12678221344329]}"
00000000000000000a80_0,8819.126018,1219.5,727.5,1310,1946,2164,2956,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.24702623753822,-36.08761566705568]}"
00000000000000000a81_0,24307.92138,2223.5,1523,349,586.5,739.5,1743,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5287379106381,-36.16711656970026]}"
00000000000000000a82_0,45811.8184,2105,1269,316.5,548,639,3114,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.54391943893972,-36.156246954762416]}"
00000000000000000a83_0,14292.96379,246.5,148,216.5,308,408,495.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1874679342011,-36.06111536617416]}"
00000000000000000a84_0,8303.103583,1039,517.5,369,663,833.5,1698,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1890849017125,-36.056084800583086]}"
00000000000000000a85_0,7510.584195,1826.5,1118,257,470.5,577,2371,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.43666059401585,-36.14681464427916]}"
00000000000000000a86_0,5432.070788,1196,784,78,178,172.5,852.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.39246348203716,-36.03497439140628]}"
00000000000000000a87_0,84922.84854,88.5,78.5,69.5,205,74.5,70,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.46657449297703,-36.11196001125532]}"
00000000000000000a88_0,57897.75,56.5,46.5,20.5,190.5,40,385.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4580404977779,-36.11061253832914]}"
00000000000000000a89_0,24641.24,473,334.5,221.5,408.5,374.5,1110,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.45642353026648,-36.1117803481985]}"
00000000000000000a8a_0,25190.72,172,109,428.5,950,530.5,745,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4534590898289,-36.11169051667009]}"
00000000000000000a8b_0,26322.92,113.5,75,666.5,1119,884,741,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4542675735846,-36.109893886101844]}"
00000000000000000a8c_0,25922.66,1076,606,325,524.5,595,1108,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.43648093095902,-36.09722764059576]}"
00000000000000000a8d_0,22566.23915,1902.5,1278.5,369.5,642,725.5,1845,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36290890918963,-36.079440997970195]}"
00000000000000000a8e_0,14842.76419,523.5,375,438.5,711,789.5,670,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36892762159323,-36.102976858414124]}"
00000000000000000a8f_0,5242.500131,1803.5,1086.5,184.5,406.5,403.5,2225,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.37728195373555,-36.071805318055176]}"
00000000000000000a90_0,24533.25208,1943,1140.5,280.5,536,513.5,2176,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.41555018483905,-36.09192758041946]}"
00000000000000000a91_0,14397.80726,924,555.5,456,816,889,1370,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.43136053383955,-36.05410850695802]}"
00000000000000000a92_0,6846.533947,271.5,154.5,39.5,153.5,60,450.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.43621143637378,-36.03488455987787]}"
00000000000000000a93_0,5456.663228,531.5,348.5,80.5,234,243,1101,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.44600307297068,-36.16199617258078]}"
00000000000000000a94_0,48794.871,1612,984.5,241.5,421.5,520.5,1615,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4769051187444,-36.156246954762416]}"
00000000000000000a95_0,8156.631995,2111.5,1527.5,562,750.5,1027,1751,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.55919079876975,-36.18202860341665]}"
00000000000000000a96_0,7398.160159,696,435,1425,1984,2424,2108,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.57257569650312,-36.164780949961546]}"
00000000000000000a97_0,8007.993146,2210.5,1489,332.5,606.5,612,2451,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.56125692392322,-36.064349301196984]}"
00000000000000000a98_0,38038.20427,87,59.5,717.5,1369,1300,747,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.35850716429746,-36.18616085372359]}"
00000000000000000a99_0,5112.170083,1278,849,201,286,345.5,837,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.38374982378122,-36.20610345303105]}"
00000000000000000a9a_0,40544.16122,2089,1465,256,413,490,1404,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.53790072653612,-36.060576377003684]}"
00000000000000000a9b_0,11005.52722,2078,1331.5,433,692.5,760,2130,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5444584281102,-36.05949839866274]}"
00000000000000000a9c_0,29012.10591,2543.5,1861,620,969.5,1235,2458,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.56359254366194,-36.03488455987787]}"
00000000000000000a9d_0,8965.26,2411.5,1594.5,569,830.5,1019,2320,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.37144290438877,-36.15975038437048]}"
00000000000000000a9e_0,6220.54,2296.5,1473,547,967,1102,2366,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3737785241275,-36.16109785729666]}"
00000000000000000a9f_0,6535.697016,679.5,542,1529,2145,2283,2001,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.51616149666043,-36.119955017283985]}"
00000000000000000aa0_0,5057.224787,2200,1680,1332,2251,2936,3154.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15872184510928,-36.16774539039914]}"
00000000000000000aa1_0,6851.33,1426,828,267.5,381.5,490,1984,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.16842365017777,-36.163792803149015]}"
00000000000000000aa2_0,8939.98,377.5,214.5,97,312,277.5,162,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0732920615895,-36.17259629293339]}"
00000000000000000aa3_0,5977.198364,2307.5,1470,522,861.5,959.5,2373,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11272810256236,-36.158133416859066]}"
00000000000000000aa4_0,55676.90278,1385,777.5,324,549,623.5,1699,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93315487726687,-36.136394186983374]}"
00000000000000000aa5_0,31712.15202,431,232,343.5,643,791,589,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00672689903624,-36.23475971059446]}"
00000000000000000aa6_0,48656.19213,102,74,141,275,338.5,114.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04265951040102,-36.206013621502635]}"
00000000000000000aa7_0,8320.388932,992,559,453.5,801.5,583,466.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0033133009566,-36.23718516186158]}"
00000000000000000aa8_0,6012.049725,2022.5,1193.5,262.5,501.5,475,2338,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9943301481154,-36.20538480080375]}"
00000000000000000aa9_0,12224.927,1068.5,619,237.5,650,411,3893,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9875927834845,-36.2034983387071]}"
00000000000000000aaa_0,7887.586814,1695.5,992,77.5,342.5,460,1620,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.92327340914156,-36.193886365167025]}"
00000000000000000aab_0,29161.42748,488,327.5,222.5,425,514.5,425.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97923845134218,-36.1997254145138]}"
00000000000000000aac_0,6500.453889,1750.5,1331.5,627,1089,1582,1901,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.7869091490122,-36.22838167207721]}"
00000000000000000aad_0,6559.340176,2109,1389.5,284,465.5,798,1735,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.8283214836101,-36.248953092083546]}"
00000000000000000aae_0,6536.768765,2409.5,1820.5,1458,1555,1469.5,2837,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08479049722624,-35.98448907243876]}"
00000000000000000aaf_0,54610.30848,2445,1708.5,590.5,968,1359,2140,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.01813550314458,-36.18445405468377]}"
00000000000000000ab0_0,8874.163225,1177.5,597.5,124.5,329,246,2057.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.01831516620138,-36.175291238785746]}"
00000000000000000ab1_0,5430.99,1167.5,553,371.5,654,745,1090,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.03017292795175,-36.168374211098026]}"
00000000000000000ab2_0,11998.09701,1568,864,310.5,648.5,615.5,2717.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00969133947385,-36.1628944878649]}"
00000000000000000ab3_0,25219.91581,174.5,116.5,129,227,281,145,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.01139813851367,-36.165948759830904]}"
00000000000000000ab4_0,17669.01984,2029,1224.5,434.5,704,920,1969,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.02990343336654,-36.17583022795622]}"
00000000000000000ab5_0,5450.384227,1420,822,476,807.5,866,816.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0305322540654,-36.17394376585957]}"
00000000000000000ab6_0,22197.82818,2160.5,1594.5,259.5,490,762,1670,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08658712779447,-36.21903919312237]}"
00000000000000000ab7_0,5085.589899,2088.5,1386.5,318.5,501.5,723,1575,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.10518225417576,-36.21688323644048]}"
