system:index,B2,B3,B4,B8,class,.geo
1_0000000000000000003f_8_0,1002.0,1292.0,1390.0,2344.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.62664970232527,-38.24644695785172]}"
1_0000000000000000003f_9_0,1064.0,1424.0,1512.0,2402.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.62664970232527,-38.2463571263233]}"
1_000000000000000001bc_0_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_1_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_2_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_3_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_4_0,811.0,1068.0,1412.0,2852.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35649058015636]}"
1_000000000000000001bc_5_0,811.0,1068.0,1412.0,2852.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35649058015636]}"
1_000000000000000001bc_6_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_7_0,811.0,1068.0,1412.0,2852.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35649058015636]}"
1_000000000000000001bc_8_0,733.0,986.0,1388.0,2940.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35640074862795]}"
1_000000000000000001bc_9_0,811.0,1068.0,1412.0,2852.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5544205792002,-38.35649058015636]}"
1_00000000000000000033_0_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
