system:index,B2,B3,B4,B8,class,.geo
8_2899_0,712,964,1214,2236,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1307796654913,-36.73287553563873]}"
8_1533_0,1036,1380,1620,2484,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78413352019513,-38.15499846192835]}"
4_1528_0,666,933,1050,2408,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8377492198115,-37.52168618662409]}"
00000000000000000006_2338_0,626.5,827,915.5,1856,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.07230391477697,-37.66963871391857]}"
4_63_0,737,1058,1388,2460,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9074584858592,-36.44289936192495]}"
3_3731_0,2773,2728,2770,3172,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.0824640260512,-37.96401663252454]}"
6_3846_0,750,998,1262,2118,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.31349699428122,-36.74446380280388]}"
0_1666_0,783,1206,1178,2956,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.82292701762356,-37.581244489961215]}"
00000000000000000008_3927_0,1274,1530,1454,1862,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55676992178448,-38.19766843792403]}"
00000000000000000002_802_0,809,1114,1154,3602,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.26921462505598,-37.80851825684345]}"
5_150_0,1170,1796,2352,2918,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.79382160241806,-37.5556425043638]}"
2_1281_0,537,677,744,1868,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.87826323912532,-37.56031374384123]}"
9_663_0,820,1158,1556,2194,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.120898197366,-36.75551308079854]}"
00000000000000000005_2722_0,866,1206,1494,2530,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.25304494994182,-37.71159003768695]}"
8_2857_0,642,837,912,2580,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2998426019626,-36.75407577634395]}"
3_2746_0,2447,2588,2565,3218,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.08093689006822,-37.964825116280245]}"
7_2702_0,859.5,1155,1415,2235,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72734627139323,-37.03632643861431]}"
00000000000000000006_2148_0,835,988,1080,2548,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52730518046536,-38.186978486043]}"
14_955_0,845,1110,1386,2166,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.30649013506508,-36.7664725272648]}"
17_3021_0,707,960,1116,2180,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.29921378126372,-36.7694369677024]}"
00000000000000000003_3107_0,946,1078,1130,1698,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44519916349682,-38.23692481584005]}"
0_3336_0,1954,2188,2182,3184,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.83523393701597,-37.59157511572859]}"
6_1918_0,995,1444,1780,2642,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67606619151556,-38.56741500886762]}"
9_2123_0,599,847,1054,1720,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2991239497353,-36.75695038525314]}"
1_1120_0,689,878,877,2586,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8452950681981,-37.56803925528465]}"
5_1130_0,492,772,1090,2046,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.31223935288344,-36.74742824324147]}"
1_2145_0,1132,1255,1338,1666,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.98598496453678,-37.96015387680283]}"
00000000000000000000_1079_0,538,708,705,2020,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.40926655213207,-38.23827228876623]}"
6_3216_0,993,1210,1272,2542,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.87278351589217,-37.628855200019544]}"
00000000000000000002_1187_0,639,726,872,1382,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43549735842834,-38.226145032430615]}"
00000000000000000009_3361_0,692,851,1040,1934,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53116793618707,-38.19093107329313]}"
1_485_0,603,879,1192,2486,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32382762004858,-36.7573995428952]}"
00000000000000000003_224_0,1466,1866,2066,2092,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44385169057065,-38.23602650055593]}"
2_1524_0,771,999,1410,2226,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16060373292407,-36.811388291470784]}"
12_125_0,221,449,581,2258,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.30029175960465,-36.76099280403167]}"
4_2672_0,697,1074,1048,2776,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8354136000728,-37.52572860540263]}"
2_3801_0,153,334,405,1848,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32283947323606,-36.75236897730413]}"
7_2436_0,897,1200,1718,2812,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7508958546827,-38.58457283079431]}"
1_3188_0,354,494,503,2178,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8420611331753,-37.57351897851778]}"
00000000000000000008_1243_0,1274,1530,1454,1862,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5568597533129,-38.19766843792403]}"
3_63_0,697,944,952,3038,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20381269809022,-36.75075200979271]}"
4_518_0,947.5,1247,1509,2500,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7929370099795,-37.982252432792166]}"
0_454_0,295,516,647,1702,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32454627227588,-36.76162162473056]}"
5_428_0,455,723,912,2382,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.19151950154333,-38.37364840208304]}"
6_2001_0,839.5,1343,1943,3089,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80810481543557,-37.048363863421514]}"
1_2168_0,542,763,797,2734,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.26651510492175,-36.749404536866535]}"
15_469_0,614,922,1156,2182,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.30092058030354,-36.76629286420798]}"
4_2997_0,1122,1451,1672,2398,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.79239802080903,-37.98144394903646]}"
2_248_0,782,1078,911,1516,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55676992178448,-38.18491236088953]}"
14_13_0,521,836,1092,1930,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.30693929270714,-36.7664725272648]}"
3_1878_0,2219,2312,2369,3246.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.08318267827852,-37.96239966501312]}"
00000000000000000004_1788_0,3128,3396,3369,3064,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.24199567194714,-37.90086506805093]}"
1_684_0,788,1019,1076,2576,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.26426931671145,-36.747967232411945]}"
4_111_0,1014,1366,1908,2676,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91635180717196,-36.440204416072596]}"
8_2772_0,612,835,921,2148,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89443291423945,-37.419817233404935]}"
5_1453_0,940,1614,1720,3720,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.18837539804892,-38.37310941291257]}"
00000000000000000002_1224_0,815.5,1051,1149,2327,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.149289534626,-37.815345453002756]}"
2_2020_0,822,1154,1614,2448,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16123255362297,-36.81120862841396]}"
00000000000000000001_3590_0,748,905,1026,2150,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.42292094445068,-38.22542638020332]}"
6_2084_0,956,1394,1904,3186,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67579669693032,-38.56031831812308]}"
4_670_0,791,1094,1418,2430,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90862629572854,-36.44271969886813]}"
00000000000000000003_3990_0,698.5,1173,1109.5,3507,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.038078102452,-37.780311156922096]}"
3_2207_0,2385,2444,2436,3272.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.08291318369328,-37.963387811825655]}"
9_2379_0,1356,1556,1588,2448,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.299932433491,-36.75704021678155]}"
00000000000000000003_668_0,1361,1602,1694,2369,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.06188345748117,-37.78309593430287]}"
00000000000000000002_3358_0,1384,1892,2050,2696,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43765331511023,-38.22650435854426]}"
0_1748_0,795,896,1128,2188,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.82175920775418,-37.58214280524533]}"
0_1577_0,593,913,984,2354,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.25591498456916,-36.76251994001468]}"
5_1628_0,1338,1700,2120,2776,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.19062118625922,-38.37499587500922]}"
00000000000000000008_2173_0,749,958,1238,2098,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.55964453069367,-38.197578606395616]}"
4_3388_0,1509.5,1791,1988,3340.5,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78736745521798,-37.98180327515011]}"
00000000000000000006_3900_0,546.5,806,1013,2219,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.06233261512324,-37.63945532037216]}"
8_1743_0,428,672,998,1782,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1263779205991,-36.731528062712556]}"
8_1762_0,839,1038,1360,2360,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89461257729627,-37.42969870153025]}"
5_2087_0,1504,1896,1812,2986,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.19295680599794,-38.371851771514805]}"
00000000000000000009_2320_0,409,593,642,1660,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52856282186312,-38.194703997486435]}"
12_42_0,758,1058,1036,2590,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3013697379456,-36.76162162473056]}"
6_3308_0,1498,1810,2020,1936,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.31277834205392,-36.74356548751976]}"
7_3883_0,1404,1580,1972,3190,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75035686551223,-38.58340502092495]}"
16_1933_0,142,322,397,1942,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.31161053218457,-36.76970646228764]}"
14_2172_0,644,905,1023,2228,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3072986188208,-36.76548438045227]}"
00000000000000000007_1626_0,530,645,1259,1779,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.98929958252432,-37.69362373200456]}"
1_179_0,229,439,601,2252,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32113267419624,-36.75730971136679]}"
00000000000000000002_2342_0,716,948,1218,1826,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4381923042807,-38.22461789644761]}"
00000000000000000006_2720_0,748.5,917,992.5,2171,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04831889669097,-37.6443062229064]}"
00000000000000000006_1470_0,988,1218,1338,2134,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52766450657901,-38.187517475213475]}"
