system:index,B2,B3,B4,B8,class,.geo
6_11_0,2670,2796,2898,2856,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67552720234508,-38.56148612799243]}"
6_12_0,890,891,1164,1804,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67840181125428,-38.56247427480496]}"
6_13_0,877,1074,1208,1930,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.6718441096802,-38.560677644236726]}"
6_14_0,853,1100,1322,2472,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67768315902697,-38.568043829566506]}"
6_15_0,1808,1810,1826,3076,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.68046793640775,-38.56543871524256]}"
6_16_0,1018,1328,1364,2588,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67777299055538,-38.566606525111915]}"
6_17_0,776,967,1005,1838,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67076613133924,-38.56031831812308]}"
6_18_0,1076,1214,1366,2154,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.67597635998715,-38.56813366109492]}"
6_19_0,1060,1304,1468,2842,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.6763356861008,-38.566337030526675]}"
7_0_0,985,1292,1798,2866,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75718406167155,-38.58412367315224]}"
7_1_0,918,1172,1622,2414,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7612264804501,-38.58457283079431]}"
7_2_0,915,1238,1776,2762,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75826204001248,-38.585650809135245]}"
7_3_0,924,1220,1722,2486,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.76050782822279,-38.584482999265894]}"
7_4_0,1334,1576,2018,3100,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75071619162588,-38.58412367315224]}"
7_5_0,1390,1620,1982,3176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75062636009747,-38.58313552633971]}"
7_6_0,966,1286,1828,2932,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75332130594984,-38.58457283079431]}"
7_7_0,862,1068,1482,2652,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75035686551223,-38.58502198843637]}"
7_8_0,933,1200,1656,2834,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75170433843843,-38.5852914830216]}"
7_9_0,951,1240,1804,2912,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75359080053508,-38.58475249385113]}"
7_10_0,866,1096,1580,2522,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7569145670863,-38.584213504680655]}"
7_11_0,1106,1452,2042,3054,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75350096900667,-38.584033841623835]}"
7_12_0,971,1294,1862,2972,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75628574638742,-38.583584683981776]}"
7_13_0,883,1096,1534,2788,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7501772024554,-38.58475249385113]}"
7_14_0,941,1208,1710,2488,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.76005867058072,-38.586369461362544]}"
7_15_0,910,1210,1686,2532,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7599688390523,-38.58457283079431]}"
7_16_0,879,1180,1692,2394,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7589806922398,-38.58574064066366]}"
7_17_0,915,1152,1578,2452,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.74909922411447,-38.58484232537954]}"
7_18_0,860,1144,1602,2332,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7589806922398,-38.586908450533016]}"
7_19_0,846,1148,1644,2502,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.75781288237044,-38.5860101352489]}"
8_0_0,620,850,1038,1486,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78125891128596,-38.15194418996234]}"
8_1_0,985,1326,1604,2082,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7839538571383,-38.15140520079187]}"
8_2_0,704,984,1164,2564,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78323520491102,-38.15356115747376]}"
8_3_0,1334,1736,2028,2544,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78341486796785,-38.15140520079187]}"
8_4_0,666,830,1034,1720,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78413352019513,-38.15320183136011]}"
8_5_0,1172,1240,1516,2164,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77685716639377,-38.15275267371805]}"
8_6_0,601,850,1192,2408,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77901312307566,-38.1531119998317]}"
8_7_0,928,1124,1348,2432,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77730632403583,-38.15418997817264]}"
