WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((145.6241655 -37.134774499,145.6240095 -37.1348205,145.623796 -37.1347795,145.623679001 -37.1346735,145.6236455 -37.13453,145.6240285 -37.1344485,145.6241655 -37.134774499)))",2005,+/- 5m,Satellite imagery,Goulburn,4051002,Rural Storage,1.3259899,1278.43986677,AllVicPoly126049,128064,Y,Y,-37.1348205,145.6236455,139.566,1274.1616093300743
"MULTIPOLYGON (((142.8235285 -36.865107,142.82355 -36.865055,142.8236095 -36.8650325,142.8239195 -36.865028,142.823972501 -36.8650455,142.8239965 -36.8650905,142.8240055 -36.865324,142.823980001 -36.865364,142.8239315 -36.865383,142.823561 -36.8653675,142.8235075 -36.865344,142.823495 -36.8652865,142.8235285 -36.865107)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150507,Rural Storage,1.80425033,1614.02905147,AllVicPoly343774,349754,Y,Y,-36.865383,142.823495,150.997,1614.2716712202712
"MULTIPOLYGON (((141.861324499 -36.627667,141.861359001 -36.6276435,141.861399501 -36.627634,141.8615505 -36.627634999,141.861661 -36.6276625,141.861702 -36.62769,141.861717 -36.627725001,141.861679 -36.627999,141.8616475 -36.628027,141.8615895 -36.6280345,141.861322501 -36.6280085,141.861293501 -36.627989999,141.8612725 -36.627947999,141.861324499 -36.627667)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,415,Rural Storage,1.62338019,1490.01478602,AllVicPoly351345,357377,Y,Y,-36.6280345,141.8612725,144.503,1490.9892829909595
"MULTIPOLYGON (((144.234169952 -37.986867972,144.234155249 -37.986868501,144.234141208 -37.986868839,144.234133814 -37.986868906,144.234126674 -37.986868851,144.234120161 -37.986868637,144.234114656 -37.986868221,144.234109928 -37.986867565,144.234105558 -37.986866606,144.234097506 -37.986864103,144.234093079 -37.986863193,144.234088301 -37.98686258,144.234083286 -37.986862168,144.234062548 -37.986861096,144.234057558 -37.986860662,144.234052801 -37.98686003,144.234048376 -37.986859117,144.234040204 -37.986856718,144.234035729 -37.986855846,144.234030895 -37.986855281,144.234025794 -37.986854942,144.234020501 -37.986854765,144.234015076 -37.986854699,144.233992957 -37.986854788,144.233987531 -37.986854721,144.233982245 -37.986854534,144.233977164 -37.986854171,144.23397238 -37.986853556,144.233968001 -37.986852594,144.233964071 -37.98685125,144.233960269 -37.986849796,144.233956288 -37.986848492,144.233952218 -37.98684726,144.233948254 -37.986845936,144.233944604 -37.986844341,144.233941407 -37.986842362,144.233935478 -37.986838006,144.233932751 -37.98683563,144.233930481 -37.986832876,144.233928535 -37.98682986,144.233924822 -37.986823762,144.233922793 -37.986820938,144.233920946 -37.9868180449999,144.233919626 -37.986814827,144.233918825 -37.986811342,144.233918477 -37.986807717,144.233918554 -37.986804063,144.233919068 -37.986800488,144.233920064 -37.986797102,144.233923029 -37.986790741,144.233924171 -37.986787225,144.233924951 -37.986783413,144.233925456 -37.986779383,144.233925756 -37.986775195,144.233925957 -37.986766525,144.233925827 -37.986744467,144.233925951 -37.986740182,144.23392622 -37.986736007,144.233926692 -37.986731986,144.233927444 -37.986728175,144.233928572 -37.986724643,144.2339316 -37.986718156,144.233932718 -37.986714622,144.233933454 -37.986710808,144.233933905 -37.986706784,144.233934143 -37.986702604,144.23393423 -37.986698312,144.233934128 -37.986689526,144.233933791 -37.986676215,144.233933834 -37.986667539,144.233934068 -37.986663358,144.233934533 -37.986659347,144.233935317 -37.986655572,144.233936539 -37.986652121,144.233938241 -37.986649024,144.233940075 -37.986646025,144.233944842 -37.986636482,144.233946753 -37.986633539,144.233949092 -37.98663091,144.233956488 -37.986623306,144.233962082 -37.986618723,144.233967518 -37.98661402,144.23397058 -37.986611921,144.233976968 -37.986607912,144.233980426 -37.9866061,144.233984468 -37.986604715,144.233989021 -37.986603707,144.233993951 -37.986602972,144.233999151 -37.986602433,144.234004545 -37.986602032,144.234015691 -37.986601484,144.234027091 -37.986601107,144.234050069 -37.986600528,144.234061463 -37.986600325,144.23407263 -37.986600288,144.23407806 -37.986600389,144.23408333 -37.986600619,144.234088379 -37.986601032,144.234093127 -37.986601695,144.234097466 -37.986602701,144.234101362 -37.986604078,144.234105144 -37.98660555,144.234109133 -37.986606844,144.234117331 -37.986609237,144.234121195 -37.986610631,144.234128284 -37.986613959,144.234132078 -37.98661541,144.234139945 -37.986618073,144.234143623 -37.98661962,144.23414695 -37.986621465,144.234150192 -37.986623383,144.234160446 -37.986628685,144.234164025 -37.986630316,144.234168092 -37.986631532,144.234172574 -37.986632396,144.234177327 -37.98663303,144.234192028 -37.986634558,144.234196716 -37.986635248,144.234201108 -37.986636187,144.234209261 -37.986638605,144.234213723 -37.986639484,144.23421854 -37.986640065,144.234223611 -37.986640429,144.234228858 -37.986640644,144.234250398 -37.986641036,144.23425565 -37.986641247,144.234260732 -37.986641602,144.234265562 -37.986642171,144.234270049 -37.986643031,144.234278295 -37.986645368,144.234282771 -37.986646237,144.23428758 -37.986646824,144.234292618 -37.986647216,144.234308254 -37.98664795,144.234313365 -37.986648281,144.234318274 -37.986648784,144.234322864 -37.986649556,144.234326995 -37.986650718,144.234330588 -37.986652336,144.234337257 -37.986656013,144.234340432 -37.986657986,144.234343279 -37.986660239,144.234348757 -37.986664926,144.234351348 -37.986667397,144.234353523 -37.98667022,144.234359104 -37.986679495,144.234361189 -37.986682398,144.234363151 -37.986685406,144.234364668 -37.986688793,144.234365783 -37.986692524,144.234366604 -37.986696505,144.234367221 -37.986700662,144.234367702 -37.986704938,144.234369252 -37.986722399,144.234369756 -37.986726677,144.234370398 -37.986730845,144.234371236 -37.986734851,144.23437234 -37.986738635,144.234373802 -37.986742119,144.234377454 -37.986748454,144.234378908 -37.986751916,144.234379991 -37.986755661,144.234380777 -37.986759604,144.234381318 -37.986763673,144.234381638 -37.986767803,144.234381742 -37.986771935,144.234381609 -37.986776005,144.234381195 -37.986779946,144.234380425 -37.986783677,144.234379197 -37.986787105,144.234377475 -37.98679019,144.234375614 -37.986793186,144.234370754 -37.986802732,144.234368812 -37.986805676,144.234366445 -37.986808304,144.234358968 -37.986815897,144.234353326 -37.986820463,144.234347854 -37.986825146,144.234344784 -37.986827238,144.23433842 -37.986831255,144.234335009 -37.986833094,144.234331054 -37.98683453,144.234326642 -37.986835628,144.234321935 -37.986836507,144.234307336 -37.986838794,144.234302704 -37.986839729,144.234298396 -37.986840901,144.234290476 -37.986843761,144.234286103 -37.986844887,144.234281345 -37.986845728,144.234276299 -37.986846356,144.234271041 -37.986846828,144.23426563 -37.986847187,144.234254517 -37.98684769,144.234226247 -37.986848586,144.234215218 -37.98684915,144.234209902 -37.986849579,144.234204809 -37.986850173,144.234199739 -37.986851174,144.234194697 -37.986852807,144.23418996 -37.986855013,144.23418537 -37.986857414,144.234176638 -37.986861764,144.234173226 -37.986863729,144.234170922 -37.986865554,144.234169877 -37.98686709,144.234169952 -37.986867972)))",Dec2010,,LiDAR,Moorabool,2320023,Rural Storage,0.91837741,968.16963722,AllVicPoly228483,232681,Y,Y,-37.9868689,144.2339185,119.174,967.0213503340048
"MULTIPOLYGON (((147.892865656 -37.861592272,147.893038731 -37.861650358,147.893057697 -37.861672882,147.893058883 -37.861700148,147.892964048 -37.861881518,147.892937969 -37.8618945589999,147.892911889 -37.861895743,147.892764895 -37.861869664,147.892741185 -37.861854253,147.892729332 -37.861825803,147.892728148 -37.861733339,147.892741186 -37.861677623,147.892770823 -37.86162902,147.892809942 -37.861597014,147.892837206 -37.86158753,147.892865656 -37.861592272)))",Mar2011,+/- 5m,Aerial Imagery,Tambo River,2230018,Rural Storage,0.65593253,750.46699166,AllVicPoly310935,316576,Y,Y,-37.8618957,147.8927281,101.325,744.2972081504852
"MULTIPOLYGON (((147.187508 -36.146619,147.1874435 -36.146648,147.187307999 -36.146591,147.1872195 -36.1465245,147.187142999 -36.14641,147.187378 -36.146333,147.187460501 -36.146476,147.187508 -36.146619)))",dec2009,+/- 5m,Aerial Imagery,Upper Murry,4010805,Rural Storage,0.52681885,635.74501075,AllVicPoly326347,332180,Y,Y,-36.146648,147.187143,102.444,631.4247280156223
"MULTIPOLYGON (((142.834821871 -37.365906533,142.835096207 -37.36575001,142.835230851 -37.365665857,142.835277976 -37.365652393,142.8353352 -37.365649027,142.835387374 -37.365659125,142.835473208 -37.365709617,142.835532116 -37.365785354,142.835565777 -37.365867823,142.83558934 -37.365985636,142.835594389 -37.366036127,142.835580924 -37.366084936,142.83555063 -37.366116914,142.835505187 -37.36613711,142.835385691 -37.366160673,142.83525273 -37.366167405,142.8351366 -37.366184235,142.835045716 -37.366217896,142.835023836 -37.366217896,142.834993541 -37.366212847,142.834959881 -37.366184235,142.834927903 -37.366182552,142.834889193 -37.366184235,142.834835335 -37.366185919,142.834773061 -37.366169088,142.834752867 -37.366143842,142.834734352 -37.366105132,142.834732669 -37.366063056,142.834744451 -37.366022663,142.834776429 -37.36596039,142.834793259 -37.3659284129999,142.834821871 -37.365906533)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360004,Rural Storage,4.69440161,3328.20817448,AllVicPoly150237,152514,Y,Y,-37.3662179,142.8347327,221.695,3328.701621883245
"MULTIPOLYGON (((145.431746999 -37.3411005,145.431609999 -37.341111,145.431257 -37.340486001,145.431655 -37.340394,145.431746999 -37.3411005)))",2005,+/- 5m,Satellite imagery,Goulburn,4051209,Rural Licensed Storage,2.19034668,1869.16924024,AllVicPoly106499,108466,Y,Y,-37.341111,145.431257,203.837,1863.5596851820344
"MULTIPOLYGON (((144.659908499 -36.4703695,144.659783501 -36.4704405,144.659676 -36.4703465,144.659803 -36.470118001,144.660056 -36.469786,144.660208 -36.4698535,144.659908499 -36.4703695)))",2005,+/- 5m,Satellite imagery,Campaspe,406,Rural Irrigation Storage,1.43714459,1358.74913855,AllVicPoly065968,67461,Y,N,-36.4704405,144.659676,177.735,1356.2477634985305
"MULTIPOLYGON (((146.479669047 -38.588320474,146.479644866 -38.588280174,146.479600984 -38.588247932,146.479575906 -38.588214796,146.479551726 -38.588152104,146.479557995 -38.588114491,146.479579488 -38.588092102,146.479614417 -38.588082251,146.479660092 -38.588082252,146.479705765 -38.588085832,146.479746065 -38.588106432,146.479777411 -38.588149419,146.479807861 -38.588227334,146.479808758 -38.58825241,146.479803383 -38.588279277,146.479795323 -38.588298084,146.479763082 -38.5883151,146.47971114 -38.588324952,146.479697705 -38.588324952,146.479669047 -38.588320474)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270503,Rural Storage,0.32544333,441.53454759,AllVicPoly293605,299150,Y,Y,-38.588325,146.4795517,78.765,439.41379039873135
"MULTIPOLYGON (((147.852144154 -37.317121157,147.852076534 -37.317074891,147.852063483 -37.317064213,147.852055179 -37.317045232,147.852052806 -37.317033369,147.85206467 -37.317016759,147.85211924 -37.316976423,147.852145341 -37.316964561,147.85216788 -37.316965747,147.852195166 -37.316976424,147.852231943 -37.3170132,147.852250924 -37.317038113,147.852256855 -37.317054723,147.852256855 -37.317067773,147.852246178 -37.317086753,147.85221652 -37.317112852,147.852198725 -37.317123528,147.852174998 -37.317128275,147.852144154 -37.317121157)))",Feb2010,+/- 5m,Aerial Imagery,Tambo River,2230009,Rural Storage,0.13187255,222.86623013,AllVicPoly308572,314205,Y,Y,-37.3171283,147.8520528,54.217,221.02856394821745
"MULTIPOLYGON (((143.894750666 -37.783327786,143.894683933 -37.7833096,143.894563788 -37.783248824,143.894496407 -37.783168338,143.894441545 -37.783134282,143.89444055 -37.783108813,143.894565301 -37.783059011,143.894657214 -37.783082244,143.894730525 -37.783086106,143.894803175 -37.78307299,143.894838885 -37.783073527,143.894848295 -37.783086042,143.894805218 -37.78312534,143.894801914 -37.783177822,143.89478744 -37.783309887,143.894750666 -37.783327786)))",Dec2010,+/- 5m,LiDAR,Barwon,2330206,Rural Storage,0.53058455,639.18129573,AllVicPoly016545,16710,Y,Y,-37.7833278,143.8944406,107.181,638.6814116683976
"MULTIPOLYGON (((142.09063448 -37.409246066,142.090324749 -37.409246864,142.090307985 -37.409242873,142.090294414 -37.409230898,142.09029681 -37.4090912,142.090297607 -37.40907284,142.090303994 -37.409061664,142.090569819 -37.40905448,142.090604944 -37.409056874,142.090632085 -37.40906805,142.090644857 -37.409099183,142.09064805 -37.409177414,142.090648849 -37.40921653,142.090647252 -37.409236486,142.09063448 -37.409246066)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380516,Rural Storage,0.53464726,642.88196671,AllVicPoly080235,81816,Y,Y,-37.4092469,142.0902944,99.479,643.2488546028566
"MULTIPOLYGON (((143.905126591 -38.062404026,143.905117635 -38.062404448,143.90511181 -38.062404558,143.90510533 -38.062404475,143.905098654 -38.06240409,143.905092253 -38.062403288,143.905086604 -38.062401944,143.905082082 -38.062400024,143.905078633 -38.062397851,143.90507569 -38.062395669,143.905073001 -38.062393272,143.905070778 -38.06239048,143.905066968 -38.062384354,143.90506492 -38.062381405,143.905060257 -38.062375973,143.905058198 -38.0623730189999,143.905054316 -38.062366893,143.905052067 -38.062364077,143.905049416 -38.062361591,143.905046621 -38.062359218,143.905041174 -38.062354329,143.905035268 -38.062349823,143.905032597 -38.062347353,143.905027528 -38.062342305,143.905025308 -38.062339638,143.905023726 -38.06233658,143.905022761 -38.062333219,143.90502235 -38.06232971,143.905022478 -38.062326196,143.905023187 -38.062322824,143.90502457 -38.06231975,143.90502668 -38.062317073,143.9050292 -38.062314604,143.905031857 -38.062312172,143.905034835 -38.062309936,143.90503835 -38.062308071,143.905042237 -38.062306464,143.905050198 -38.062303367,143.90505395 -38.062301648,143.905057832 -38.062300037,143.905062187 -38.062298796,143.905066953 -38.062297898,143.905072003 -38.062297268,143.905077224 -38.062296857,143.905082521 -38.062296641,143.905087799 -38.062296617,143.905092966 -38.062296808,143.905097916 -38.06229726,143.905102524 -38.062298049,143.905106635 -38.062299286,143.905110158 -38.062301033,143.905113355 -38.062303062,143.905116461 -38.062305166,143.905119292 -38.062307501,143.90512163 -38.062310247,143.905123621 -38.062313278,143.905127436 -38.062319468,143.905129567 -38.062322369,143.905131575 -38.062325371,143.905133128 -38.062328752,143.905134267 -38.06233248,143.905135099 -38.062336463,143.905135709 -38.062340631,143.905136157 -38.06234493,143.905136733 -38.062353768,143.905137036 -38.062362744,143.905137098 -38.062367229,143.905136984 -38.062372005,143.905136561 -38.062377188,143.9051358 -38.062382483,143.905134671 -38.062387594,143.905133159 -38.062392242,143.905131295 -38.062396178,143.905129268 -38.062399274,143.905127592 -38.062401638,143.905126669 -38.062403296,143.905126591 -38.062404026)))",Aug2010,+/- 5m,LiDAR,Barwon,2330104,Rural Storage,0.03849173,87.76092986,AllVicPoly011792,11877,Y,Y,-38.0624046,143.9050224,35.412,87.69058937931726
"MULTIPOLYGON (((145.434729045 -38.002995899,145.434789452 -38.002981016,145.434848983 -38.002976639,145.434915517 -38.002976639,145.434961042 -38.002980141,145.434981176 -38.00298802,145.434989056 -38.003002027,145.43498468 -38.003019536,145.434964544 -38.003042298,145.434921647 -38.003058056,145.434869118 -38.00307469,145.434789452 -38.003077318,145.434746554 -38.003069438,145.434721165 -38.003059807,145.434705407 -38.003049302,145.434701906 -38.003037046,145.434701906 -38.003022163,145.434711537 -38.003008155,145.434729045 -38.002995899)))",Jan2009,+/- 5m,Aerial Imagery,Bunyip,2280303,Rural Storage,0.13219986,223.28474547,AllVicPoly043800,44549,Y,Y,-38.0030773,145.4347019,60.555,222.6302277109087
"MULTIPOLYGON (((143.743189366 -37.562471725,143.743150637 -37.562448488,143.743105712 -37.562399691,143.743080151 -37.562363286,143.743070857 -37.562323008,143.743078602 -37.562295898,143.743097966 -37.562273436,143.743135146 -37.562252523,143.743174649 -37.562244002,143.743227319 -37.562244777,143.743259077 -37.562258719,143.743290059 -37.562278858,143.743431031 -37.562439968,143.743440326 -37.562457783,143.743438002 -37.562468627,143.743430257 -37.562479471,143.743408568 -37.562484118,143.743357447 -37.562479471,143.743265273 -37.562477147,143.743220349 -37.562477922,143.743189366 -37.562471725)))",03Mar2010,+/- 5m,Aerial Imagery,Lake Corangamite,2340301,Rural Storage,0.45889873,572.68416667,AllVicPoly159011,161421,Y,Y,-37.5624841,143.7430709,93.322,572.3158568562824
"MULTIPOLYGON (((146.603419845 -38.627731688,146.603477373 -38.627424885,146.603531701 -38.627217153,146.603547681 -38.627194782,146.60357964 -38.627191586,146.603617991 -38.627191585,146.603640362 -38.627207566,146.603653145 -38.627236329,146.603649948 -38.627290658,146.603563662 -38.627699729,146.603531703 -38.627782823,146.603496547 -38.6277956059999,146.603461392 -38.6277956059999,146.603429434 -38.627770039,146.603419845 -38.627731688)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270507,Rural Storage,0.69124049,780.84462871,AllVicPoly284931,290426,Y,Y,-38.6277956,146.6034198,149.421,776.904020970323
"MULTIPOLYGON (((142.830958047 -38.193512675,142.830910994 -38.193825258,142.830889448 -38.193841476,142.83083466 -38.193845218,142.830515314 -38.193803999,142.830491143 -38.193788494,142.830486293 -38.193740926,142.830471455 -38.193586677,142.830463779 -38.193572359,142.830436059 -38.193561241,142.830360831 -38.193552308,142.830342039 -38.193532389,142.830341461 -38.193509298,142.830367467 -38.193378955,142.830385356 -38.193362795,142.830414507 -38.193358009,142.830474961 -38.193361398,142.830714603 -38.193434179,142.830892778 -38.193463162,142.830936956 -38.193474023,142.830959406 -38.193493885,142.830958047 -38.193512675)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360321,Rural Storage,2.42615942,2019.56016481,AllVicPoly146723,148943,Y,Y,-38.1938452,142.8303415,184.817,2019.8734493968095
"MULTIPOLYGON (((145.190464501 -36.7966555,145.190373999 -36.796735,145.1901495 -36.7966885,145.19001 -36.796572,145.190035999 -36.796477,145.190196 -36.796470001,145.190408 -36.7965445,145.190464501 -36.7966555)))",2005,+/- 5m,Satellite imagery,Goulburn,4051802,Rural Storage,0.70477516,792.38858731,AllVicPoly123561,125573,Y,Y,-36.796735,145.19001,109.654,790.273656731073
"MULTIPOLYGON (((141.933554951 -38.210521435,141.933515208 -38.210511767,141.933486206 -38.210501026,141.93347654 -38.210478469,141.933474391 -38.210455912,141.933510912 -38.210291568,141.93352595 -38.210269011,141.933548507 -38.210253973,141.933587176 -38.210247528,141.934042612 -38.210260418,141.934081281 -38.210273308,141.93410921 -38.210291568,141.934114579 -38.210325941,141.934092022 -38.210463431,141.934080207 -38.210493507,141.934068391 -38.21051499,141.934047982 -38.210534324,141.934009313 -38.210540769,141.933554951 -38.210521435)))",,+/- 5m,Aerial Imagery,Portland,2370405,Rural Storage,1.79209024,1605.78943783,AllVicPoly263632,268916,Y,Y,-38.2105408,141.9334744,157.199,1606.81013859248
"MULTIPOLYGON (((145.110241182 -37.570536776,145.110238685 -37.570512882,145.110261849 -37.570495977,145.110295031 -37.570491574,145.110325835 -37.57049947,145.110355418 -37.570514751,145.110360168 -37.570531278,145.110351385 -37.570551702,145.110329255 -37.570568622,145.110291857 -37.570576248,145.110257087 -37.570561708,145.110241182 -37.570536776)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290506,Rural Storage,0.03095079,74.41023075,AllVicPoly370004,376319,Y,Y,-37.5705762,145.1102387,31.356,74.22823779599048
"MULTIPOLYGON (((142.257005 -34.740415,142.256843 -34.740586,142.2565815 -34.740487,142.25666 -34.7402714999999,142.257005 -34.740415)))",2005,+/- 5m,Satellite imagery,Mallee,414,Rural Storage,0.64745822,743.11745006,AllVicPoly203473,207285,Y,N,-34.740586,142.2565815,110.769,743.4588347611777
"MULTIPOLYGON (((143.874474875 -38.397554964,143.874417288 -38.397556702,143.874400205 -38.397557062,143.874389091 -38.397557072,143.874383694 -38.397556942,143.874378462 -38.397556675,143.874373457 -38.397556217,143.874368758 -38.397555504,143.874364467 -38.397554448,143.874360616 -38.397553024,143.874356856 -38.397551524,143.874352858 -38.397550223,143.874344526 -38.397547902,143.874340515 -38.397546612,143.874336727 -38.397545135,143.87433283 -38.39754375,143.874328487 -38.397542737,143.874323736 -38.397542067,143.874318687 -38.397541646,143.874313426 -38.397541403,143.874308021 -38.397541281,143.874285944 -38.397541174,143.874280521 -38.397541066,143.874275229 -38.397540849,143.874270125 -38.397540475,143.874265284 -38.397539879,143.874260797 -38.397538987,143.874252557 -38.397536589,143.874248069 -38.397535698,143.874243225 -38.397535105,143.874238119 -38.397534732,143.874232822 -38.397534518,143.874227393 -38.397534415,143.874205244 -38.397534361,143.874199795 -38.397534271,143.874194474 -38.397534075,143.874189338 -38.397533722,143.874184463 -38.397533148,143.874179947 -38.397532274,143.874171685 -38.397529875,143.874167229 -38.397528944,143.87416247 -38.397528262,143.874147551 -38.39752674,143.874142744 -38.397526085,143.874138237 -38.397525175,143.874134196 -38.397523873,143.874130718 -38.397522095,143.87412446 -38.397517964,143.874121647 -38.397515646,143.874119333 -38.397512931,143.87411738 -38.397509948,143.874113758 -38.397503934,143.874111835 -38.397501183,143.874110156 -38.397498402,143.874109092 -38.397495355,143.874108658 -38.397492121,143.874108826 -38.397488856,143.874109613 -38.397485704,143.874110982 -38.397482739,143.874112511 -38.397479726,143.874113802 -38.397476421,143.874114878 -38.397472883,143.874116891 -38.397465582,143.874118092 -38.397462048,143.874119622 -38.397458749,143.874123534 -38.397452785,143.874125259 -38.397449637,143.874128387 -38.39744312,143.874130181 -38.397440039,143.874134435 -38.39743438,143.87413629 -38.397431354,143.874139714 -38.397425094,143.874141717 -38.397422178,143.874144112 -38.397419552,143.874146625 -38.397417011,143.874151348 -38.3974117,143.874153858 -38.397409149,143.874156244 -38.397406507,143.874158224 -38.397403562,143.874163218 -38.397394057,143.874165105 -38.397391087,143.874166832 -38.397388032,143.874168034 -38.397384647,143.874168734 -38.397380974,143.874169023 -38.397377123,143.874168956 -38.397373185,143.874168551 -38.397369252,143.874167799 -38.39736541,143.874166656 -38.397361757,143.874165044 -38.397358402,143.874162953 -38.397355389,143.87416074 -38.39735245,143.874158754 -38.397349325,143.874155192 -38.397342877,143.874153362 -38.397339865,143.874151443 -38.397337135,143.874149826 -38.397334464,143.874148941 -38.397331632,143.874148875 -38.397328759,143.874149687 -38.397326053,143.874151512 -38.397323742,143.874154465 -38.397322008,143.874158323 -38.397320759,143.874162832 -38.397319863,143.874167807 -38.397319221,143.874173105 -38.397318759,143.874178621 -38.397318421,143.874184282 -38.397318169,143.874201619 -38.39731772,143.874213136 -38.397317622,143.87421879 -38.39731766,143.874224329 -38.397317786,143.8742297 -38.397318042,143.874234842 -38.397318477,143.874239669 -38.397319163,143.874244074 -38.397320192,143.874248016 -38.397321597,143.874251825 -38.397323105,143.874263895 -38.397327042,143.874267603 -38.397328608,143.874270902 -38.397330512,143.874280436 -38.39733651,143.874286217 -38.39734098,143.874292296 -38.397345196,143.874297951 -38.397349765,143.87430399 -38.397354009,143.874309642 -38.397358576,143.874315693 -38.397362808,143.874321361 -38.397367361,143.874327432 -38.397371576,143.874333137 -38.397376098,143.874339281 -38.397380251,143.874345135 -38.397384648,143.874351576 -38.397388552,143.874354724 -38.397390565,143.874357994 -38.397392476,143.874361619 -38.397394089,143.874369264 -38.397396985,143.87437281 -38.397398665,143.874375935 -38.397400696,143.874381799 -38.397405084,143.874384541 -38.397407438,143.874386873 -38.397410134,143.874391044 -38.39741594,143.874393377 -38.397418636,143.874396124 -38.397420985,143.874402029 -38.397425339,143.874405208 -38.397427326,143.874408846 -38.39742893,143.874412805 -38.397430263,143.874416877 -38.397431503,143.874420861 -38.397432817,143.874424659 -38.397434285,143.874428573 -38.3974356579999,143.874432914 -38.397436673,143.874437619 -38.397437384,143.874442548 -38.397437907,143.874452586 -38.397438804,143.874457453 -38.397439383,143.87446204 -38.397440195,143.87446619 -38.397441376,143.87446981 -38.397443,143.87447653 -38.397446692,143.874479712 -38.397448692,143.874482529 -38.397450998,143.874487789 -38.397455936,143.874490134 -38.397458647,143.874491918 -38.397461832,143.874493211 -38.397465432,143.874494146 -38.397469335,143.874494821 -38.397473455,143.874495311 -38.397477728,143.874495668 -38.397482104,143.87449593 -38.397486545,143.87449624 -38.397495508,143.874496272 -38.397504409,143.874496139 -38.397508765,143.874495851 -38.397513011,143.874495342 -38.397517088,143.874494514 -38.397520926,143.874493236 -38.397524424,143.874491277 -38.39752781,143.87448891 -38.397531506,143.874482119 -38.397543837,143.8744798 -38.397547368,143.874475783 -38.397552498,143.874474882 -38.397554155,143.874474875 -38.397554964)))",Mar2008,+/- 5m,LiDAR,Barwon,2330007,Rural Storage,0.47703376,589.73152544,AllVicPoly019516,19699,Y,Y,-38.3975571,143.8741087,101.441,589.2885714065128
"MULTIPOLYGON (((141.32816415 -36.359291614,141.32812976 -36.359070324,141.328137236 -36.359044905,141.328158169 -36.359016496,141.32827629 -36.358998554,141.328298718 -36.359004535,141.328324137 -36.359025467,141.328370488 -36.359255729,141.328371984 -36.359287128,141.328351051 -36.359312547,141.328309185 -36.359330489,141.328223957 -36.359328994,141.328194054 -36.359318528,141.328176112 -36.359308061,141.32816415 -36.359291614)))",feb2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.52430582,633.44849297,AllVicPoly214494,218480,Y,Y,-36.3593305,141.3281298,99.175,633.9412417659536
"MULTIPOLYGON (((143.205696283 -37.922549713,143.20567085 -37.922553952,143.205629874 -37.922553952,143.205588898 -37.922551126,143.205556401 -37.922542648,143.205540857 -37.922536996,143.20552814 -37.922522866,143.205523902 -37.922505911,143.205525315 -37.922397113,143.205535204 -37.922325051,143.205549335 -37.922277011,143.205566291 -37.922261468,143.205584659 -37.922254403,143.205622809 -37.922254403,143.205683567 -37.922260055,143.205713239 -37.922264294,143.205738672 -37.922272772,143.205751389 -37.9222869009999,143.205755986 -37.922302989,143.205755854 -37.922317363,143.205744323 -37.922421133,143.205724542 -37.92252004,143.205715036 -37.92254143,143.205708892 -37.922546561,143.205696283 -37.922549713)))",14Mar2010,+/- 5m,Aerial Imagery,Lake Corangamite,2340101,Rural Storage,0.48036773,592.84824199,AllVicPoly159266,161678,Y,Y,-37.922554,143.2055239,93.839,592.7745002061737
"MULTIPOLYGON (((143.829409739 -37.696294625,143.829319345 -37.696210201,143.829253175 -37.696074972,143.829253325 -37.695906975,143.829333709 -37.695785545,143.829464028 -37.695830908,143.829520441 -37.695881509,143.8295979 -37.695969707,143.82964619 -37.696093243,143.829636882 -37.696135032,143.829409739 -37.696294625)))",Mar2008,+/- 5m,LiDAR,Barwon,2330202,Rural Storage,1.34357759,1291.25285018,AllVicPoly013261,13371,Y,Y,-37.6962946,143.8292532,140.078,1290.3172452136944
"MULTIPOLYGON (((146.306021627 -38.688962334,146.306013063 -38.688978392,146.306002359 -38.688994448,146.30598095 -38.689023351,146.305959541 -38.689030844,146.305916723 -38.689030844,146.305882469 -38.689023352,146.305853567 -38.689016928,146.30583751 -38.689010505,146.305821454 -38.688995519,146.305819314 -38.688981603,146.305823596 -38.688969828,146.305834298 -38.688956983,146.305846074 -38.688943067,146.305867484 -38.688928081,146.30588568 -38.688913095,146.305900667 -38.688898109,146.305911372 -38.688877769,146.305921006 -38.688865995,146.305935991 -38.688857432,146.305960612 -38.688858502,146.305976667 -38.688867065,146.305999146 -38.688878841,146.306013062 -38.688890614,146.306023768 -38.688910954,146.306025909 -38.688933433,146.306021627 -38.688962334)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270921,Rural Storage,0.14312652,237.11633305,AllVicPoly296860,302412,Y,Y,-38.6890308,146.3058193,57.999,236.0646340673896
