WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((145.128508597 -37.656381871,145.128489286 -37.656436573,145.128460546 -37.656458529,145.128437287 -37.656466309,145.128419611 -37.656455842,145.128372117 -37.656408228,145.128370066 -37.656387822,145.128393683 -37.656365785,145.128439998 -37.656358371,145.128483646 -37.65635499,145.128503883 -37.656365497,145.128508597 -37.656381871)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290038,Rural Storage,0.04891995,105.22073973,AllVicPoly365983,372234,Y,Y,-37.6564663,145.1283701,38.26,104.96147306998688
"MULTIPOLYGON (((147.161981128 -38.289805431,147.16196116 -38.289777828,147.161955874 -38.289751987,147.161957049 -38.2897355429999,147.161965272 -38.289713814,147.161980549 -38.289697408,147.161990389 -38.289687912,147.162009916 -38.289676792,147.162030788 -38.289668812,147.162057476 -38.289665,147.162072524 -38.289665177,147.162137614 -38.289679125,147.162154103 -38.2896844529999,147.162237905 -38.289727824,147.162246502 -38.289735736,147.16225713 -38.289754754,147.162259201 -38.289767299,147.162258485 -38.289778391,147.162254722 -38.289792251,147.162247134 -38.289808012,147.162230363 -38.289829813,147.162211349 -38.28985124,147.162179048 -38.289864161,147.162152619 -38.289866511,147.162118556 -38.289861224,147.16202224 -38.28982951,147.161995811 -38.289818352,147.161981128 -38.289805431)))",Feb2010,+/- 5m,Aerial Imagery,South Gippsland,2270929,Rural Storage,0.32096585,436.92931305,AllVicPoly301083,306667,Y,Y,-38.2898665,147.1619559,75.946,434.16269965886926
"MULTIPOLYGON (((141.444773129 -37.99416781,141.444624225 -37.994091469,141.44459777 -37.994071817,141.444587189 -37.994054432,141.444582653 -37.99403478,141.444590967 -37.994006813,141.444623469 -37.993974311,141.444645389 -37.99395995,141.444676379 -37.993951635,141.444708125 -37.993950124,141.444767838 -37.993974311,141.444847959 -37.994007569,141.444891798 -37.994038559,141.444911451 -37.994059723,141.444913718 -37.994080887,141.444860052 -37.994154961,141.444827551 -37.99418066,141.444812433 -37.994184439,141.444773129 -37.99416781)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380705,Rural Storage,0.35524674,471.80839791,AllVicPoly092429,94148,Y,Y,-37.9941844,141.4445827,82.185,472.17867843720927
"MULTIPOLYGON (((147.748558499 -36.0233265,147.7483765 -36.0233325,147.748229 -36.0232665,147.748356499 -36.023089,147.748556 -36.023064,147.748632499 -36.023116,147.7486515 -36.0232445,147.748558499 -36.0233265)))",jan2010,+/- 5m,Aerial Imagery,Upper Murry,4010908,Rural Storage,0.75126224,831.63627228,AllVicPoly326224,332057,Y,Y,-36.0233325,147.748229,108.319,824.7782451511786
"MULTIPOLYGON (((146.4951785 -36.456346,146.4949955 -36.456373999,146.4947825 -36.4563685,146.494671499 -36.456210501,146.494837 -36.4561635,146.495066999 -36.456212,146.4951785 -36.456346)))",2005,+/- 5m,Satellite imagery,Ovens,4030011,Rural Irrigation Storage,0.61919247,718.43169316,AllVicPoly262386,267649,Y,Y,-36.456374,146.4946715,110.91,714.7230349412383
"MULTIPOLYGON (((146.867413499 -36.5252945,146.867191501 -36.525354,146.867222 -36.5249005,146.867384501 -36.524828999,146.867517501 -36.524925,146.867413499 -36.5252945)))",2005,+/- 5m,Satellite imagery,Ovens,4030403,Rural Licensed Storage,1.19057661,1178.34809749,AllVicPoly254966,260172,Y,Y,-36.525354,146.8671915,145.953,1171.2835266049794
"MULTIPOLYGON (((144.710207039 -37.420364341,144.709810326 -37.420432953,144.709374978 -37.420395902,144.709199633 -37.420263745,144.709108236 -37.420123677,144.709193782 -37.420063342,144.709484096 -37.41995452,144.709635663 -37.419885924,144.709786504 -37.41984116,144.709864767 -37.419823603,144.709929336 -37.419863004,144.71004304 -37.42005596,144.710207039 -37.420364341)))",Jan2009,+/- 5m,Aerial Imagery,Maribyrnong,2300302,Rural Storage,6.44030115,4228.07734767,AllVicPoly208789,212727,Y,Y,-37.420433,144.7091082,256.978,4220.213874445536
"MULTIPOLYGON (((142.322989898 -37.662555589,142.323163183 -37.662375691,142.323180379 -37.662367755,142.32320022 -37.662366432,142.323225353 -37.662373046,142.323321916 -37.662424634,142.323341758 -37.662437862,142.323343081 -37.662459027,142.323337789 -37.6624881279999,142.32319493 -37.662658766,142.323168474 -37.662670671,142.323120854 -37.66266538,142.322989899 -37.662592627,142.322979315 -37.662582045,142.322979316 -37.662566172,142.322989898 -37.662555589)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380512,Rural Storage,0.52905959,637.79045631,AllVicPoly086818,88455,Y,Y,-37.6626707,142.3229793,97.696,638.079216692708
"MULTIPOLYGON (((145.534593046 -37.793125315,145.534623156 -37.793101361,145.534666437 -37.793083245,145.534723734 -37.793079903,145.534768529 -37.793088571,145.534805006 -37.793104433,145.53484126 -37.793131647,145.534861166 -37.793158657,145.5348596 -37.793186211,145.534841526 -37.79322167,145.53481333 -37.793252136,145.534788313 -37.793276966,145.534739908 -37.793295827,145.534684671 -37.793298384,145.534627615 -37.793289565,145.534600284 -37.793276249,145.534571183 -37.793249124,145.534560456 -37.793223039,145.534558257 -37.793179218,145.534567038 -37.79314851,145.534593046 -37.793125315)))",Jan2010,+/- 5m,Aerial Imagery,Yarra,2290013,Rural Storage,0.38478662,501.21031633,AllVicPoly362565,368783,Y,Y,-37.7932984,145.5345583,80.125,499.6452715643377
"MULTIPOLYGON (((144.149981 -37.061998,144.1499035 -37.061978,144.149866 -37.061923,144.149846 -37.061831,144.14984 -37.061693,144.149987 -37.06095,144.150125001 -37.060544,144.150197 -37.060469001,144.150289499 -37.0604484999999,144.150424499 -37.0604775,144.1505485 -37.060613,144.1508075 -37.0609295,144.1509575 -37.0611745,144.151006501 -37.061307001,144.150992 -37.061396,144.150943 -37.061612,144.1508595 -37.0617475,144.150741499 -37.061837,144.1502345 -37.0619665,144.149981 -37.061998)))",2005,+/- 5m,Satellite imagery,Loddon,4070004,Rural Licensed Storage,26.89888448,12473.96425379,AllVicPoly193108,196754,Y,Y,-37.061998,144.14984,443.506,12459.856035248498
"MULTIPOLYGON (((144.424687 -36.060979,144.4246635 -36.060997,144.4246175 -36.0610005,144.424481999 -36.060999999,144.424449501 -36.060990001,144.424434501 -36.0609595,144.424428 -36.0607425,144.424442499 -36.060711501,144.424498001 -36.060677,144.424576 -36.060668,144.4246465 -36.060677001,144.424689 -36.060721999,144.4247105 -36.060774,144.424696 -36.0609455,144.424687 -36.060979)))",2005,+/- 5m,Satellite imagery,Loddon,407,Rural Storage,0.75724869,836.64687569,AllVicPoly202210,205987,Y,N,-36.0610005,144.424428,108.904,835.3559331886963
"MULTIPOLYGON (((143.374063866 -38.289615296,143.374082563 -38.28962854,143.374095807 -38.2896511329999,143.374101261 -38.289665156,143.37410204 -38.289680737,143.374095807 -38.28969476,143.374075552 -38.289714236,143.374046727 -38.289723585,143.3740031 -38.289715794,143.37397038 -38.289705666,143.37394545 -38.289690085,143.373935322 -38.289669051,143.373932206 -38.289648017,143.37393766 -38.289629319,143.37395402 -38.289615296,143.373974275 -38.289605948,143.374000763 -38.289602053,143.374031146 -38.289602832,143.374063866 -38.289615296)))",,+/- 5m,Aerial Imagery,Lake Corangamite,2340008,Rural Storage,0.08045578,153.33122974,AllVicPoly157687,160082,Y,Y,-38.2897236,143.3739322,44.607,153.29096854973108
"MULTIPOLYGON (((143.095557434 -37.576289461,143.095478268 -37.576264106,143.095443285 -37.5762156649999,143.09543581 -37.576148894,143.095445385 -37.576118271,143.095483286 -37.576090872,143.095556912 -37.576070919,143.09568039 -37.576077647,143.095760057 -37.576120834,143.095779359 -37.576209696,143.095762424 -37.576249505,143.095756898 -37.576252974,143.095683032 -37.576287231,143.095557434 -37.576289461)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360209,Rural Storage,0.49276135,604.3885223,AllVicPoly142399,144586,Y,Y,-37.5762895,143.0954358,89.468,604.3632715173519
"MULTIPOLYGON (((145.3348945 -36.577730499,145.334855999 -36.577873,145.3343065 -36.577836501,145.334290999 -36.577736,145.3348945 -36.577730499)))",2005,+/- 5m,Satellite imagery,Goulburn,405,Rural Storage,0.59770816,699.48493959,AllVicPoly101655,103545,Y,N,-36.577873,145.334291,130.788,697.4569958561527
"MULTIPOLYGON (((143.399788499 -36.379447,143.399808 -36.379168,143.3998155 -36.379118001,143.399844501 -36.3790805,143.399907 -36.379044001,143.4000135 -36.379029499,143.4001335 -36.3790325,143.4002105 -36.379052,143.4002995 -36.379104999,143.4003265 -36.3791395,143.4002955 -36.379477,143.4002595 -36.379508,143.400171 -36.379545,143.4000275 -36.3795565,143.399931 -36.379548001,143.3998715 -36.379528001,143.3998185 -36.3795045,143.399798 -36.3794785,143.399788499 -36.379447)))",2005,+/- 5m,Satellite imagery,Avoca,408,Rural Storage,3.11601853,2440.67330281,AllVicPoly010417,10501,Y,Y,-36.3795565,143.3997885,181.663,2439.8396075042783
"MULTIPOLYGON (((141.926891 -35.107803,141.9266345 -35.1079425,141.926398501 -35.107616,141.9265905 -35.107476501,141.926810499 -35.1075489999999,141.926891 -35.107803)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,414,Rural Storage,1.45467214,1371.27239958,AllVicPoly335452,341385,Y,N,-35.1079425,141.9263985,144.267,1372.164052675716
"MULTIPOLYGON (((143.493867579 -37.779208502,143.493899659 -37.779130443,143.4939296 -37.779081254,143.49396061 -37.779060938,143.494053639 -37.77902565,143.494078234 -37.779018165,143.494103897 -37.77901068,143.494123145 -37.779012819,143.494134907 -37.779033136,143.494141323 -37.779073769,143.494125285 -37.779259829,143.494112452 -37.779278007,143.494091066 -37.779292978,143.494063264 -37.779296186,143.494011937 -37.779298324,143.493958471 -37.779294047,143.493887897 -37.779268384,143.493873996 -37.779252344,143.493862233 -37.779228819,143.493867579 -37.779208502)))",13Mar2010,+/- 5m,Aerial Imagery,Lake Corangamite,2340306,Rural Storage,0.47458524,587.43918573,AllVicPoly163981,166430,Y,Y,-37.7792983,143.4938622,92.644,587.2107977699037
"MULTIPOLYGON (((143.412675858 -37.367185661,143.412616329 -37.367186927,143.412582132 -37.367194527,143.412536536 -37.367223658,143.412485874 -37.367273054,143.412465608 -37.367280653,143.412452942 -37.367275587,143.412445343 -37.367262921,143.412456742 -37.36719706,143.412466875 -37.367175528,143.41247954 -37.367165396,143.4125682 -37.367129932,143.412606197 -37.367124866,143.412653061 -37.367129932,143.412675858 -37.367131199,143.412687257 -37.367141331,143.41269359 -37.367155263,143.412694856 -37.367167929,143.412694857 -37.3671818609999,143.412675858 -37.367185661)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360301,Rural Storage,0.09837293,178.53189098,AllVicPoly133731,135835,Y,Y,-37.3672807,143.4124453,63.253,178.47326649074137
"MULTIPOLYGON (((146.399968095 -38.617887763,146.399954378 -38.617872088,146.39995144 -38.617858373,146.39994948 -38.617774123,146.399954378 -38.617760408,146.399968095 -38.617749632,146.399992585 -38.617749632,146.400157166 -38.617756489,146.400195372 -38.617761388,146.400211045 -38.617773143,146.400213986 -38.617779021,146.400216924 -38.617841719,146.400213984 -38.617880905,146.400205168 -38.61789266,146.400193412 -38.617898538,146.400093488 -38.617901477,146.399968095 -38.617887763)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270402,Rural Storage,0.24885536,360.38978515,AllVicPoly291934,297476,Y,Y,-38.6179015,146.3999495,72.513,358.7196428077049
"MULTIPOLYGON (((148.984107669 -37.400237999,148.984092274 -37.400232725,148.984076454 -37.400211413,148.984072682 -37.400199858,148.984079899 -37.400184245,148.984097141 -37.400180636,148.984111756 -37.400182604,148.984137295 -37.400204305,148.984143854 -37.400216368,148.984131019 -37.400229308,148.984107669 -37.400237999)))",Mar2010,+/- 5m,Aerial Imagery,East Gippsland,2210002,Rural Storage,0.00813103,27.05658093,AllVicPoly072302,73844,Y,Y,-37.400238,148.9840727,19.171,26.74739531687289
"MULTIPOLYGON (((143.9662265 -37.170318001,143.966242 -37.170529501,143.9657145 -37.17046,143.965863 -37.170255501,143.9662265 -37.170318001)))",2005,+/- 5m,Satellite imagery,Loddon,4070202,Rural Storage,0.90499433,957.4727251,AllVicPoly189837,193435,Y,Y,-37.1705295,143.9657145,130.262,956.5851969358342
"MULTIPOLYGON (((146.723266714 -38.401013897,146.723231765 -38.401011666,146.723202021 -38.401000513,146.723183431 -38.400981923,146.723171534 -38.400964075,146.723162611 -38.400942512,146.723155917 -38.400914255,146.723152943 -38.400888229,146.723156661 -38.400856997,146.723161866 -38.400833203,146.723172277 -38.400809407,146.723196073 -38.400787842,146.723219123 -38.400777432,146.723245892 -38.400773714,146.723279355 -38.400775945,146.723312816 -38.400782636,146.723346279 -38.400802713,146.723373049 -38.400839894,146.723383461 -38.400868151,146.72338792 -38.400906819,146.723389408 -38.400945486,146.723373793 -38.400977461,146.723354458 -38.401000513,146.723334383 -38.401008692,146.723299433 -38.401015385,146.723266714 -38.401013897)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270701,Rural Storage,0.34035078,456.75791766,AllVicPoly277694,283158,Y,Y,-38.4010154,146.7231529,77.321,454.31937115812815
"MULTIPOLYGON (((143.198882813 -38.472552486,143.198895787 -38.472552486,143.198958975 -38.4725625889999,143.19903109 -38.472576581,143.199055185 -38.472589555,143.19906816 -38.472606237,143.199070939 -38.472623845,143.19907094 -38.472645159,143.199064453 -38.472670181,143.199050552 -38.47269891,143.19903109 -38.472737833,143.199009775 -38.472768415,143.198992167 -38.47278139,143.198975486 -38.47278695,143.198958805 -38.47278973,143.19893471 -38.47278695,143.198908761 -38.472775829,143.19880404 -38.472703544,143.198791066 -38.472688716,143.198787359 -38.472675742,143.198788286 -38.472660914,143.198792919 -38.472648866,143.198856864 -38.47255712,143.198868912 -38.472552486,143.198882813 -38.472552486)))",,+/- 5m,Aerial Imagery,Otway Coast,2350101,Rural Storage,0.3525286,469.07368521,AllVicPoly246393,251453,Y,Y,-38.4727897,143.1987874,79.612,469.0112220893876
"MULTIPOLYGON (((144.626518592 -38.246390401,144.626636526 -38.246340584,144.626686343 -38.246326351,144.626709726 -38.246326351,144.62673311 -38.246331434,144.62675446 -38.246338551,144.626768693 -38.246349734,144.626779876 -38.246367018,144.626779875 -38.246384301,144.626777843 -38.246398534,144.626758525 -38.246439201,144.626741244 -38.246459535,144.626715826 -38.246475801,144.626683293 -38.246489018,144.626633476 -38.246496135,144.626591792 -38.246496135,144.626553159 -38.246479868,144.626528759 -38.246468685,144.626505375 -38.246449368,144.626497242 -38.246433101,144.626497242 -38.246420901,144.626501309 -38.246408701,144.626508425 -38.246400568,144.626518592 -38.246390401)))",,+/- 5m,Aerial Imagery,Barwon,2330303,Rural Storage,0.2268221,335.97058335,AllVicPoly026781,27075,Y,Y,-38.2464961,144.6264972,68.155,335.4060640391765
"MULTIPOLYGON (((146.059063629 -38.67183919,146.05907062 -38.671822583,146.059337178 -38.671650414,146.059353783 -38.67164954,146.059366893 -38.671655658,146.059551298 -38.67182171,146.059566154 -38.671842685,146.059573147 -38.67185929,146.059567029 -38.67186803,146.059519835 -38.671910854,146.059345044 -38.672023595,146.059318825 -38.672020973,146.059294353 -38.672015729,146.059256268 -38.672002546,146.059069242 -38.671853928,146.059063629 -38.67183919)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270216,Rural Storage,1.02942098,1055.52596134,AllVicPoly302827,308415,Y,Y,-38.6720236,146.0590636,123.919,1051.3623220466045
"MULTIPOLYGON (((145.547764314 -38.063253837,145.547887316 -38.063264173,145.547926594 -38.063275543,145.5479545 -38.063297249,145.54797414 -38.06332309,145.547983442 -38.063356166,145.547983442 -38.063427486,145.547979308 -38.063462629,145.547973107 -38.063481235,145.547963803 -38.063494672,145.547945198 -38.063500873,145.547923491 -38.063508109,145.547739507 -38.063502941,145.547710566 -38.06349984,145.547683691 -38.063491571,145.547664052 -38.063478134,145.547646481 -38.063458495,145.54764338 -38.06343989,145.547667153 -38.063325157,145.547678523 -38.063293115,145.547689893 -38.063272442,145.547704363 -38.063261072,145.547730204 -38.063255905,145.547764314 -38.063253837)))",Jan2009,+/- 5m,Aerial Imagery,Bunyip,2280308,Rural Storage,0.63281101,730.35883853,AllVicPoly046510,47410,Y,Y,-38.0635081,145.5476434,99.092,728.0815186157232
"MULTIPOLYGON (((141.365820163 -36.252266174,141.365727287 -36.252261644,141.365703503 -36.25225145,141.365683115 -36.252227665,141.365677452 -36.25219935,141.365681982 -36.252175565,141.365693309 -36.252160841,141.365727287 -36.252150647,141.365832621 -36.252148382,141.365877925 -36.252163106,141.365893782 -36.252181228,141.365894915 -36.252206145,141.365891517 -36.252231063,141.365874527 -36.252250317,141.365851875 -36.252255981,141.365820163 -36.252266174)))",feb2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.12711406,216.75276076,AllVicPoly214285,218271,Y,Y,-36.2522662,141.3656775,54.723,216.92050205669656
"MULTIPOLYGON (((143.846986183 -37.471849621,143.846952676 -37.471812328,143.846945405 -37.471792939,143.846938033 -37.471732487,143.846939507 -37.47168678,143.846954252 -37.471630751,143.846977843 -37.471587993,143.847002908 -37.471564402,143.847022076 -37.471549658,143.847041242 -37.471540811,143.847075155 -37.471531964,143.847395105 -37.47155703,143.847589731 -37.471585044,143.847639862 -37.471599788,143.847676723 -37.471624854,143.847687044 -37.471641072,143.847687044 -37.471663189,143.847676723 -37.471698575,143.847650182 -37.471754603,143.847617746 -37.471794413,143.847594155 -37.471828325,143.847554345 -37.471856339,143.847524856 -37.471865186,143.847380361 -37.471872558,143.847131183 -37.471890251,143.847110457 -37.471888125,143.847051206 -37.471877658,143.846986183 -37.471849621)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360307,Rural Storage,2.61931539,2140.10645736,AllVicPoly138098,140248,Y,Y,-37.4718903,143.846938,177.443,2138.47556221638
"MULTIPOLYGON (((145.3460655 -37.2421745,145.3458475 -37.242334,145.345645 -37.2423215,145.345564499 -37.2421675,145.345639501 -37.242015999,145.345797 -37.2419135,145.346000499 -37.241887501,145.346080501 -37.242051,145.3460655 -37.2421745)))",2005,+/- 5m,Satellite imagery,Goulburn,4050017,Rural Storage,1.82047192,1624.99972656,AllVicPoly125601,127616,Y,Y,-37.242334,145.3455645,150.408,1620.3696898979192
"MULTIPOLYGON (((146.489131 -36.0809195,146.4889185 -36.080965,146.4887475 -36.080911,146.4887245 -36.080712,146.488790499 -36.080567,146.48897 -36.0805675,146.489181 -36.0807935,146.489131 -36.0809195)))",2005,+/- 5m,Satellite imagery,Ovens,4031201,Town Rural Storage,1.42674373,1351.30028413,,261925,N,N,-36.080965,146.4887245,137.974,1344.2631634147076
