B2,B3,B4,B8,class_3,class_2,.geo,Contributor
781,1024,1370,2530,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90801119787523,-37.88011398498777]}",AK
743,1008,1380,2590,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.9033399583978,-37.8847852244652]}",AK
723,985,1266,2697,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90253147464207,-37.88289876236855]}",AK
940,1190,1652,2640,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90980782844346,-37.88173095249919]}",AK
457,670,821,2255,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90082467560225,-37.8802936480446]}",AK
858,1098,1450,2439,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90459759979555,-37.87625122926606]}",AK
678,854,1146,2640,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90253147464207,-37.881102131800304]}",AK
346,519,587,2078,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.8989382135056,-37.88119196332872]}",AK
881,1158,1514,2658,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.9063942303638,-37.87661055537971]}",AK
761,993,1296,2548,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90612473577858,-37.87984449040254]}",AK
777,1007,1338,2559,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.9079213663468,-37.88002415345937]}",AK
253,452,480,2092,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90360945298303,-37.88056314262984]}",AK
918,1156,1592,2590,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90756204023316,-37.87885634359001]}",AK
763,1084,1384,2534,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90423827368193,-37.878586849004776]}",AK
618,836,1078,2622,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.89947720267608,-37.88226994166966]}",AK
976,1236,1716,2775,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90953833385822,-37.88164112097078]}",AK
836,1130,1544,2530,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.91052648067074,-37.878766512061596]}",AK
599,825,1050,2403,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.90369928451145,-37.87849701747636]}",AK
905,1164,1592,2631,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.91016715455712,-37.88119196332872]}",AK
303,503,569,2684,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.9019026539432,-37.882359773198075]}",AK
695.5,1058.5,1294,2499.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4929088536473,-37.74922944809156]}",AK
588.5,875.5,1116,2273.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.48742913041417,-37.75318203534169]}",AK
637,952.5,1176,2560,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49021390779492,-37.751205741716625]}",AK
525,887,842,3114,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49039357085175,-37.748331132807444]}",AK
572.5,854,1092,2330.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.48886643486875,-37.75129557324504]}",AK
333,650,482,3216.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49802925076676,-37.75156506783027]}",AK
333.5,566,537,2281.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49560379949963,-37.74895995350633]}",AK
402,689,600.5,3348.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4975800931247,-37.748600627392676]}",AK
525,700,787.5,1897,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49569363102805,-37.75183456241551]}",AK
475,739,771.5,2585.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49533430491442,-37.748600627392676]}",AK
681,1004.5,1266,2446.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49308851670412,-37.74913961656315]}",AK
524,897.5,825.5,3402,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49569363102805,-37.74985826879045]}",AK
625.5,940.5,1186,2410,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4938071689314,-37.75021759490409]}",AK
319.5,605,387,3327,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49784958770994,-37.749049785034735]}",AK
190.5,360.5,296,1968,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.48895626639717,-37.74985826879045]}",AK
444.5,876.5,585.5,3947.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4907528969654,-37.74824130127903]}",AK
599,939.5,993.5,2875.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.48967491862444,-37.75111591018821]}",AK
295.5,473,567.5,2006.5,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49847840840883,-37.74895995350633]}",AK
412.5,692.5,627.5,2831,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4900342447381,-37.748870121977916]}",AK
670,1006,1220,2612,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4907528969654,-37.750487089489326]}",AK
904,1033.5,1225,1463,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61396973397365,-38.35047186775276]}",BH
920,1024,1187,1321,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61873080497946,-38.34993287858229]}",BH
1252,1450,1708,1944,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61702400593964,-38.35110068845164]}",BH
577,762.5,1323,2684,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61379007091682,-38.34921422635499]}",BH
1238,1561,1882,2110,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61765282663853,-38.35119051998005]}",BH
1870,2722,4216,5458,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61361040786,-38.35280748749147]}",BH
1455,1746,2389,3468,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.615137543843,-38.35190917220735]}",BH
1389,1687,1974,2198,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61621552218395,-38.3530769820767]}",BH
569.5,795,1352,2721,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6145985546725,-38.34957355246864]}",BH
885.5,1026,1246,1502,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61531720689982,-38.35181934067894]}",BH
933.5,1099,1335,1599,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61396973397365,-38.35056169928117]}",BH
1364,1754,2684,3874,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6143290600873,-38.35181934067894]}",BH
1229,1485,1882,2092,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61334091327475,-38.35074136233799]}",BH
1905,2343,2672,2707,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6158561960703,-38.353166813605114]}",BH
1989,2870,4574,6268,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61720366899647,-38.35244816137782]}",BH
721,994.5,1668,3130,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61396973397365,-38.349393889411814]}",BH
2149,2459,2592,3269,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61720366899647,-38.351280351508464]}",BH
1444,1785,2036,2131,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61621552218395,-38.35352613971877]}",BH
1071,1476,2228,3030,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61648501676916,-38.352987150548294]}",BH
904.5,1156,1285,1589,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.61657484829757,-38.351549846093704]}",BH
635.5,782,904,1589,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59142202034224,-38.32882246940548]}",BH
565,696.5,775,1531,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.32882246940548]}",BH
627,784.5,896,1607,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5912423572854,-38.32855297482024]}",BH
630,745.5,834.5,1601,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59106269422858,-38.32882246940548]}",BH
624.5,764.5,878.5,1607,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59214067256954,-38.328642806348654]}",BH
649.5,861.5,919.5,2067,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59223050409796,-38.32891230093389]}",BH
647,787.5,893.5,1609,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5918711779843,-38.328642806348654]}",BH
627.5,774.5,887,1606,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59214067256954,-38.32846314329183]}",BH
644.5,760.5,881.5,1687,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59196100951272,-38.328373311763414]}",BH
652,808.5,893.5,1609,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5917813464559,-38.32855297482024]}",BH
635.5,782,904,1589,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59142202034224,-38.32882246940548]}",BH
649.5,779.5,904.5,1611,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5918711779843,-38.32873263787707]}",BH
666,810,917.5,1582,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59160168339906,-38.32891230093389]}",BH
643.5,795,881,1740,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59223050409796,-38.32846314329183]}",BH
603,770.5,835.5,1597,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.328373311763414]}",BH
630,745.5,834.5,1601,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.591152525757,-38.32882246940548]}",BH
632.5,780,881.5,1604,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.591152525757,-38.32855297482024]}",BH
736.5,972.5,1064,2310,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59232033562637,-38.32846314329183]}",BH
659.5,835,943,1683,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59106269422858,-38.32828348023501]}",BH
659,809,907,1610,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5912423572854,-38.32846314329183]}",BH
2781,2775,2634,2562,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58863724296148,-38.33672764390573]}",BH
1805,1808,1665,2168,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58836774837624,-38.336997138490965]}",BH
2513,2583,2408,2221,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58854741143307,-38.33690730696255]}",BH
2066,1964,2003,2006,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58845757990466,-38.33672764390573]}",BH
4344,4196,4146,3804,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33681747543414]}",BH
3069,3343,2992,2909,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58908640060352,-38.336997138490965]}",BH
4091,3845,3662,3388,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33672764390573]}",BH
4033,4334,4118,3895,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33672764390573]}",BH
3260,3364,3177,2925,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.336997138490965]}",BH
4091,3845,3662,3388,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33672764390573]}",BH
2781,2775,2634,2562,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58863724296148,-38.33672764390573]}",BH
4336,4388,4000,3704,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33681747543414]}",BH
3918,4074,3817,3463,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58872707448987,-38.33681747543414]}",BH
4033,4334,4118,3895,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33672764390573]}",BH
2178,2033,2007,2060,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58836774837624,-38.33681747543414]}",BH
1627,1759,1747,2242,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58845757990466,-38.33663781237732]}",BH
2215,2214,2053,2034,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58845757990466,-38.33690730696255]}",BH
3937,4073,3736,3613,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58908640060352,-38.33672764390573]}",BH
2066,1964,2003,2006,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58845757990466,-38.33672764390573]}",BH
2499,2484,2374,2249,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58854741143307,-38.33681747543414]}",BH
461,629.5,1052,1742,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33753612766144]}",BH
580.5,752.5,1189,2002,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.337446296133024]}",BH
538,686.5,1798,2271,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33753612766144]}",BH
461,629.5,1052,1742,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33753612766144]}",BH
691.5,736.5,1538,1923,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33771579071826]}",BH
596,697,1091,1606,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33771579071826]}",BH
532.5,717,1837,2192,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33762595918985]}",BH
1132,1289,2029,2582,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33771579071826]}",BH
1132,1289,2029,2582,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33771579071826]}",BH
532.5,717,1837,2192,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33762595918985]}",BH
461,629.5,1052,1742,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33753612766144]}",BH
532.5,717,1837,2192,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33762595918985]}",BH
473,607,1087,1646,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33762595918985]}",BH
1132,1289,2029,2582,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33771579071826]}",BH
855,1151,1960,2854,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.337446296133024]}",BH
461,629.5,1052,1742,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58881690601828,-38.33753612766144]}",BH
538,686.5,1798,2271,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889067375467,-38.33753612766144]}",BH
1132,1289,2029,2582,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33771579071826]}",BH
989.5,1086,2404,2951,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33753612766144]}",BH
989.5,1086,2404,2951,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5889965690751,-38.33753612766144]}",BH
1690,1973,2283,2486,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59079319964334,-38.33636831779208]}",BH
919,1224,1294,2451,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59007454741607,-38.33609882320685]}",BH
2128,2733,3043,3350,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59043387352972,-38.336278486263666]}",BH
1158,1336,1599,1991,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.33618865473526]}",BH
829.5,1201,2043,2714,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59070336811493,-38.33681747543414]}",BH
2289,2631,2669,2702,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5903440420013,-38.33690730696255]}",BH
826,1028,1692,2283,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59088303117176,-38.33663781237732]}",BH
665.5,857.5,1768,2116,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.33672764390573]}",BH
1931,2311,2697,3030,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5903440420013,-38.33672764390573]}",BH
1256,1580,1925,2282,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.336547980848906]}",BH
1690,1973,2283,2486,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59079319964334,-38.33636831779208]}",BH
877,1163,2043,2679,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59070336811493,-38.33663781237732]}",BH
1517,1905,2145,2454,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59061353658655,-38.33645814932049]}",BH
766.5,947.5,2007,2653,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59088303117176,-38.33681747543414]}",BH
1010.5,1204,1380,2416,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59070336811493,-38.33609882320685]}",BH
1158,1336,1599,1991,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59097286270017,-38.33618865473526]}",BH
1667,2073,2405,2721,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59043387352972,-38.33618865473526]}",BH
766.5,947.5,2007,2653,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59088303117176,-38.33681747543414]}",BH
1158,1336,1599,1991,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59088303117176,-38.33618865473526]}",BH
2128,2733,3043,3350,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59052370505813,-38.336278486263666]}",BH
2565,3032,3307,3278,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.33753612766144]}",BH
1876,2231,2508,2669,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.33762595918985]}",BH
1841,2186,2396,2494,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33753612766144]}",BH
1876,2231,2508,2669,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.33762595918985]}",BH
2012,2427,2839,2902,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58818808531942,-38.33735646460461]}",BH
1391,1714,2026,3414,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.3372666330762]}",BH
2119,2654,2992,3107,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58818808531942,-38.337446296133024]}",BH
1558,2094,2284,2342,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33735646460461]}",BH
1558,2094,2284,2342,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33735646460461]}",BH
1793,2093,2492,2466,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.337446296133024]}",BH
2565,3032,3307,3278,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.33753612766144]}",BH
2012,2427,2839,2902,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58818808531942,-38.33735646460461]}",BH
3067,3384,3662,3691,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.337446296133024]}",BH
1558,2094,2284,2342,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33735646460461]}",BH
1614,1909,2018,2177,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33762595918985]}",BH
1876,2231,2508,2669,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58827791684783,-38.33762595918985]}",BH
2015,2461,2659,2665,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58818808531942,-38.33762595918985]}",BH
1201,1580,1751,2211,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.3372666330762]}",BH
1035,1310,1586,1754,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5880084222626,-38.33762595918985]}",BH
1841,2186,2396,2494,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.588098253791,-38.33753612766144]}",BH
2593,2837,3032,3234,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59447629230826,-38.335110676394315]}",BH
2174,2888,3219,3726,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59483561842188,-38.335110676394315]}",BH
2782,2741,3021,2790,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59465595536506,-38.335290339451134]}",BH
1795,1912,2393,2651,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59474578689347,-38.335110676394315]}",BH
2067,2574,2796,2753,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59393730313778,-38.33520050792273]}",BH
1309,1593,1780,2659,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59384747160937,-38.335110676394315]}",BH
1746,1840,2116,2293,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5941169661946,-38.33520050792273]}",BH
2091,2687,2943,2769,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59393730313778,-38.335290339451134]}",BH
1288,1892,2218,2633,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5940271346662,-38.335290339451134]}",BH
3611,3809,4398,4092,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59420679772302,-38.335290339451134]}",BH
2593,2837,3032,3234,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59447629230826,-38.335110676394315]}",BH
1746,1840,2116,2293,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.5941169661946,-38.33520050792273]}",BH
2072,2666,2716,3327,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59429662925143,-38.335110676394315]}",BH
2091,2687,2943,2769,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59384747160937,-38.335290339451134]}",BH
5746,6126,5780,6010,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59483561842188,-38.335290339451134]}",BH
1795,1912,2393,2651,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59474578689347,-38.335110676394315]}",BH
2782,2741,3021,2790,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59465595536506,-38.335290339451134]}",BH
2091,2687,2943,2769,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59384747160937,-38.335290339451134]}",BH
2169,2381,2490,2485,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59474578689347,-38.33538017097955]}",BH
3070,3258,3194,3656,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.59456612383667,-38.335290339451134]}",BH
3440,3407,3525,3628,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33600899167843]}",BH
3718,3758,3768,4007,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.33618865473526]}",BH
3948,4044,4031,4094,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.33609882320685]}",BH
1220,1297,1608,2576,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60184247763803,-38.33609882320685]}",BH
2084,2327,2226,2587,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.3357394970932]}",BH
2582,2681,2761,3002,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.3357394970932]}",BH
2894,2974,2958,3240,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33582932862161]}",BH
2084,2327,2226,2587,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.3357394970932]}",BH
3441,3327,3263,3505,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.33582932862161]}",BH
3333,3178,3399,3481,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33591916015002]}",BH
3440,3407,3525,3628,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33600899167843]}",BH
2894,2974,2958,3240,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33582932862161]}",BH
3333,3178,3399,3481,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33591916015002]}",BH
2084,2327,2226,2587,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.3357394970932]}",BH
3592,3676,3593,3739,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33609882320685]}",BH
1220,1297,1608,2576,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60184247763803,-38.33609882320685]}",BH
3948,4044,4031,4094,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.33609882320685]}",BH
2084,2327,2226,2587,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.3357394970932]}",BH
3592,3676,3593,3739,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33609882320685]}",BH
3592,3676,3593,3739,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33609882320685]}",BH
2449,3164,3681,3951,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60211197222327,-38.33672764390573]}",BH
1954,2410,2745,3026,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60247129833692,-38.33672764390573]}",BH
2919,3852,4444,4644,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6022916352801,-38.33681747543414]}",BH
2563,3070,3488,3918,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60193230916644,-38.33672764390573]}",BH
2891,3866,4326,4560,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6023814668085,-38.33681747543414]}",BH
1982,2401,2970,3336,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60247129833692,-38.33690730696255]}",BH
2338,2890,3488,3620,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6022916352801,-38.33672764390573]}",BH
2295,2957,3415,3466,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6023814668085,-38.33672764390573]}",BH
2609,3257,3659,4102,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60202214069486,-38.33672764390573]}",BH
2449,3164,3681,3951,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60220180375168,-38.33672764390573]}",BH
2449,3164,3681,3951,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.60211197222327,-38.33672764390573]}",BH
