B2,B3,B4,B8,class_3,class_2,.geo,Contributor
563.5,849.5,991.5,2238,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95758447871304,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
563.5,849.5,991.5,2238,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95758447871304,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
448,738,871.5,2191,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95749464718466,-37.75192439394392]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
355.5,519,703,1140,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.749319279619975]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
396,605,833,1337,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
396,605,833,1337,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
355.5,519,703,1140,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.749319279619975]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
396,605,833,1337,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.74922944809156]}",AK
462,735,1009,1555,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.74922944809156]}",AK
396,605,833,1337,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95524885897436,-37.74922944809156]}",AK
402.5,653.5,884,1368,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95533869050277,-37.749319279619975]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
768.5,1093,1468,2055,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.754978665909924]}",AK
1122,1765,2150,2907,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.75506849743834]}",AK
738.5,1194,1442,2182,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.75488883438152]}",AK
818.5,1295,1614,2316,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75488883438152]}",AK
768.5,1093,1468,2055,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
768.5,1093,1468,2055,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
1122,1765,2150,2907,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.75506849743834]}",AK
738.5,1194,1442,2182,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.75488883438152]}",AK
738.5,1194,1442,2182,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.75488883438152]}",AK
709.5,1027.5,1347,1936,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.754978665909924]}",AK
738.5,1194,1442,2182,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94896065198552,-37.75488883438152]}",AK
1122,1765,2150,2907,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.75506849743834]}",AK
512.5,1021,1204,1769,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.76036855761464]}",AK
440.5,730.5,941,1589,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.760458389143054]}",AK
512.5,1021,1204,1769,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.76036855761464]}",AK
829.5,1275,1693,2508,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760278726086234]}",AK
440.5,730.5,941,1589,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.760458389143054]}",AK
659.5,1073,1355,2081,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760458389143054]}",AK
479,876,1081.5,1374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.76036855761464]}",AK
479,876,1081.5,1374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.76036855761464]}",AK
659.5,1073,1355,2081,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760458389143054]}",AK
829.5,1275,1693,2508,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760278726086234]}",AK
512.5,1021,1204,1769,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.76036855761464]}",AK
659.5,1073,1355,2081,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760458389143054]}",AK
659.5,1073,1355,2081,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760458389143054]}",AK
440.5,730.5,941,1589,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.760458389143054]}",AK
512.5,1021,1204,1769,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.76036855761464]}",AK
512.5,1021,1204,1769,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.76036855761464]}",AK
829.5,1275,1693,2508,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94087581442844,-37.760278726086234]}",AK
440.5,730.5,941,1589,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.760458389143054]}",AK
440.5,730.5,941,1589,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.760458389143054]}",AK
479,876,1081.5,1374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94096564595685,-37.76036855761464]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
504.5,741.5,909.5,1602,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.75417018215422]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
629,930.5,1328,1751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.75417018215422]}",AK
901.5,1101,1334,2270,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.75399051909739]}",AK
576,837,1021,1780,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.754080350625806]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
629,930.5,1328,1751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.75417018215422]}",AK
296.5,476,660.5,839,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.754080350625806]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
629,930.5,1328,1751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.75417018215422]}",AK
296.5,476,660.5,839,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.754080350625806]}",AK
576,837,1021,1780,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.754080350625806]}",AK
437,748,957,1378,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.754080350625806]}",AK
629,930.5,1328,1751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.75417018215422]}",AK
504.5,741.5,909.5,1602,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.75417018215422]}",AK
629,930.5,1328,1751,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.75417018215422]}",AK
576,837,1021,1780,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.754080350625806]}",AK
504.5,741.5,909.5,1602,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.75417018215422]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1216,2055,2764,3325,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.751205741716625]}",AK
1216,2055,2764,3325,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.751205741716625]}",AK
1305,2269,3083,3450,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.751205741716625]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1325,2392,3229,3502,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.75129557324504]}",AK
1148,2210,3120,2987,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75129557324504]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1305,2269,3083,3450,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.751205741716625]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1325,2392,3229,3502,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.75129557324504]}",AK
1325,2392,3229,3502,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.75129557324504]}",AK
1325,2392,3229,3502,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.75129557324504]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1148,2210,3120,2987,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75129557324504]}",AK
1305,2269,3083,3450,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94105547748526,-37.751205741716625]}",AK
1148,2210,3120,2987,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75129557324504]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1262,2327,3167,3105,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.75138540477345]}",AK
1216,2055,2764,3325,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94114530901368,-37.751205741716625]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
761.5,1321,1663,2579,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.74689382835285]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9444690755649,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
692.5,1323,1461,2493,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74689382835285]}",AK
692.5,1323,1461,2493,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74689382835285]}",AK
916.5,1414,1723,2513,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
692.5,1323,1461,2493,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74689382835285]}",AK
919,1571,2090,2938,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74689382835285]}",AK
692.5,1323,1461,2493,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74689382835285]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9444690755649,-37.74680399682444]}",AK
984.5,1504,1992,2803,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74680399682444]}",AK
919,1571,2090,2938,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94455890709332,-37.74689382835285]}",AK
916.5,1414,1723,2513,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74680399682444]}",AK
692.5,1323,1461,2493,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94464873862174,-37.74689382835285]}",AK
761.5,1321,1663,2579,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94473857015015,-37.74689382835285]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
749.5,1117,1329,1922,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75021759490409]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
706,1137,1376,1894,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75021759490409]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
783,1110,1371,2255,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
783,1110,1371,2255,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
706,1137,1376,1894,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75021759490409]}",AK
783,1110,1371,2255,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75012776337568]}",AK
783,1110,1371,2255,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94905048351393,-37.75012776337568]}",AK
699,1068,1325,1774,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94914031504234,-37.75012776337568]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
816.5,1264,1533,2487,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.74105477900608]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
781.5,1217,1475,2239,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95183526089468,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
680.5,1059.5,1379,2155,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95174542936627,-37.741144610534484]}",AK
249,427.5,483,704,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73970730607989]}",AK
867.5,1123,1449,2416,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9542607121618,-37.739797137608306]}",AK
525,757.5,931,1232,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73961747455148]}",AK
514.5,872.5,1123,1431,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73970730607989]}",AK
416,686,768,1163,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73961747455148]}",AK
732.5,1114,1380,2241,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.739527643023074]}",AK
249,427.5,483,704,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73970730607989]}",AK
801.5,1101,1490,2323,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9542607121618,-37.73961747455148]}",AK
249,427.5,483,704,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73970730607989]}",AK
416,686,768,1163,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73961747455148]}",AK
249,427.5,483,704,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73970730607989]}",AK
416,686,768,1163,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95435054369023,-37.73961747455148]}",AK
525,757.5,931,1232,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73961747455148]}",AK
801.5,1101,1490,2323,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9542607121618,-37.73961747455148]}",AK
514.5,872.5,1123,1431,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73970730607989]}",AK
514.5,872.5,1123,1431,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73970730607989]}",AK
514.5,872.5,1123,1431,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73970730607989]}",AK
801.5,1101,1490,2323,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9542607121618,-37.73961747455148]}",AK
801.5,1101,1490,2323,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9542607121618,-37.73961747455148]}",AK
514.5,872.5,1123,1431,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95444037521864,-37.73970730607989]}",AK
704,1149,1322,1735,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95318273382088,-37.735485224244535]}",AK
923,1418,1752,2334,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95309290229247,-37.735485224244535]}",AK
1144,1682,1979,2807,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9533623968777,-37.73539539271612]}",AK
704,1149,1322,1735,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95318273382088,-37.735485224244535]}",AK
532.5,921.5,1182,1053.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.735485224244535]}",AK
860.5,1379,1737,2261,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9533623968777,-37.735485224244535]}",AK
532.5,921.5,1182,1053.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.735485224244535]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
704,1149,1322,1735,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95318273382088,-37.735485224244535]}",AK
532.5,921.5,1182,1053.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.735485224244535]}",AK
532.5,921.5,1182,1053.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.735485224244535]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
1144,1682,1979,2807,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9533623968777,-37.73539539271612]}",AK
704,1149,1322,1735,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95318273382088,-37.735485224244535]}",AK
704,1149,1322,1735,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95318273382088,-37.735485224244535]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
841.5,1407,1772,2711,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95309290229247,-37.73539539271612]}",AK
763,1240,1526,1925,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.73539539271612]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
