B2,B3,B4,B8,class_3,class_2,.geo,Contributor,coordinates
1945.0,2236.0,2678.0,3625.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.70551720998913, -37.93203660840988]}",AK,"[143.70551720998913, -37.93203660840988]"
264.0,493.0,372.0,3240.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.86936991781252, -37.56489515179024]}",GW,"[143.86936991781252, -37.56489515179024]"
572.0,673.0,844.0,2094.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3007409172467, -36.77312006036729]}",EG,"[144.3007409172467, -36.77312006036729]"
573.0,914.0,971.5,3114.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.4863511520732, -37.71554262493708]}",AK,"[148.4863511520732, -37.71554262493708]"
2299.0,2292.0,2311.0,3347.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.3487475476735, -27.55460861473276]}",AK,"[152.3487475476735, -27.55460861473276]"
390.0,525.5,638.5,1296.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88967184323363, -37.799085946360194]}",AK,"[143.88967184323363, -37.799085946360194]"
1448.0,1570.0,2040.0,2468.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.55748857401178, -38.18078011058258]}",NK,"[146.55748857401178, -38.18078011058258]"
439.0,732.5,840.5,2608.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9570454895426, -37.75156506783027]}",AK,"[143.9570454895426, -37.75156506783027]"
741.5,1020.5,1427.0,2157.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.704618894705, -37.90014641582364]}",AK,"[143.704618894705, -37.90014641582364]"
802.0,1250.0,1552.0,2254.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6692252725107, -37.87786819677748]}",AK,"[143.6692252725107, -37.87786819677748]"
977.0,1212.0,1564.0,2330.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7264479561091, -37.910926199233074]}",AK,"[143.7264479561091, -37.910926199233074]"
503.5,750.0,946.0,2626.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.51294128448316, -37.709703575590304]}",AK,"[148.51294128448316, -37.709703575590304]"
1080.0,1398.0,1805.0,2020.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5836158259341, -37.982701590434225]}",AK,"[143.5836158259341, -37.982701590434225]"
638.5,961.5,1262.0,2261.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.949499641156, -37.75506849743834]}",AK,"[143.949499641156, -37.75506849743834]"
715.0,1002.0,1384.0,2394.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.38034537426526, -37.941468918893136]}",AK,"[147.38034537426526, -37.941468918893136]"
487.0,821.0,958.0,2504.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [142.04273561908389, -37.52420146941962]}",RJ,"[142.04273561908389, -37.52420146941962]"
1252.0,1450.0,1708.0,1944.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.61702400593964, -38.35110068845164]}",BH,"[141.61702400593964, -38.35110068845164]"
895.0,1268.0,1757.0,2801.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64649789582248, -37.928084021159755]}",AK,"[143.64649789582248, -37.928084021159755]"
325.0,574.0,831.0,1876.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.26058622404656, -36.76359791835562]}",MB,"[144.26058622404656, -36.76359791835562]"
366.0,586.0,683.0,2105.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.73040054335922, -37.8840665722379]}",AK,"[143.73040054335922, -37.8840665722379]"
1253.0,1688.0,2300.0,3188.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89245662061438, -37.95539280579699]}",AK,"[143.89245662061438, -37.95539280579699]"
1117.0,1455.0,2048.0,2680.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.60005499563349, -37.985396536286586]}",AK,"[143.60005499563349, -37.985396536286586]"
779.5,1045.0,1414.0,2143.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.704618894705, -37.900236247352055]}",AK,"[143.704618894705, -37.900236247352055]"
936.0,1395.0,2121.0,3239.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94141480359892, -37.750756584074566]}",AK,"[143.94141480359892, -37.750756584074566]"
803.5,1204.0,1647.0,2711.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97779657260574, -37.75893125316005]}",AK,"[143.97779657260574, -37.75893125316005]"
830.5,1402.0,1595.0,2107.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9654896532133, -37.753900687568986]}",AK,"[143.9654896532133, -37.753900687568986]"
1007.5,1434.0,1977.0,2764.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66913544098227, -37.878047859834304]}",AK,"[143.66913544098227, -37.878047859834304]"
1171.0,1954.0,2635.0,3246.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.67775926770983, -37.870412179919285]}",AK,"[143.67775926770983, -37.870412179919285]"
1151.0,1363.0,1610.0,2329.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8841921200005, -37.947218136711506]}",AK,"[143.8841921200005, -37.947218136711506]"
3440.0,3407.0,3525.0,3628.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.60193230916644, -38.33600899167843]}",BH,"[141.60193230916644, -38.33600899167843]"
946.0,1301.0,1855.0,2673.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6466775588793, -37.938414646927136]}",AK,"[143.6466775588793, -37.938414646927136]"
6185.0,6043.0,5946.0,6678.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.19394495281045, -37.97228113313844]}",AK,"[147.19394495281045, -37.97228113313844]"
1106.0,1452.0,2042.0,3054.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.75350096900667, -38.584033841623835]}",NK,"[146.75350096900667, -38.584033841623835]"
824.0,1230.0,1470.0,2442.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3000222650194, -36.754435102457606]}",EG,"[144.3000222650194, -36.754435102457606]"
1197.0,1660.0,2420.0,3350.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7309395325297, -37.884246235294725]}",AK,"[143.7309395325297, -37.884246235294725]"
1136.0,1578.0,1616.0,2396.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.79067749892366, -37.55725947187522]}",GW,"[143.79067749892366, -37.55725947187522]"
622.0,733.0,850.0,1214.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3247259353327, -36.760094488747555]}",EG,"[144.3247259353327, -36.760094488747555]"
479.5,737.0,988.5,2087.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.40756890165594, -37.6780828775893]}",AK,"[148.40756890165594, -37.6780828775893]"
949.5,1406.0,2115.0,3327.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95839296246876, -37.74662433376761]}",AK,"[143.95839296246876, -37.74662433376761]"
709.5,1027.5,1347.0,1936.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94896065198552, -37.754978665909924]}",AK,"[143.94896065198552, -37.754978665909924]"
734.5,965.0,1288.0,2541.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5723868848826, -37.93724683705778]}",AK,"[143.5723868848826, -37.93724683705778]"
286.0,427.0,579.5,908.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96000992998017, -37.75426001368263]}",AK,"[143.96000992998017, -37.75426001368263]"
1164.0,1935.0,2652.0,3044.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.67802876229507, -37.870412179919285]}",AK,"[143.67802876229507, -37.870412179919285]"
563.5,943.0,1025.0,2404.5,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.98203237728666, -37.960513202916474]}",NK,"[146.98203237728666, -37.960513202916474]"
559.5,902.5,1115.0,1417.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97770674107733, -37.758841421631644]}",AK,"[143.97770674107733, -37.758841421631644]"
1498.0,1352.0,1520.0,2302.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.9242981502089, -27.529455786777415]}",AK,"[152.9242981502089, -27.529455786777415]"
1909.0,2503.0,3036.0,3883.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71611733034172, -37.893319219664335]}",AK,"[143.71611733034172, -37.893319219664335]"
333.5,468.5,558.0,2373.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.56824548601196, -38.352987150548294]}",RJ,"[141.56824548601196, -38.352987150548294]"
452.0,736.0,775.0,2588.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3065799665935, -36.75946566804867]}",EG,"[144.3065799665935, -36.75946566804867]"
747.5,1031.0,1415.0,2678.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.67811859382348, -37.87095116908976]}",AK,"[143.67811859382348, -37.87095116908976]"
1161.0,1468.0,1944.0,3341.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9532725653493, -37.735664887301354]}",AK,"[143.9532725653493, -37.735664887301354]"
918.0,1172.0,1622.0,2414.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.7612264804501, -38.58457283079431]}",NK,"[146.7612264804501, -38.58457283079431]"
611.5,984.5,1229.0,2169.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9712388710317, -37.73683269717071]}",AK,"[143.9712388710317, -37.73683269717071]"
852.0,1190.0,1330.0,2252.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.55883604693796, -38.19569214429897]}",AH,"[146.55883604693796, -38.19569214429897]"
697.0,1019.0,1250.0,2418.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9775270780205, -37.73270044686376]}",AK,"[143.9775270780205, -37.73270044686376]"
781.5,1217.0,1475.0,2239.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95183526089468, -37.741144610534484]}",AK,"[143.95183526089468, -37.741144610534484]"
698.5,1049.5,1320.0,2121.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71989025453504, -37.89251073590862]}",AK,"[143.71989025453504, -37.89251073590862]"
1008.0,1342.0,1653.0,3208.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88428195152892, -37.94703847365468]}",AK,"[143.88428195152892, -37.94703847365468]"
289.5,443.0,416.0,1812.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.65160914437826, -38.210963504129]}",RJ,"[141.65160914437826, -38.210963504129]"
1013.0,1342.0,1806.0,2677.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64550974900993, -37.93221627146671]}",AK,"[143.64550974900993, -37.93221627146671]"
608.0,897.0,1012.0,2152.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3095444070311, -36.75398594481555]}",EG,"[144.3095444070311, -36.75398594481555]"
1302.0,1582.0,2040.0,2977.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5776869450589, -37.93598919566001]}",AK,"[143.5776869450589, -37.93598919566001]"
499.0,861.0,774.0,2988.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.40702076392176, -38.234499364572926]}",AH,"[146.40702076392176, -38.234499364572926]"
2985.0,3089.0,3159.0,4061.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.94432143248105, -23.801357526152987]}",AK,"[150.94432143248105, -23.801357526152987]"
761.5,930.5,1255.0,2089.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88985150629046, -37.79944527247384]}",AK,"[143.88985150629046, -37.79944527247384]"
1400.0,1784.0,1908.0,2304.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.31619194013356, -36.750302852150654]}",EG,"[144.31619194013356, -36.750302852150654]"
727.5,984.5,1373.0,2258.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66760830499928, -37.8765207238513]}",AK,"[143.66760830499928, -37.8765207238513]"
955.0,1530.0,2104.0,2766.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.73040054335922, -37.884695392936784]}",AK,"[143.73040054335922, -37.884695392936784]"
1132.0,1570.0,2092.0,2818.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7271666083364, -37.91083636770466]}",AK,"[143.7271666083364, -37.91083636770466]"
1240.5,1362.0,1480.0,2358.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.3433576559688, -27.56152564242048]}",AK,"[152.3433576559688, -27.56152564242048]"
811.0,1468.0,1891.0,1790.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96000992998017, -37.740515789835605]}",AK,"[143.96000992998017, -37.740515789835605]"
514.5,872.5,1123.0,1431.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95444037521864, -37.73970730607989]}",AK,"[143.95444037521864, -37.73970730607989]"
1284.0,1730.0,2176.0,2430.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.31295800511074, -36.74383498210499]}",EG,"[144.31295800511074, -36.74383498210499]"
1614.0,1996.0,2154.0,2226.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.31888688598593, -36.75003335756542]}",EG,"[144.31888688598593, -36.75003335756542]"
445.5,699.0,939.0,2150.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7271666083364, -37.88676151809026]}",AK,"[143.7271666083364, -37.88676151809026]"
992.0,1346.0,1516.0,2466.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.30163923253085, -36.761531793202145]}",EG,"[144.30163923253085, -36.761531793202145]"
489.0,751.5,1006.0,2491.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9585726255256, -37.74626500765397]}",AK,"[143.9585726255256, -37.74626500765397]"
1493.0,1574.0,1384.0,2588.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.33976439483232, -27.55505777237482]}",AK,"[152.33976439483232, -27.55505777237482]"
1918.0,1768.0,1604.0,3206.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.9242981502089, -27.529545618305825]}",AK,"[152.9242981502089, -27.529545618305825]"
365.0,547.0,626.0,1249.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88760571808015, -37.79917577788861]}",AK,"[143.88760571808015, -37.79917577788861]"
1075.0,1388.0,1880.0,2801.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64703688499293, -37.9231432870971]}",AK,"[143.64703688499293, -37.9231432870971]"
744.0,977.0,1366.0,2164.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.58165782943644, -37.93661801635889]}",AK,"[147.58165782943644, -37.93661801635889]"
1172.0,1240.0,1516.0,2164.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.77685716639377, -38.15275267371805]}",NK,"[146.77685716639377, -38.15275267371805]"
671.0,866.0,1110.0,2351.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7368684134049, -37.05492156499558]}",MB,"[143.7368684134049, -37.05492156499558]"
1425.0,1539.0,1713.0,2544.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34326782444037, -27.56152564242048]}",AK,"[152.34326782444037, -27.56152564242048]"
962.0,1191.0,1538.0,2130.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.60104314244603, -37.98548636781499]}",AK,"[143.60104314244603, -37.98548636781499]"
650.0,910.5,1364.0,2345.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97339482771355, -37.73683269717071]}",AK,"[143.97339482771355, -37.73683269717071]"
274.0,579.0,404.0,3638.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.84233062776053, -37.61017024210986]}",GW,"[143.84233062776053, -37.61017024210986]"
596.0,983.5,1238.0,2229.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95282340770723, -37.75111591018821]}",AK,"[143.95282340770723, -37.75111591018821]"
5846.0,5736.0,5728.0,5864.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.19286697446952, -37.97335911147938]}",AK,"[147.19286697446952, -37.97335911147938]"
525.0,757.5,931.0,1232.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95444037521864, -37.73961747455148]}",AK,"[143.95444037521864, -37.73961747455148]"
465.0,628.5,838.5,2194.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.51392943129568, -37.7088950918346]}",AK,"[148.51392943129568, -37.7088950918346]"
303.0,474.0,505.0,1834.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8752987986877, -37.628226379320665]}",GW,"[143.8752987986877, -37.628226379320665]"
1306.0,1978.0,2502.0,3210.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.727076776808, -37.91101603076149]}",AK,"[143.727076776808, -37.91101603076149]"
365.0,547.0,626.0,1249.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88760571808015, -37.79917577788861]}",AK,"[143.88760571808015, -37.79917577788861]"
732.5,1072.0,1605.0,2667.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9751914582818, -37.73997680066513]}",AK,"[143.9751914582818, -37.73997680066513]"
811.0,1468.0,1891.0,1790.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96000992998017, -37.740515789835605]}",AK,"[143.96000992998017, -37.740515789835605]"
1040.0,1538.0,2108.0,2907.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71485968894396, -37.892600567437036]}",AK,"[143.71485968894396, -37.892600567437036]"
826.5,1149.0,1603.0,2476.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.80469121735592, -37.04728588508057]}",MB,"[143.80469121735592, -37.04728588508057]"
891.0,1223.0,1824.0,3062.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9526437446504, -37.73539539271612]}",AK,"[143.9526437446504, -37.73539539271612]"
856.0,1158.0,1416.0,2056.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.32230048406558, -36.756770722196315]}",EG,"[144.32230048406558, -36.756770722196315]"
1678.0,1741.0,1863.0,2219.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34470512889496, -27.562513789233012]}",AK,"[152.34470512889496, -27.562513789233012]"
796.0,1040.0,1360.0,2164.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.78340114512227, -37.296119218781676]}",GW,"[143.78340114512227, -37.296119218781676]"
686.0,888.0,1134.0,1920.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.29939344432054, -36.769886125344456]}",EG,"[144.29939344432054, -36.769886125344456]"
751.5,1125.0,1425.0,1918.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97330499618516, -37.73871915926736]}",AK,"[143.97330499618516, -37.73871915926736]"
677.0,878.5,1216.0,1983.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9563268373153, -37.7570447910634]}",AK,"[143.9563268373153, -37.7570447910634]"
1206.0,1554.0,2124.0,2906.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.59466510392878, -38.00668660852022]}",AK,"[143.59466510392878, -38.00668660852022]"
706.0,988.0,1212.0,1792.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.30083074877513, -36.77213191355476]}",EG,"[144.30083074877513, -36.77213191355476]"
859.5,1110.0,1210.0,1810.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.60274079292213, -38.33582932862161]}",BH,"[141.60274079292213, -38.33582932862161]"
670.0,1032.5,1340.0,1997.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6677879680561, -37.87679021843653]}",AK,"[143.6677879680561, -37.87679021843653]"
284.5,441.5,383.5,2145.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.3963079406315, -38.25201651261326]}",RJ,"[141.3963079406315, -38.25201651261326]"
1150.0,1424.0,1891.0,2776.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5717580641837, -37.936977342472545]}",AK,"[143.5717580641837, -37.936977342472545]"
833.0,965.0,1128.0,2226.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.83298814880567, -37.5217760181525]}",GW,"[143.83298814880567, -37.5217760181525]"
1051.0,1361.0,1803.0,2531.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72033941217708, -37.892870062022276]}",AK,"[143.72033941217708, -37.892870062022276]"
950.0,1262.0,1703.0,2664.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64577924359517, -37.93221627146671]}",AK,"[143.64577924359517, -37.93221627146671]"
1344.0,1764.0,2144.0,2460.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.32517509297477, -36.761801287787385]}",EG,"[144.32517509297477, -36.761801287787385]"
1002.0,1374.0,1699.0,2606.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.84825950863572, -37.86295616306109]}",AK,"[143.84825950863572, -37.86295616306109]"
1657.0,1572.0,1330.0,2266.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34263900374148, -27.561256147835245]}",AK,"[152.34263900374148, -27.561256147835245]"
630.0,865.0,1218.0,2116.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.59378508577205, -37.9449723485012]}",AK,"[147.59378508577205, -37.9449723485012]"
751.5,1125.0,1425.0,1918.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97330499618516, -37.73871915926736]}",AK,"[143.97330499618516, -37.73871915926736]"
2700.0,1898.0,1832.0,3790.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.92375916103842, -27.529635449834238]}",AK,"[152.92375916103842, -27.529635449834238]"
642.5,1365.0,1376.0,1348.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7031815902504, -37.894307366476866]}",AK,"[143.7031815902504, -37.894307366476866]"
946.0,1301.0,1855.0,2673.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6466775588793, -37.938414646927136]}",AK,"[143.6466775588793, -37.938414646927136]"
983.0,1202.0,1552.0,2183.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7271666083364, -37.89412770342004]}",AK,"[143.7271666083364, -37.89412770342004]"
723.5,1059.0,1618.0,2926.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.49476329577098, -38.30061536948413]}",RJ,"[141.49476329577098, -38.30061536948413]"
1627.0,1759.0,1747.0,2242.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.58845757990466, -38.33663781237732]}",BH,"[141.58845757990466, -38.33663781237732]"
696.0,964.0,1125.0,3107.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.49560379949963, -37.71850706537467]}",AK,"[148.49560379949963, -37.71850706537467]"
450.0,672.0,865.0,2552.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.52874248491995, -38.19173955704884]}",AH,"[146.52874248491995, -38.19173955704884]"
512.5,708.0,944.0,2025.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66967443015275, -37.878586849004776]}",AK,"[143.66967443015275, -37.878586849004776]"
1210.0,1585.0,2169.0,3011.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89218712602917, -37.955572468853816]}",AK,"[143.89218712602917, -37.955572468853816]"
817.0,1263.0,1914.0,3004.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97635926815116, -37.75731428564864]}",AK,"[143.97635926815116, -37.75731428564864]"
1049.0,1337.0,1745.0,2382.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72069873829074, -37.89197174673815]}",AK,"[143.72069873829074, -37.89197174673815]"
2985.0,3129.0,3142.0,3967.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.9440519378958, -23.80108803156775]}",AK,"[150.9440519378958, -23.80108803156775]"
255.0,383.0,353.5,1826.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.64927352463954, -38.20880754744711]}",RJ,"[141.64927352463954, -38.20880754744711]"
824.0,1120.0,1548.0,2244.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7271666083364, -37.910746536176255]}",AK,"[143.7271666083364, -37.910746536176255]"
1235.0,1665.0,2472.0,3517.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88958201170522, -37.81211151797993]}",AK,"[143.88958201170522, -37.81211151797993]"
360.5,550.0,762.0,2307.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.73040054335922, -37.884246235294725]}",AK,"[143.73040054335922, -37.884246235294725]"
727.0,1038.0,1435.0,2493.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89003116934728, -37.79971476705908]}",AK,"[143.89003116934728, -37.79971476705908]"
1190.0,1584.0,1748.0,2802.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.32068351655417, -36.75838768970773]}",EG,"[144.32068351655417, -36.75838768970773]"
1889.0,1990.0,2536.0,3449.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7047087262334, -37.93230610299512]}",AK,"[143.7047087262334, -37.93230610299512]"
977.0,1399.0,1907.0,2665.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71683598256902, -37.89322938813592]}",AK,"[143.71683598256902, -37.89322938813592]"
944.0,1151.0,1435.0,1982.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89281594672804, -37.95512331121176]}",AK,"[143.89281594672804, -37.95512331121176]"
1184.0,1433.5,1472.0,1786.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.9138776929131, -27.537271129749254]}",AK,"[152.9138776929131, -27.537271129749254]"
317.0,484.0,548.0,809.5,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95668616342894, -37.75129557324504]}",AK,"[143.95668616342894, -37.75129557324504]"
536.5,1030.0,744.0,4615.5,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [148.53665680798392, -37.72749021821587]}",AK,"[148.53665680798392, -37.72749021821587]"
1298.5,1528.0,1836.0,2608.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.3434474874972, -27.561705305477304]}",AK,"[152.3434474874972, -27.561705305477304]"
2723.0,2731.0,2817.0,3483.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.08192503688076, -37.96266915959836]}",NK,"[147.08192503688076, -37.96266915959836]"
1100.0,1510.0,2041.0,2921.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66886594639703, -37.87813769136271]}",AK,"[143.66886594639703, -37.87813769136271]"
774.0,1086.0,1510.0,2336.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.573932317993, -37.93976211985331]}",AK,"[147.573932317993, -37.93976211985331]"
707.5,986.0,1394.0,2419.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9595607723381, -37.74087511594925]}",AK,"[143.9595607723381, -37.74087511594925]"
