B2,B3,B4,B8,class_3,class_2,.geo,Contributor,coordinates
1390.0,1388.0,1209.0,1546.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34066271011642, -27.55424928861911]}",AK,"[152.34066271011642, -27.55424928861911]"
220.0,363.5,436.5,1036.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9570454895426, -37.7517447308871]}",AK,"[143.9570454895426, -37.7517447308871]"
461.0,629.5,1052.0,1742.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.58881690601828, -38.33753612766144]}",BH,"[141.58881690601828, -38.33753612766144]"
577.0,851.5,1305.0,2095.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9014397734556, -37.81309966479246]}",AK,"[143.9014397734556, -37.81309966479246]"
1066.0,1356.0,1768.0,2894.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.57786660811573, -37.93607902718842]}",AK,"[143.57786660811573, -37.93607902718842]"
1034.0,1251.0,1482.0,2249.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8841921200005, -37.94730796823992]}",AK,"[143.8841921200005, -37.94730796823992]"
706.0,1003.0,1132.0,2156.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.299932433491, -36.760363983332795]}",EG,"[144.299932433491, -36.760363983332795]"
300.0,505.5,630.5,1189.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89362443048375, -37.80860808837186]}",AK,"[143.89362443048375, -37.80860808837186]"
2174.0,2888.0,3219.0,3726.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.59483561842188, -38.335110676394315]}",BH,"[141.59483561842188, -38.335110676394315]"
858.0,1100.0,1451.0,2267.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.57247671641102, -37.93724683705778]}",AK,"[143.57247671641102, -37.93724683705778]"
1349.0,1750.0,2310.0,3170.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89353459895534, -37.95530297426858]}",AK,"[143.89353459895534, -37.95530297426858]"
523.0,847.5,1027.0,1932.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8871565604381, -37.80708095238886]}",AK,"[143.8871565604381, -37.80708095238886]"
754.0,949.0,1088.0,1838.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.20426185573228, -36.75075200979271]}",MB,"[144.20426185573228, -36.75075200979271]"
590.0,850.0,1046.0,2042.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.60178009180072, -37.86924437004993]}",AK,"[147.60178009180072, -37.86924437004993]"
1473.0,2044.0,2985.0,4102.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88913285406315, -37.812291181036755]}",AK,"[143.88913285406315, -37.812291181036755]"
585.0,863.0,1082.0,2426.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88994133781887, -37.42350032606982]}",GW,"[143.88994133781887, -37.42350032606982]"
952.5,1278.0,1916.0,3633.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88670740279602, -37.807440278502504]}",AK,"[143.88670740279602, -37.807440278502504]"
691.0,980.5,1368.0,2608.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.57633032356904, -38.35110068845164]}",RJ,"[141.57633032356904, -38.35110068845164]"
2392.0,2428.0,2201.0,3734.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.9440519378958, -23.801806683795046]}",AK,"[150.9440519378958, -23.801806683795046]"
514.5,872.5,1123.0,1431.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95444037521864, -37.73970730607989]}",AK,"[143.95444037521864, -37.73970730607989]"
997.0,1360.0,1973.0,2863.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6685066202834, -37.87670038690812]}",AK,"[143.6685066202834, -37.87670038690812]"
629.0,930.5,1328.0,1751.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94473857015015, -37.75417018215422]}",AK,"[143.94473857015015, -37.75417018215422]"
770.0,1084.0,1386.0,2581.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8903006639325, -37.79944527247384]}",AK,"[143.8903006639325, -37.79944527247384]"
734.5,965.0,1288.0,2541.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5722970533542, -37.93724683705778]}",AK,"[143.5722970533542, -37.93724683705778]"
1517.0,1905.0,2145.0,2454.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.59061353658655, -38.33645814932049]}",BH,"[141.59061353658655, -38.33645814932049]"
475.0,710.0,753.0,2160.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89083965310297, -37.42565628275171]}",GW,"[143.89083965310297, -37.42565628275171]"
784.5,1063.0,1448.0,2531.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95785397329828, -37.7517447308871]}",AK,"[143.95785397329828, -37.7517447308871]"
2012.0,2427.0,2839.0,2902.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.58818808531942, -38.33735646460461]}",BH,"[141.58818808531942, -38.33735646460461]"
905.0,1452.0,1921.0,2877.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9444690755649, -37.74671416529603]}",AK,"[143.9444690755649, -37.74671416529603]"
1332.0,1588.0,1990.0,2524.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.59403628322988, -37.987732156025295]}",AK,"[143.59403628322988, -37.987732156025295]"
790.0,1079.0,1581.0,2432.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.58478363580346, -37.93473155426224]}",AK,"[143.58478363580346, -37.93473155426224]"
838.5,1547.0,2038.0,2725.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72015974912026, -37.892600567437036]}",AK,"[143.72015974912026, -37.892600567437036]"
692.0,976.0,1404.0,2024.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.59502443004243, -38.00641711393498]}",AK,"[143.59502443004243, -38.00641711393498]"
850.5,1087.0,1255.0,2122.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.74800752292796, -37.05321476595576]}",MB,"[143.74800752292796, -37.05321476595576]"
724.0,1007.0,1264.0,1744.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.3007409172467, -36.77213191355476]}",EG,"[144.3007409172467, -36.77213191355476]"
614.5,980.5,1099.0,2040.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97617960509433, -37.75677529647817]}",AK,"[143.97617960509433, -37.75677529647817]"
798.0,1086.0,1356.0,2666.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8878752126654, -37.79971476705908]}",AK,"[143.8878752126654, -37.79971476705908]"
272.5,507.5,501.5,1051.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96962190352025, -37.75938041080211]}",AK,"[143.96962190352025, -37.75938041080211]"
1085.0,1373.0,1791.0,2464.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72033941217708, -37.893049725079095]}",AK,"[143.72033941217708, -37.893049725079095]"
541.0,938.5,1132.0,1359.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9775270780205, -37.758841421631644]}",AK,"[143.9775270780205, -37.758841421631644]"
1104.0,1478.0,1991.0,2899.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8843717830573, -37.94775712588198]}",AK,"[143.8843717830573, -37.94775712588198]"
1059.0,1401.0,1960.0,2771.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.60149230008807, -37.98566603087182]}",AK,"[143.60149230008807, -37.98566603087182]"
1102.0,1688.0,2303.0,3050.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71485968894396, -37.89251073590862]}",AK,"[143.71485968894396, -37.89251073590862]"
1102.0,1688.0,2303.0,3050.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71485968894396, -37.89251073590862]}",AK,"[143.71485968894396, -37.89251073590862]"
705.5,1163.0,1241.0,1539.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66985409320958, -37.87750887066383]}",AK,"[143.66985409320958, -37.87750887066383]"
497.5,828.0,1087.0,1663.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95623700578687, -37.7570447910634]}",AK,"[143.95623700578687, -37.7570447910634]"
858.0,1118.0,1356.0,1860.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.2990341182069, -36.75928600499185]}",EG,"[144.2990341182069, -36.75928600499185]"
604.5,903.5,1270.0,1814.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96270487583254, -37.734497077432]}",AK,"[143.96270487583254, -37.734497077432]"
1389.0,1687.0,1974.0,2198.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.61621552218395, -38.3530769820767]}",BH,"[141.61621552218395, -38.3530769820767]"
848.5,1189.0,1729.0,2766.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97644909967957, -37.76198552512606]}",AK,"[143.97644909967957, -37.76198552512606]"
848.0,1171.0,1547.0,2331.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.55891215562082, -37.94057060360902]}",AK,"[143.55891215562082, -37.94057060360902]"
643.0,1014.0,1232.0,2270.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.29885445515006, -36.75695038525314]}",EG,"[144.29885445515006, -36.75695038525314]"
680.0,802.0,1020.0,1562.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.86739362418746, -37.55276789545462]}",GW,"[143.86739362418746, -37.55276789545462]"
857.0,1201.0,1726.0,2557.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89272611519962, -37.95494364815493]}",AK,"[143.89272611519962, -37.95494364815493]"
771.5,1119.0,1712.0,2934.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8932651043701, -37.80851825684345]}",AK,"[143.8932651043701, -37.80851825684345]"
895.5,1225.0,1792.0,2670.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.704618894705, -37.8998769212384]}",AK,"[143.704618894705, -37.8998769212384]"
237.0,458.5,510.5,1458.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95282340770723, -37.751205741716625]}",AK,"[143.95282340770723, -37.751205741716625]"
272.5,507.5,501.5,1051.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96962190352025, -37.75938041080211]}",AK,"[143.96962190352025, -37.75938041080211]"
228.0,389.5,351.0,2044.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.41292677338768, -38.26486242117617]}",RJ,"[141.41292677338768, -38.26486242117617]"
390.0,719.0,818.0,2334.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.30631047200825, -36.7656640435091]}",EG,"[144.30631047200825, -36.7656640435091]"
874.0,1235.0,1719.0,2796.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.8948820718815, -37.79998426164431]}",AK,"[143.8948820718815, -37.79998426164431]"
781.0,1122.0,1570.0,2326.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5948447669856, -38.006327282406566]}",AK,"[143.5948447669856, -38.006327282406566]"
787.0,1025.0,1323.0,2323.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.593407462531, -37.92961115714276]}",AK,"[143.593407462531, -37.92961115714276]"
1594.0,1523.0,1501.0,2419.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34102203623007, -27.554878109317997]}",AK,"[152.34102203623007, -27.554878109317997]"
1138.0,1506.0,2020.0,2636.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.59457527240036, -38.00686627157704]}",AK,"[143.59457527240036, -38.00686627157704]"
1012.5,1529.0,1781.0,2192.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6694049355675, -37.87813769136271]}",AK,"[143.6694049355675, -37.87813769136271]"
932.5,1279.0,1791.0,2731.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6468572219361, -37.92296362404028]}",AK,"[143.6468572219361, -37.92296362404028]"
520.5,880.0,912.0,1953.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97635926815116, -37.75677529647817]}",AK,"[143.97635926815116, -37.75677529647817]"
949.5,1206.0,1598.0,2417.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.57202755876895, -37.936977342472545]}",AK,"[143.57202755876895, -37.936977342472545]"
486.0,793.5,846.5,2792.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95749464718466, -37.75201422547233]}",AK,"[143.95749464718466, -37.75201422547233]"
1032.0,1471.0,2003.0,2942.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64577924359517, -37.931497619239416]}",AK,"[143.64577924359517, -37.931497619239416]"
752.0,1010.0,1194.0,2834.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.30181889558767, -36.761082635560086]}",EG,"[144.30181889558767, -36.761082635560086]"
808.0,1223.0,1879.0,2928.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97016089269073, -37.747432817523325]}",AK,"[143.97016089269073, -37.747432817523325]"
497.5,792.0,1039.0,1620.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97052021880438, -37.747612480580145]}",AK,"[143.97052021880438, -37.747612480580145]"
3736.0,3685.0,3728.0,3981.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.19151950154333, -37.974347258291914]}",AK,"[147.19151950154333, -37.974347258291914]"
563.0,776.0,980.5,1800.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95623700578687, -37.75695495953499]}",AK,"[143.95623700578687, -37.75695495953499]"
1721.0,1947.0,2034.0,2892.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.63661642769716, -37.927904358102936]}",AK,"[143.63661642769716, -37.927904358102936]"
1985.0,2297.0,2071.0,2805.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.33940506871866, -27.55469844626117]}",AK,"[152.33940506871866, -27.55469844626117]"
803.0,1044.0,1316.0,3098.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72743610292164, -37.9111058622899]}",AK,"[143.72743610292164, -37.9111058622899]"
820.0,1170.0,1725.0,2715.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95722515259942, -37.75129557324504]}",AK,"[143.95722515259942, -37.75129557324504]"
761.5,1321.0,1663.0,2579.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94473857015015, -37.74689382835285]}",AK,"[143.94473857015015, -37.74689382835285]"
720.0,854.0,1005.0,1232.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.29723748763865, -36.760363983332795]}",EG,"[144.29723748763865, -36.760363983332795]"
4093.0,4084.0,4075.0,4733.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34865771614508, -27.55317131027817]}",AK,"[152.34865771614508, -27.55317131027817]"
617.0,796.0,1028.0,2110.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.13158814924702, -36.73045008437161]}",MB,"[144.13158814924702, -36.73045008437161]"
476.0,639.0,737.0,2394.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.85553586243708, -37.57127319030749]}",GW,"[143.85553586243708, -37.57127319030749]"
651.5,982.0,1211.0,2318.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9776169095489, -37.73261061533535]}",AK,"[143.9776169095489, -37.73261061533535]"
2154.0,2583.0,2635.0,3800.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.94414176942422, -23.801986346851873]}",AK,"[150.94414176942422, -23.801986346851873]"
1167.0,1734.0,2317.0,3094.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71485968894396, -37.89242090438022]}",AK,"[143.71485968894396, -37.89242090438022]"
863.5,1105.0,1558.0,2518.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.677579604653, -37.86951386463517]}",AK,"[143.677579604653, -37.86951386463517]"
830.5,1402.0,1595.0,2107.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9654896532133, -37.753900687568986]}",AK,"[143.9654896532133, -37.753900687568986]"
646.0,932.0,998.0,2512.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.29948327584896, -36.77329972342412]}",EG,"[144.29948327584896, -36.77329972342412]"
1456.0,1688.0,2130.0,4078.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.92322017186794, -27.529006629135353]}",AK,"[152.92322017186794, -27.529006629135353]"
699.0,1068.0,1325.0,1774.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94914031504234, -37.75012776337568]}",AK,"[143.94914031504234, -37.75012776337568]"
670.0,1116.5,1620.0,2750.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.95725717257238, -23.80611859715882]}",AK,"[150.95725717257238, -23.80611859715882]"
3753.5,3671.5,3603.0,3876.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.19062118625922, -37.97299978536574]}",AK,"[147.19062118625922, -37.97299978536574]"
933.0,1200.0,1656.0,2834.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.75170433843843, -38.5852914830216]}",NK,"[146.75170433843843, -38.5852914830216]"
3374.0,3518.0,3308.0,3376.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.67166444662337, -38.561126801878785]}",NK,"[146.67166444662337, -38.561126801878785]"
570.0,787.0,790.0,1912.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.52856282186312, -38.19416500831596]}",AH,"[146.52856282186312, -38.19416500831596]"
1003.0,1375.0,1999.0,2863.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.71485968894396, -37.89269039896545]}",AK,"[143.71485968894396, -37.89269039896545]"
797.0,1047.0,1228.0,2052.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.728603912791, -37.03677559625637]}",MB,"[143.728603912791, -37.03677559625637]"
3247.0,3277.0,3352.0,3846.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.34991535754287, -27.55424928861911]}",AK,"[152.34991535754287, -27.55424928861911]"
882.5,1125.0,1434.0,2344.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5933176310026, -37.92961115714276]}",AK,"[143.5933176310026, -37.92961115714276]"
752.0,1137.0,1373.0,2207.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.84843917169255, -37.86295616306109]}",AK,"[143.84843917169255, -37.86295616306109]"
610.0,1111.0,1324.0,1850.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9655794847417, -37.753900687568986]}",AK,"[143.9655794847417, -37.753900687568986]"
898.5,1124.0,1472.0,2433.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.57184789571212, -37.937606163171424]}",AK,"[143.57184789571212, -37.937606163171424]"
703.0,865.0,889.0,1820.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.40261901902957, -38.23252307094786]}",AH,"[146.40261901902957, -38.23252307094786]"
442.0,694.0,848.0,2276.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.79202497184983, -37.55716964034681]}",GW,"[143.79202497184983, -37.55716964034681]"
516.5,993.0,1052.0,1707.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.9007211212283, -37.81336915937769]}",AK,"[143.9007211212283, -37.81336915937769]"
995.0,1322.0,1652.0,2292.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.31358682580964, -36.74374515057658]}",EG,"[144.31358682580964, -36.74374515057658]"
851.0,1328.0,1705.0,2294.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.66976426168117, -37.87750887066383]}",AK,"[143.66976426168117, -37.87750887066383]"
1173.0,1655.0,2163.0,3313.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64793520027706, -37.922873792511865]}",AK,"[143.64793520027706, -37.922873792511865]"
629.0,930.5,1328.0,1751.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94473857015015, -37.75417018215422]}",AK,"[143.94473857015015, -37.75417018215422]"
2084.0,2327.0,2226.0,2587.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.60193230916644, -38.3357394970932]}",BH,"[141.60193230916644, -38.3357394970932]"
857.5,1175.0,1782.0,3812.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.88751588655174, -37.8066317947468]}",AK,"[143.88751588655174, -37.8066317947468]"
2818.0,2754.0,2522.0,4208.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.9230405088111, -27.529545618305825]}",AK,"[152.9230405088111, -27.529545618305825]"
692.0,1028.0,1318.0,1950.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.5948447669856, -38.00641711393498]}",AK,"[143.5948447669856, -38.00641711393498]"
503.0,649.5,763.0,2220.5,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.9814035565878, -37.96033353985965]}",NK,"[146.9814035565878, -37.96033353985965]"
516.0,818.0,960.5,1530.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95659633190053, -37.75129557324504]}",AK,"[143.95659633190053, -37.75129557324504]"
1679.5,1757.5,1852.0,2899.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.7855708246497, -37.98090495986599]}",NK,"[146.7855708246497, -37.98090495986599]"
735.0,971.5,1357.0,2177.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.55909181867764, -37.940750266665844]}",AK,"[143.55909181867764, -37.940750266665844]"
969.0,1196.0,1538.0,2132.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6007736478608, -37.98530670475817]}",AK,"[143.6007736478608, -37.98530670475817]"
1478.0,1462.0,1682.0,3964.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.92268118269746, -27.529365955249002]}",AK,"[152.92268118269746, -27.529365955249002]"
2620.0,3597.0,4444.0,5022.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [141.36926865057947, -38.262886127551106]}",RJ,"[141.36926865057947, -38.262886127551106]"
879.0,1180.0,1692.0,2394.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.7589806922398, -38.58574064066366]}",NK,"[146.7589806922398, -38.58574064066366]"
872.0,1078.0,1236.0,2214.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.31026305925838, -36.76350808682721]}",EG,"[144.31026305925838, -36.76350808682721]"
527.0,750.0,1136.0,2408.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.59001216157876, -37.902122709448705]}",AK,"[147.59001216157876, -37.902122709448705]"
1060.0,1466.0,1942.0,2900.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.84852900322096, -37.86295616306109]}",AK,"[143.84852900322096, -37.86295616306109]"
272.5,507.5,501.5,1051.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.96962190352025, -37.75938041080211]}",AK,"[143.96962190352025, -37.75938041080211]"
515.5,630.5,835.0,1307.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [147.1355544593427, -37.984138894888815]}",AK,"[147.1355544593427, -37.984138894888815]"
3589.0,3452.0,3373.0,4140.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.35189165116793, -27.554518783204347]}",AK,"[152.35189165116793, -27.554518783204347]"
1240.0,1618.0,2181.0,3054.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.89227695755756, -37.9554826373254]}",AK,"[143.89227695755756, -37.9554826373254]"
567.0,840.0,1140.0,2374.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.32265981017923, -36.75281813494619]}",EG,"[144.32265981017923, -36.75281813494619]"
903.0,1098.0,1467.0,2136.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.58460397274663, -37.935001048847475]}",AK,"[143.58460397274663, -37.935001048847475]"
636.0,1001.0,1338.0,2592.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.30720878729238, -36.75919617346344]}",EG,"[144.30720878729238, -36.75919617346344]"
1077.0,1348.0,1739.0,2355.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72069873829074, -37.891881915209744]}",AK,"[143.72069873829074, -37.891881915209744]"
741.5,1163.0,1599.0,2290.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.72770559750688, -37.893768377306394]}",AK,"[143.72770559750688, -37.893768377306394]"
767.0,865.0,955.0,2206.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.51041685312393, -38.19191922010566]}",AH,"[146.51041685312393, -38.19191922010566]"
643.5,1124.0,1172.0,1647.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.95821329941194, -37.74626500765397]}",AK,"[143.95821329941194, -37.74626500765397]"
654.5,1245.0,1458.0,1951.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.7031815902504, -37.89421753494845]}",AK,"[143.7031815902504, -37.89421753494845]"
755.5,1158.0,1555.0,2343.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97339482771355, -37.73871915926736]}",AK,"[143.97339482771355, -37.73871915926736]"
769.5,1187.0,1607.0,2818.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94150463512733, -37.76009906302941]}",AK,"[143.94150463512733, -37.76009906302941]"
1052.0,1082.0,1074.0,2034.0,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [144.2969679930534, -36.772491239668405]}",EG,"[144.2969679930534, -36.772491239668405]"
974.5,1223.0,1552.0,2293.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.593407462531, -37.92970098867117]}",AK,"[143.593407462531, -37.92970098867117]"
2050.0,2139.0,2159.0,3472.5,2,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [146.98787142663343, -37.96186067584265]}",NK,"[146.98787142663343, -37.96186067584265]"
835.0,1218.0,1671.0,2588.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.6465877273509, -37.92817385268817]}",AK,"[143.6465877273509, -37.92817385268817]"
2257.0,2405.0,2341.0,3844.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [150.95528087894732, -23.801177863096164]}",AK,"[150.95528087894732, -23.801177863096164]"
927.5,1310.0,1761.0,2773.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.64649789582248, -37.92817385268817]}",AK,"[143.64649789582248, -37.92817385268817]"
3012.0,3000.0,2718.0,4220.0,1,1,"{'geodesic': False, 'type': 'Point', 'coordinates': [152.92322017186794, -27.529545618305825]}",AK,"[152.92322017186794, -27.529545618305825]"
520.5,880.0,912.0,1953.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.97635926815116, -37.75677529647817]}",AK,"[143.97635926815116, -37.75677529647817]"
1305.0,2269.0,3083.0,3450.0,0,0,"{'geodesic': False, 'type': 'Point', 'coordinates': [143.94105547748526, -37.751205741716625]}",AK,"[143.94105547748526, -37.751205741716625]"
