system:index,B2,B3,B4,B8,id,.geo
00000000000000000000_0,186.5,278.5,319.5,1928.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.57545030541232,-37.97210147008162]}"
00000000000000000001_0,337.0,439.0,336.0,1978.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7136111961099,-37.948116451995624]}"
00000000000000000002_0,178.0,280.0,273.5,1333.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42102990807217,-37.94308588640455]}"
00000000000000000003_0,516.0,761.0,1028.0,2436.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5626942283778,-37.93598919566001]}"
00000000000000000004_0,659.0,939.0,1272.0,2232.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.54167365072942,-37.92745520046088]}"
00000000000000000005_0,159.0,289.0,207.0,2426.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.68477527548967,-37.90607529669883]}"
00000000000000000006_0,492.5,794.0,1011.5,2864.0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.39264314509398,-38.01620875053188]}"
00000000000000000007_0,153.5,240.0,162.5,2449.0,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.74693869315072,-37.90751260115342]}"
00000000000000000008_0,569.0,870.0,1210.0,2654.0,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5287379106381,-37.980096476110276]}"
00000000000000000009_0,139.5,244.0,235.0,1920.0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5992556604415,-37.96186067584265]}"
0000000000000000000a_0,500.5,760.5,975.0,2947.0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.48696624992655,-37.996805140394905]}"
0000000000000000000b_0,211.0,307.0,226.5,1897.0,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.50053081071675,-38.02105965306613]}"
0000000000000000000c_0,540.5,774.5,1057.0,2165.0,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5287379106381,-37.98593552545706]}"
0000000000000000000d_0,658.0,876.0,1416.0,2492.0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.46073544363026,-38.0569024329025]}"
0000000000000000000e_0,525.0,800.0,964.0,2686.0,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42390451698137,-38.04836843770336]}"
