system:index,B2,B3,B4,B8,id,.geo
00000000000000000000_0,555.0,802.0,792.0,2260.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04553411931022,-38.37149244540115]}"
00000000000000000001_0,461.0,690.0,835.0,2204.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93656847534652,-38.404191121743104]}"
00000000000000000002_0,647.0,945.0,940.0,3190.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04122220594644,-38.41748618794807]}"
00000000000000000003_0,993.0,1448.0,1722.0,3042.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.82418923330317,-38.41730652489125]}"
00000000000000000004_0,143.0,305.0,230.0,2042.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.99190469684828,-38.38514683771977]}"
00000000000000000005_0,656.0,942.0,1384.0,2268.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0710462733792,-38.35711940085524]}"
00000000000000000006_0,172.0,356.0,272.0,2086.0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.94132954635234,-38.41155730707288]}"
00000000000000000007_0,164.0,310.0,262.0,2518.0,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0536189568673,-38.34813624801404]}"
00000000000000000008_0,628.0,866.0,1096.0,2072.0,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.99980987134853,-38.3245105560417]}"
00000000000000000009_0,522.0,712.0,991.0,2056.0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.82185361356446,-38.4049097739704]}"
0000000000000000000a_0,496.0,830.0,1015.0,2508.0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.02118977511057,-38.37427722278193]}"
0000000000000000000b_0,527.5,795.5,1041.0,2224.0,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.81152298779708,-38.39772325169744]}"
0000000000000000000c_0,553.0,938.0,949.0,3072.0,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.03367635755984,-38.36691103745215]}"
0000000000000000000d_0,586.0,912.0,875.0,2746.0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9725010867113,-38.45889852254599]}"
0000000000000000000e_0,303.0,521.0,630.0,2046.0,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.8959646245043,-38.37885863073093]}"
