system:index,B2,B3,B4,B8,id,.geo
00000000000000000000_0,457.0,855.0,1234.0,2640.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7621963301352,-35.88262011921961]}"
00000000000000000001_0,719.0,1111.0,1591.0,2859.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.20344422341287,-34.831321742214534]}"
00000000000000000002_0,757.0,1098.0,1552.0,2194.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.9117658249411,-35.42717427017101]}"
00000000000000000003_0,984.0,1612.0,2602.0,3242.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.17496762890627,-34.51547408831811]}"
00000000000000000004_0,921.0,1406.0,2094.0,2722.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.85103971173464,-35.70098076877064]}"
00000000000000000005_0,1251.0,1960.0,2948.0,3691.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.16697719715947,-34.99634225990729]}"
00000000000000000006_0,559.0,997.0,1740.0,2302.0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.0310620946722,-35.12578949234891]}"
00000000000000000007_0,957.0,1492.0,2350.0,2978.0,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.56438730457208,-35.27625730243893]}"
00000000000000000008_0,1091.0,1711.0,2749.0,3494.0,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.64613399542696,-34.96274526828122]}"
00000000000000000009_0,721.0,1217.0,2180.0,2870.0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.18843778388623,-34.42923582104263]}"
0000000000000000000a_0,924.0,1500.0,2544.0,3238.0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.93359031206336,-34.5086468921588]}"
0000000000000000000b_0,1218.0,2324.0,4294.0,5028.0,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.24827015609043,-34.56560008117198]}"
0000000000000000000c_0,542.5,781.0,1186.0,1757.0,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.02880715789817,-34.40318467780317]}"
0000000000000000000d_0,650.0,1158.0,2402.0,3184.0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.2250890474783,-34.411718673002305]}"
0000000000000000000e_0,496.0,758.0,1180.0,1704.0,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.035095364887,-34.31523961148787]}"
0000000000000000000f_0,626.0,910.0,1290.0,2286.0,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.6730788796687,-34.9964320914357]}"
00000000000000000010_0,204.0,415.0,586.0,2070.0,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.70856233339143,-35.42798275392672]}"
00000000000000000011_0,323.5,512.0,731.0,1871.0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.3527396493517,-34.76547523188857]}"
00000000000000000012_0,593.0,875.0,1080.0,2050.0,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.53500782049954,-35.376329625089845]}"
00000000000000000013_0,549.5,854.5,1096.0,2137.0,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.30234416191257,-34.822697915486984]}"
00000000000000000014_0,1238.0,1832.0,2640.0,3330.0,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.09187803940708,-35.81327017928558]}"
00000000000000000015_0,650.0,946.0,1190.0,2226.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.34555312707872,-35.42600646030166]}"
00000000000000000016_0,361.0,635.0,771.0,1730.0,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.74763904825062,-35.43813371663727]}"
00000000000000000017_0,495.0,745.5,983.5,1965.0,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.19113730402043,-35.587343885329524]}"
00000000000000000018_0,905.0,1554.0,2780.0,3500.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.09340060110821,-34.56065934710932]}"
00000000000000000019_0,1078.0,1594.0,2314.0,3008.0,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.31016407916627,-35.38845688142546]}"
0000000000000000001a_0,928.0,1372.0,1962.0,2436.0,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.72545523501472,-36.01898437934895]}"
0000000000000000001b_0,866.0,1218.0,1556.0,2434.0,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.32102911982227,-35.42277252527882]}"
0000000000000000001c_0,1086.0,1498.0,2008.0,2746.0,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.09071022953773,-36.049616930537425]}"
0000000000000000001d_0,563.0,841.0,1172.0,1850.0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.36881949293743,-35.29898467912715]}"
0000000000000000001e_0,623.5,966.5,1514.0,2250.0,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.24135312840272,-34.616265063196316]}"
0000000000000000001f_0,743.5,1014.0,1232.0,2184.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.98344223605014,-35.67492962553118]}"
00000000000000000020_0,900.0,1422.0,2504.0,3204.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.99845324985864,-35.52607878295257]}"
00000000000000000021_0,1968.0,2448.0,2728.0,4140.0,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.16328953021272,-34.22441993626338]}"
00000000000000000022_0,636.0,941.0,1208.0,2082.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.15277466710668,-35.581864162096394]}"
00000000000000000023_0,325.0,501.5,709.5,1852.0,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.18170499353718,-35.46714930031433]}"
00000000000000000024_0,707.0,1026.0,1356.0,2522.0,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.1057927777472,-35.542967110294015]}"
00000000000000000025_0,892.0,1312.0,2000.0,2746.0,37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.72554506654313,-35.5728810092552]}"
00000000000000000026_0,534.5,737.5,1057.0,1701.0,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.27809879780506,-35.704394366850295]}"
00000000000000000027_0,958.0,1472.0,2254.0,3410.0,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.62035234677273,-35.78703937298929]}"
00000000000000000028_0,902.0,1266.0,1834.0,2386.0,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.45856576410281,-35.36635832543612]}"
00000000000000000029_0,1006.0,1530.0,2459.0,3047.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.8876011437983,-35.114830045882655]}"
0000000000000000002a_0,354.0,516.0,631.0,1496.0,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.46880198405992,-35.748501647300564]}"
0000000000000000002b_0,570.0,889.0,1100.0,2502.0,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.2567097454793,-35.35899214010634]}"
0000000000000000002c_0,853.0,1452.0,2776.0,3574.0,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.45586624396861,-34.283439250430035]}"
0000000000000000002d_0,905.0,1332.0,2034.0,2658.0,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.73156377894674,-35.471191719092865]}"
0000000000000000002e_0,914.5,1361.0,2027.0,2636.0,46,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.9741987371874,-35.59075748340918]}"
0000000000000000002f_0,744.0,1004.0,1354.0,2264.0,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.24772659263812,-35.38710940849928]}"
00000000000000000030_0,1045.0,1491.0,2225.0,2900.0,48,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.3179794221381,-35.017003511442034]}"
00000000000000000031_0,691.0,1013.0,1300.0,2286.0,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.20218200773326,-35.628127399228546]}"
