system:index,B2,B3,B4,B8,id,.geo
00000000000000000000_0,496.0,900.5,1739.0,2550.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.61542076127378,-37.72614274528969]}"
00000000000000000001_0,851.5,1271.0,1749.0,2749.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.56987617636892,-37.73054449018188]}"
00000000000000000002_0,675.0,887.5,1254.0,2019.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5261282220323,-37.754080350625806]}"
00000000000000000003_0,775.0,1108.0,1666.0,2214.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.49432786097447,-37.74779214363697]}"
00000000000000000004_0,674.0,950.0,1390.0,1918.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5028618561736,-37.76369232416589]}"
00000000000000000005_0,609.5,851.0,1165.0,2030.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5261282220323,-37.77033985726837]}"
00000000000000000006_0,708.5,957.0,1135.0,1787.5,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.6170377287852,-37.707817113493654]}"
00000000000000000007_0,585.0,777.0,979.0,2150.0,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5088805685772,-37.646821505701936]}"
00000000000000000008_0,302.0,453.5,576.0,1790.0,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52280445548107,-37.7472531544665]}"
00000000000000000009_0,680.0,955.0,1354.0,2170.0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.47842768044555,-37.6443062229064]}"
0000000000000000000a_0,459.0,774.0,927.0,2896.0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.43701534584764,-37.637479026747094]}"
0000000000000000000b_0,270.0,411.0,513.0,1616.0,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.49872960586666,-37.660386066492144]}"
0000000000000000000c_0,708.0,1023.0,1518.0,2060.0,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4939685348608,-37.76611777543301]}"
0000000000000000000d_0,683.0,972.0,1440.0,2066.0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.39245890775533,-37.701888232618465]}"
0000000000000000000e_0,521.5,754.5,817.5,2387.0,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5546946480673,-37.66981837697539]}"
0000000000000000000f_0,586.0,828.0,1143.0,2025.0,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5239722653504,-37.76638727001824]}"
00000000000000000010_0,890.5,1482.0,1508.0,4804.0,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.54301654937376,-37.66883023016286]}"
00000000000000000011_0,689.0,961.5,1455.0,2213.0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52271462395265,-37.73907848538101]}"
00000000000000000012_0,377.0,593.0,816.0,2494.0,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.42506775256885,-37.63810784744598]}"
00000000000000000013_0,749.5,982.5,1384.0,2027.0,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52693670578802,-37.637658689803914]}"
00000000000000000014_0,523.5,807.0,1268.0,1895.0,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5615218442266,-37.659218256622786]}"
00000000000000000015_0,678.0,935.5,1353.0,2176.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52100782491283,-37.78085014609257]}"
00000000000000000016_0,569.5,817.5,1144.0,2466.0,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.58308141104547,-37.69029996545332]}"
00000000000000000017_0,545.0,763.0,1098.0,1784.0,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.50007707879283,-37.77860435788227]}"
00000000000000000018_0,621.5,842.5,1207.0,2036.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52334344465154,-37.72290881026686]}"
00000000000000000019_0,731.0,1016.0,1377.0,2162.0,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5802068021363,-37.70584081986859]}"
0000000000000000001a_0,624.0,919.0,1372.0,1966.0,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.47447509319542,-37.67718456230518]}"
0000000000000000001b_0,624.5,832.5,1158.0,1962.0,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.53160794526542,-37.771507667137726]}"
0000000000000000001c_0,852.0,1530.0,1774.0,2092.0,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.45812575502447,-37.62858570543431]}"
0000000000000000001d_0,482.0,782.5,1028.5,2150.0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5811051174204,-37.69488137340233]}"
0000000000000000001e_0,682.5,952.0,1383.0,2228.0,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52864350482784,-37.73009533253982]}"
0000000000000000001f_0,607.0,858.0,1320.0,1952.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.49037527372434,-37.76423131333636]}"
00000000000000000020_0,721.5,1010.0,1480.0,2193.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.52415192840724,-37.73961747455148]}"
00000000000000000021_0,257.0,404.0,497.0,1630.0,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4945075240313,-37.65742162605455]}"
00000000000000000022_0,586.5,810.5,1129.0,1922.0,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.57688303558507,-37.779143347052745]}"
00000000000000000023_0,810.0,1240.0,1730.0,2994.0,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4127608331764,-37.651762239764594]}"
00000000000000000024_0,666.0,968.0,1441.0,2483.0,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5568506047492,-37.73207162616488]}"
00000000000000000025_0,1154.0,1469.0,1561.0,1918.0,37,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.56789988274386,-37.65831994133867]}"
00000000000000000026_0,470.0,734.0,1158.0,1912.0,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.45453249388797,-37.706110314453824]}"
00000000000000000027_0,557.5,835.0,1357.0,2171.0,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.54445385382834,-37.66092505566261]}"
00000000000000000028_0,719.0,979.5,1395.0,2315.0,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.57930848685217,-37.71680026633485]}"
00000000000000000029_0,609.5,860.0,1220.0,1995.0,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.55199970221494,-37.78327559735969]}"
0000000000000000002a_0,592.5,829.5,1233.0,1952.0,42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.61039019568273,-37.742132757347015]}"
