system:index,B2,B3,B4,B8,id,.geo
00000000000000000000_0,1214.0,1598.0,2118.0,2714.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6819904981089,-36.4499960526695]}"
00000000000000000001_0,1062.0,1382.0,1880.0,2654.0,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.0518269005809,-36.601092683458404]}"
00000000000000000002_0,307.0,463.0,625.0,1780.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.43827298724543,-36.90669954311586]}"
00000000000000000003_0,300.0,398.0,508.0,1586.0,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93333454032367,-36.722455078342946]}"
00000000000000000004_0,517.0,727.0,976.0,1698.0,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.08425150805576,-36.878851769308156]}"
00000000000000000005_0,976.0,1312.0,1942.0,2808.0,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.88339278480848,-36.34902541473446]}"
00000000000000000006_0,769.0,987.0,1346.0,2216.0,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.18567587791472,-36.60217066179934]}"
00000000000000000007_0,195.5,316.5,317.0,1725.0,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.90261673188866,-36.85504641427899]}"
00000000000000000008_0,785.0,1038.0,1392.0,2172.0,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4693592703578,-36.5935468350718]}"
00000000000000000009_0,1108.0,1454.0,2000.0,3008.0,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.012565948383,-37.25066446540523]}"
0000000000000000000a_0,156.0,295.0,236.0,1992.0,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.20346252054028,-36.777521805259475]}"
0000000000000000000b_0,949.0,1180.0,1534.0,2170.0,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.27738929414147,-36.70727355004133]}"
0000000000000000000c_0,264.0,401.0,479.0,1910.0,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93746679063062,-36.735750144547914]}"
0000000000000000000d_0,478.0,676.0,774.0,2448.0,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04885788586145,-37.23188967596713]}"
0000000000000000000e_0,822.0,1160.0,1660.0,2434.0,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6842362863192,-36.77177258744111]}"
0000000000000000000f_0,749.0,954.0,1296.0,2028.0,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9124936257321,-36.876695812626274]}"
00000000000000000010_0,1050.0,1350.0,1776.0,2366.0,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.40180596099202,-36.544319157502045]}"
00000000000000000011_0,959.0,1422.0,2074.0,2558.0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.94923929513445,-36.342647376217215]}"
00000000000000000012_0,290.0,446.0,586.0,1588.0,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.1081512688952,-36.41208714767966]}"
00000000000000000013_0,444.0,661.0,919.0,1974.0,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.94887539473896,-36.635408327311765]}"
00000000000000000014_0,941.0,1240.0,1728.0,2514.0,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.93746679063062,-36.489971082812815]}"
00000000000000000015_0,1013.0,1272.0,1696.0,2486.0,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7219655282522,-36.57549069786099]}"
00000000000000000016_0,887.0,1158.0,1540.0,2408.0,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.57167738121902,-36.521951106927474]}"
00000000000000000017_0,1064.0,1414.0,1908.0,2504.0,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.29472677912497,-36.65005086644292]}"
00000000000000000018_0,387.0,503.0,603.0,1650.0,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.91482924547083,-36.934367653866744]}"
00000000000000000019_0,766.0,1026.0,1484.0,2508.0,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.35482407163255,-36.97982240724319]}"
0000000000000000001a_0,987.0,1304.0,1826.0,2722.0,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.82176378203604,-37.154904056118085]}"
0000000000000000001b_0,549.0,853.5,1542.0,2211.0,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.75519861948277,-36.553392141871655]}"
0000000000000000001c_0,600.0,834.0,1060.0,2498.0,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97887912522853,-36.99365646261863]}"
0000000000000000001d_0,102.5,209.0,119.5,2056.0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.881326659655,-36.7431163298777]}"
0000000000000000001e_0,282.0,405.0,466.0,1786.0,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.85437262684957,-36.78722361032796]}"
0000000000000000001f_0,704.5,926.0,1250.0,1887.0,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.99855222995075,-37.044770602285034]}"
00000000000000000020_0,331.0,445.0,561.0,1410.0,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.94636011194342,-36.68490549946675]}"
