system:index,B2,B3,B4,B8,class,.geo
1_00000000000000000003_13_0,1517.0,1611.0,1762.0,2086.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34461529736654,-27.562513789233012]}"
1_00000000000000000003_14_0,1723.0,1905.0,1936.0,2368.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34479496042337,-27.56233412617619]}"
1_00000000000000000003_15_0,1821.0,1960.0,1934.0,2375.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34488479195178,-27.5624239577046]}"
1_00000000000000000003_16_0,1394.0,1478.0,1560.0,1897.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34434580278133,-27.5624239577046]}"
1_00000000000000000003_17_0,1517.0,1611.0,1762.0,2086.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34461529736654,-27.562513789233012]}"
1_00000000000000000003_18_0,1992.0,2012.0,1958.0,2561.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3449746234802,-27.562513789233012]}"
1_00000000000000000003_19_0,1960.0,1942.0,1962.0,2551.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3450644550086,-27.5624239577046]}"
1_00000000000000000004_0_0,3910.0,3776.0,3880.0,4485.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3500950205997,-27.55362046792023]}"
1_00000000000000000004_1_0,4794.0,4616.0,4652.0,5076.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3509035043554,-27.552901815692934]}"
1_00000000000000000004_2_0,2873.0,2925.0,2890.0,3602.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35126283046904,-27.55406962556229]}"
1_00000000000000000004_3_0,4251.0,4233.0,4302.0,4694.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34991535754287,-27.55326114180658]}"
1_00000000000000000004_4_0,3247.0,3277.0,3352.0,3846.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34991535754287,-27.55424928861911]}"
1_00000000000000000004_5_0,3706.0,3604.0,3447.0,4317.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35045434671335,-27.554339120147525]}"
1_00000000000000000004_6_0,3577.0,3801.0,3692.0,4373.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35063400977015,-27.55362046792023]}"
