system:index,B2,B3,B4,B8,class,.geo
1_000000000000000001cc_8_0,1372,1930,2740,3628,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0731123985327,-36.25164803793591]}"
1_000000000000000000ae_7_0,349,342,365,537,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.9654089702486,-38.60945616416441]}"
1_000000000000000001a5_8_0,665,918,1062,2230,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04867822280463,-37.63927565731533]}"
1_00000000000000000005_6_0,1400,1552,1736,2974,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.52002425238214,-38.56265393786179]}"
1_00000000000000000027_9_0,179,330,341.5,1584,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16689193991292,-37.28911235956554]}"
1_000000000000000000c4_8_0,290,455,504,1692,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.37521582858207,-37.63181964045714]}"
1_00000000000000000045_9_0,1322.5,1571.5,1831,2326,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.48885728630503,-36.08078847089637]}"
1_0000000000000000004a_4_0,740,1082,1060,3597,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.88500975231992,-38.30366964145013]}"
1_0000000000000000005f_7_0,999,1312,1728,2446,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.41437322640598,-37.81300983326405]}"
1_00000000000000000085_4_0,2614.5,2788,2855,3463,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.89292407538386,-37.86169852166333]}"
1_00000000000000000104_0_0,1345,1369,1517,2598,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16626311921402,-38.156974755553414]}"
1_000000000000000000a4_2_0,484,815.5,1032,1508,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.88482551498123,-37.11025778649734]}"
1_00000000000000000018_6_0,134,180,206,863,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42237738099834,-37.765039797092065]}"
1_00000000000000000199_7_0,975,1684,2176,3294,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.62853159014008,-37.09444743749684]}"
1_00000000000000000136_5_0,960,1278,1738,2514,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.29212166480102,-36.273027941697954]}"
1_00000000000000000026_1_0,798,1150,1632,2876,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.70327142177882,-37.512523370726065]}"
1_000000000000000001b6_5_0,1005.5,1508,1980,2405,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.80244085486376,-37.05896398377412]}"
1_00000000000000000114_1_0,594,821,1016,1434,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.88707130319153,-37.429608870001836]}"
1_00000000000000000091_9_0,7256,6924,6782,7128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.6035721480871,-38.627422469846806]}"
1_00000000000000000170_4_0,1961,2524,3081,3864,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.20434253869698,-34.93983822853617]}"
1_000000000000000000ed_2_0,639.5,975.5,1436,2658.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.23481372395605,-36.991141179823096]}"
1_0000000000000000012c_3_0,644.5,884.5,1209,1804,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38419440714142,-37.78462307028587]}"
1_000000000000000001eb_6_0,851.5,1211,1691,2316,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.00170090772704,-36.146634981222334]}"
1_000000000000000001d6_0_0,1035,1334,1559,4334,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5642122157971,-38.620235947573846]}"
1_000000000000000001cc_6_0,1396,1948,2766,3680,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0731123985327,-36.251827700992735]}"
1_0000000000000000011c_9_0,250,360,381,1572,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0065472359794,-37.221199724086105]}"
1_000000000000000000d1_5_0,200.5,361,357,1512,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.35149573079946,-37.56660195083006]}"
1_00000000000000000090_4_0,459.5,647,803.5,1963,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.74315662039373,-37.562379868994704]}"
1_0000000000000000015d_8_0,919,1371,2051,2692,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.43314801584407,-36.14528750829616]}"
1_0000000000000000013a_4_0,233,450,463,1890,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.52029374696738,-37.73171230005123]}"
