Ref,Sites,date,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_B8A,Band_11,Band_12,Area_in_m2
Ollivier,,2019-01-01,588.0,796.0,1102.0,1326.0,1719.0,2094.0,2346.0,2423.0,2579.0,2534.0,2801.0,2124.0,302.3113435494922
Ollivier,,2019-01-01,554.0,742.3841059602648,1054.0331125827813,1433.8807947019868,1691.3841059602648,1855.0397350993378,2012.4900662251653,2162.688741721854,2238.4834437086092,2251.569536423841,3122.860927152318,2234.1258278145697,2158.126545635259
Ollivier,,2019-01-01,783.0,911.7000000000002,1188.3,1523.8,1834.8,2054.0,2232.2999999999997,2389.7000000000003,2591.2,2501.7,3499.6000000000004,2712.1,573.0429770398476
Ollivier,,2019-01-01,596.3333333333334,824.0555555555557,1203.6666666666667,1684.888888888889,2015.2777777777778,2199.8333333333335,2388.2222222222226,2593.055555555556,2765.0,2675.777777777778,3920.777777777778,2853.5555555555557,279.5160534262915
Ollivier,,2019-01-01,590.0,724.0,1116.0,1416.0,1708.0,1885.0,2001.0,2112.0,2394.0,2178.0,3280.0,2457.0,427.08986166681075
Ollivier,,2019-01-01,652.6060606060606,804.1818181818182,1064.5757575757577,1410.787878787879,1637.9696969696972,1766.636363636364,1901.9696969696972,2027.4545454545457,2309.1515151515155,2146.1212121212125,3372.9090909090914,2695.848484848485,474.67555734815886
Ollivier,,2019-01-01,737.8749999999999,989.3125,1287.1041666666665,1711.1041666666665,1981.2708333333333,2083.25,2249.083333333333,2398.791666666667,2550.1041666666665,2513.6041666666665,3785.25,2973.3749999999995,662.9330544884758
Ollivier,,2019-01-01,732.6862745098039,955.1764705882352,1249.5882352941176,1666.2549019607843,1950.470588235294,1990.9607843137253,2142.2745098039213,2282.4901960784314,2391.607843137255,2384.0588235294117,3508.235294117647,3006.196078431372,731.1201630199859
Ollivier,,2019-01-01,655.0,683.0,930.0,1280.0,1459.0,1525.0,1634.0,1749.0,1939.0,1826.0,2748.0,2147.0,278.4472350589052
Ollivier,,2019-01-01,815.0,932.0,1195.0,1614.0,1846.0,1970.0,2136.0,2299.0,2667.0,2431.0,3583.0,3006.0,79.70250381990208
Ollivier,,2019-01-01,615.0,731.0,964.0,1354.0,1579.0,1670.0,1848.0,2001.0,2103.0,2138.0,3708.0,3010.0,168.34681607048785
Ollivier,,2019-01-01,634.0,786.0,1047.0,1382.0,1606.0,1814.0,1945.0,2070.0,2229.0,2174.0,3038.0,2791.0,217.31095220844165
Ollivier,,2019-01-01,561.0,591.0,826.0,1119.0,1417.0,1577.0,1739.0,1864.0,2136.0,1988.0,3048.0,2339.0,75.95281003897871
Ollivier,,2019-01-01,587.8888888888889,704.4444444444443,970.5555555555554,1274.4444444444443,1550.6666666666667,1810.2222222222222,1960.1111111111109,2096.6666666666665,2236.5555555555557,2200.0,3124.3333333333335,2558.3333333333335,117.27117424539374
