system:index,AreaM2,B11,B12,B2,B3,B4,B8,class,FEATURETYP,.geo
00000000000000000d70_0,299.6842253,3994,3196.5,3057,3059,2969,4878,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97860963064332,-38.430421928039394]}"
00000000000000001034_0,531.2940647,761,418,39,155,134,600,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6368950708461,-38.49968203644501]}"
00000000000000000fb1_0,1222.42101,2428,1416,705,1030,931,4464,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.62324067852748,-38.53238071278696]}"
00000000000000000ea1_0,328.0264104,3925,3305,1270,1638,1820,3008,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.23643069146746,-38.11682006235327]}"
00000000000000000b11_0,616.126734,3712,2863,1706,2398,2708,3694,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.0047323082838,-36.14043660576191]}"
00000000000000000bfd_0,815.5411515,1902,1127,368,620,608,2712,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.07922551674653,-37.16739063856735]}"
00000000000000000e6c_0,2083.325907,2112,1442,253,354,403,1130,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.64992979102954,-37.947397799768325]}"
00000000000000000402_0,803.9651288,1367.5,731,898,1483,1853,1780,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.08469609141596,-37.64574352736099]}"
0000000000000000062f_0,1201.080354,1426.5,975,187.5,271,363,677,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.58497702170584,-36.14277222550062]}"
00000000000000000bc5_0,615.1828608,941,438,194,279,257,1820,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.3660575869659,-37.710242564760776]}"
00000000000000000dc0_0,156.1952051,1702,859,275,562,369,3073,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.40863773143317,-38.13307956899583]}"
00000000000000000899_0,708.5033528,2144,1432.5,365,655.5,787.5,1603,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.10033592592336,-36.71041765353575]}"
00000000000000000216_0,4291.973726,2025,1727,440,783,661,486,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.85265667924605,-34.699898216147844]}"
00000000000000000e00_0,325.7950286,1689,858,448,895,639,4972,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.2420900777574,-38.24123672920383]}"
0000000000000000049b_0,4142.496258,3775,2779,872,1190,1636,2486,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.86964398667962,-37.33834003713529]}"
0000000000000000137c_0,182.2231614,1748,820,266,568,376,3972,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.49397768342453,-38.66398390191047]}"
0000000000000000010e_0,765.2073236,905.5,557,363.5,650,672,658.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5111172082238,-37.6570622999409]}"
00000000000000000be4_0,456.3660453,2341.5,1548.5,597.5,990.5,1128,2697,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0228965741504,-37.362594549806516]}"
00000000000000000575_0,1439.438252,4311,3655,1320,1904,2512,3408,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.77577461377098,-36.23422072142399]}"
00000000000000001131_0,1382.596646,2818.5,2045,555.5,935,1671,2538,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.7507070430622,-36.69532595676254]}"
00000000000000000c1d_0,1448.828858,4025,3011,1364,1872,2380,3442,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.82563111203962,-36.48736596848887]}"
00000000000000000895_0,870.5414091,2663.5,1632.5,389.5,615,705,2652.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.99146011348807,-36.776533658446944]}"
00000000000000000b70_0,964.5993126,1247,666.5,272.5,408.5,356.5,1967,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3746768394116,-37.94605032684215]}"
0000000000000000069c_0,1000.959722,2248.5,1687,1571,2268,2841,2774,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.48032329110592,-36.35109153988794]}"
00000000000000000635_0,1606.285082,3465.5,2372,773.5,1095,1357,2994,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.6943918233116,-36.109444728459785]}"
000000000000000001f5_0,1175.003441,3737,2851,667,1030,1722,2554,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.38571239456073,-35.09210266919443]}"
000000000000000004d3_0,3715.08,2636.5,1414,362.5,589.5,757,2995,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.22788754770463,-37.22596079509194]}"
000000000000000011c8_0,745.0717239,3924,3194,4529,4509.5,4330,5902,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.76749639031152,-37.92395177085281]}"
00000000000000001141_0,1777.216915,3338.5,2592,967,1458,2004,2876,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.00276973750428,-36.44164172052719]}"
00000000000000000c9c_0,901.0824672,1440,760,282,419.5,420,1944,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.54427876505338,-37.88676151809026]}"
00000000000000000342_0,389.71612,1918,1076,266.5,410,381.5,2682,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2548370062282,-38.058249905828674]}"
00000000000000001369_0,766.8662104,1448.5,895,509,790,1051,1776,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90781781197285,-38.33538017097955]}"
00000000000000000752_0,891.2421144,2226.5,1586,1416,1601,1267,4014,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.63670625922558,-38.38164340811171]}"
0000000000000000057b_0,1279.600005,3057,2349,857,1200,1561,3001,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.76301853673647,-36.164511455376314]}"
00000000000000000d1f_0,468.6154994,822,432,128,233,389,841,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5768876098669,-37.79306723395659]}"
00000000000000000d03_0,458.8462585,1710,954,289.5,501,413,2644,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.13240120728457,-37.651043587537295]}"
00000000000000000cc6_0,624.3942468,2546,1793.5,586.5,1074,1302,1645,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.21172244687233,-37.56444599414817]}"
000000000000000008f8_0,851.7319104,3376,2646,1126,1512,2062,2910,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.8293142047045,-36.48745580001728]}"
00000000000000000c1b_0,376.7114019,3106,2362,536,837,965,1750,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.72708592537168,-36.531473248939136]}"
0000000000000000096c_0,927.1986359,1862.5,1244.5,461.5,623,890.5,1113,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.68287509054747,-37.12436133645802]}"
00000000000000000e45_0,1540.019647,2305,1719.5,343.5,555,532,2642,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1988765383094,-38.27106079663659]}"
0000000000000000086b_0,1501.296466,2556,1505,289,481,581,2066,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.25187714007245,-37.054562238881935]}"
00000000000000000179_0,856.7126175,2034,1152,299,538,531,1738,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.75898526652165,-36.233232574611456]}"
000000000000000001b4_0,480.4598937,3083.5,1848.5,459,753.5,818.5,2852,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.49362750587457,-37.744737871670964]}"
00000000000000000b10_0,520.2224403,3665,2728.5,738,1141,1476,2809,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.99637797614147,-36.14465868759727]}"
00000000000000000ec7_0,654.2601242,2514,1730,300,524,369,1688,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.09485620269024,-38.08645700575003]}"
0000000000000000056e_0,2518.970857,2797,1927,936,1339,1779,2528,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15881167663767,-36.33707782145567]}"
0000000000000000042d_0,1622.974666,2187,1945.5,878,1073,1334,1934,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9019833369079,-37.53444226365858]}"
000000000000000010b1_0,1163.010263,3065.5,2373,982.5,1396,1744,2761,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.7675055388752,-36.94254232295223]}"
0000000000000000030d_0,491.3396662,2349.5,1351,469,720,875,3019,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.33119380537838,-38.27923546572208]}"
00000000000000000233_0,3179.013,4681.5,4215,889.5,1401,2200,2895,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.58540330793863,-34.51295880552257]}"
000000000000000009d2_0,901.0647768,2635,2101,1051,1540,2013,2404,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.37008628289888,-36.69011572811465]}"
000000000000000006a8_0,314.9938818,2670.5,1868.5,636,1030,1153,2717,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72725643986482,-38.00542896712245]}"
000000000000000008f3_0,2249.470673,804,486,97,144,160,375,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.94726300150938,-36.679785102347275]}"
000000000000000000a6_0,186.6373353,1609,832,368,736,565,3068,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.1614928996445,-38.29396783638164]}"
00000000000000001194_0,699.2060967,4083,3293,1252,1656,2162,3238,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1591664284695,-35.90067625643041]}"
000000000000000002d7_0,826.3415569,3837,2750,1030,1534,2146,3076,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.98309663278206,-35.72307932475998]}"
000000000000000009c5_0,2333.268528,1405,1188,883.5,1544,2292,2024,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.39676624683725,-36.6679273405969]}"
0000000000000000116c_0,2212.834801,1935,1604,1021,1678,1317,647,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.33613453944102,-36.25003107042449]}"
0000000000000000036b_0,3412.990224,882,558.5,318.5,469,438.5,1156,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.87233893253196,-37.83789316663416]}"
00000000000000000966_0,859.6502004,3395,2762,766,1344,2029,2868,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.13373953164705,-37.090494850246714]}"
00000000000000000ccf_0,74.94344072,2201.5,1248,444.5,709,736,3052,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.29661324122162,-37.57872920716568]}"
00000000000000001005_0,243.4507615,1575,717,257,605.5,355.5,3849.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.90863544429226,-38.44138137450565]}"
000000000000000008b8_0,91.11166997,4057,2740,793,1146,1644,2846,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2129800882701,-36.92789978382108]}"
00000000000000000e66_0,603.2447494,1524,829,307,677,524,2714,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7881713646918,-38.16982066411632]}"
00000000000000000a33_0,860.8770875,2778.5,1959.5,914,1341,1650,2415,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.67523941063243,-37.09831019321856]}"
00000000000000000219_0,2789.151223,4626,3695,772,1266,1910,3340,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.42281281579486,-34.96319442592328]}"
00000000000000000715_0,2406.022645,3088.5,2527,843,1290,1431,1815,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.42030210728117,-36.300875715505654]}"
00000000000000000470_0,209.4113609,2269.5,1409.5,564.5,924,889,3851,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.54068092963504,-37.4826993032933]}"
000000000000000004d5_0,1204.514957,1278.5,753,350.5,643.5,676,1307,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.35760427473147,-37.22658961579082]}"
00000000000000000a2f_0,1116.455217,3668.5,2876.5,1214,2093,2772,2965,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.95722057831756,-37.05950297294459]}"
00000000000000000fee_0,538.5851606,1157,794,406,692,729,1620,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7514348438532,-38.385865489947065]}"
00000000000000000f33_0,324.4666449,1896,941,411,761,569,4256,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.00538400039193,-38.68994521362153]}"
00000000000000000738_0,307.3557514,1712.5,876.5,225,446,395.5,2674,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88580908751192,-37.7021577272037]}"
00000000000000001205_0,1294.859002,1452.5,867,1121.5,1514,1115,604.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.92254560835053,-37.77402294993326]}"
00000000000000000df4_0,441.4746633,2197,1529,896,1282,1474,2164,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.68244423003281,-38.167485044377614]}"
00000000000000000127_0,929.8655636,1665,814,296,607,434,2364,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.14972496942252,-37.9892592920083]}"
00000000000000000c10_0,1360.233786,3840.5,2600.5,1106,1885,2298,3212,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42830626187353,-37.19326211874999]}"
0000000000000000102d_0,1745.669552,838,402,104,161,122,332,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.13276510768006,-38.40778438287958]}"
00000000000000000d56_0,262.2298792,2251,1419.5,626.5,1051.5,1194,2638,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15288279576248,-37.49815032618015]}"
00000000000000000fc5_0,2102.457862,1379,868,276.5,461,508.5,1227.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.92678141303145,-38.57190658528822]}"
00000000000000000e31_0,234.0323953,2378.5,1164.5,517,1035,740.5,4510,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.9233678149518,-38.28938642843263]}"
00000000000000000d00_0,367.6537245,1744,927.5,321,551.5,493,3093,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.35662070220081,-37.6390061627301]}"
000000000000000011f9_0,154.6709598,1639,796,251,616,354,4728,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.01102966383633,-38.450723853460495]}"
00000000000000000dfa_0,746.8014149,1620,880,371,668,555,2911,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.14399404873157,-38.24384184352777]}"
0000000000000000083f_0,977.7739598,2306,1469,662,1072,1230,2846,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4175264784641,-37.11870195016807]}"
00000000000000000552_0,633.6661906,2806,1704,605.5,908,1295,2982,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.362374494301,-36.44227054122607]}"
00000000000000001196_0,980.2280787,4031,2996,928,1278,1904,2906,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.05011095297738,-35.93885465600549]}"
0000000000000000115e_0,1008.269538,3837.5,3071.5,729,1114,1656,2556,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.62961414276288,-36.32872348931336]}"
000000000000000006c4_0,646.5516691,1900,1418,285,588.5,653,650.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.40826468247397,-36.861693947381475]}"
00000000000000000a7b_0,1673.958624,2235.5,1889,431,896,1198,590.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57714795588845,-36.359625535087076]}"
0000000000000000038f_0,1584.217978,2696,2035,541,865,1152,2022,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.7402865857664,-37.6637996645718]}"
0000000000000000113e_0,934.3928941,2460.5,1780.5,811.5,1303,1785,2352,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94159446665574,-36.51224930185898]}"
0000000000000000074b_0,831.2557238,1044.5,757.5,1283,1497,1775,2487,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8174472943904,-38.27896597113684]}"
00000000000000000118_0,541.7817648,3573,2260,724,1024,1176,2316,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.3854428999755,-37.3842439481538]}"
00000000000000000c1a_0,1594.002853,4141,2776,818,1162,1678,2854,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.8219480193747,-36.562465126241264]}"
0000000000000000035b_0,723.0478168,2682,1944.5,580,818,1025,2266,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14560186767926,-37.91685508010826]}"
00000000000000000406_0,710.0785799,1525.5,709,230.5,499,289.5,3814.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.13859500846314,-37.63972481495739]}"
00000000000000000534_0,1024.679983,3257,2737,1418,2104,2580,1990,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.92282882578132,-36.44882824280014]}"
00000000000000000f67_0,555.1328117,568.5,258.5,105.5,233.5,173.5,819,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.89659801948505,-38.71572686227575]}"
000000000000000012aa_0,153.3635972,6961,5870,9088,8840,8544,9616,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3145703983403,-38.11367595885885]}"
000000000000000005ec_0,1073.670751,3781.5,3064.5,935.5,1325,2003,3221,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.15701504606943,-36.556266750780836]}"
00000000000000000eff_0,505.8885252,1782.5,934,358,729.5,579,4368,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.16492022056968,-38.30780189175708]}"
00000000000000000db6_0,217.8895168,2304,1340,1092,1328,1064,4720,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.84117196645488,-38.35289731901988]}"
00000000000000000e2b_0,109.1509564,1530,855,361,792,481,3996,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7067839999506,-38.3140002672175]}"
00000000000000000499_0,344.8953943,3756,3000,2118,2363,2388,4715,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.60769524983036,-37.426285103450596]}"
00000000000000000a5a_0,4084.70756,3664.5,2694.5,596,941,1523,2748,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.0951119744299,-36.27105164807289]}"
00000000000000000803_0,127.8470775,2360.5,1234,358,671,586.5,3319,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8504154653176,-37.68697619890208]}"
000000000000000000ef_0,441.2206033,1112,968,659,855,1110,2020,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.45982340550057,-38.394040159032556]}"
0000000000000000134e_0,2351.073945,1249.5,687,154,235.5,217.5,1023,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.68027455050537,-37.66496747444115]}"
0000000000000000052e_0,4801.433546,784,620,1358,2070,2830,3248,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.85222124444954,-36.51719003592164]}"
00000000000000000913_0,2061.550223,4781,3757,1646,2128,2898,3958,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.32823393922263,-36.7649453912818]}"
000000000000000005b7_0,690.6865669,2849,2062,650,947,1410,2402,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.66824627426186,-36.06911037220282]}"
00000000000000000e86_0,387.1221846,2558,1871,779,1166,1704,2470,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77748598709266,-38.05537529691949]}"
000000000000000004fe_0,381.8995205,2207,1525,677,1076.5,1283,3109,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20030926848216,-38.23189425024898]}"
00000000000000000875_0,809.0035976,2116,1167,458,890,874,2490,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.92166101591198,-37.00740068646566]}"
00000000000000000c7d_0,1911.092473,3219.5,2478.5,904,1274,1460,1953,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1424714870304,-37.84912210768565]}"
00000000000000000dbf_0,739.5104574,1911,1086,358,597,519,3143,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.39201889867695,-38.13397788427995]}"
00000000000000000b52_0,534.8677539,2049,1086.5,312,646,447,4345,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.24765505823711,-38.12706085659223]}"
000000000000000001dc_0,895.467538,3205,2254,700,1054,1250,2850,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.83426408733087,-37.76072788372829]}"
0000000000000000129f_0,2840.721138,350,212,358,305,204,755,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.39155601818933,-38.5770269824077]}"
00000000000000000e44_0,309.8618565,2467.5,1428,572,896,950.5,2727,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.04589344542387,-38.29262036345546]}"
00000000000000000db5_0,802.2138276,1723,903,187,346,299,1782,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.83946516741506,-38.35738889544048]}"
00000000000000000223_0,2573.660846,4868,4195,1408,2274,3064,3930,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5712145007314,-35.062997253988954]}"
0000000000000000023a_0,737.5505302,4951,4368.5,1081,1769,2898,3662,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.9600906129449,-34.26152035749752]}"
000000000000000000f8_0,714.8725346,1606,772,759,1282,1436,3140,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.55369735269107,-38.09579948470487]}"
00000000000000000a92_0,901.4756104,3254.5,2443,1098,1535,2002,3185,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.6845818895873,-36.77662348997536]}"
0000000000000000130d_0,199.0767646,2240.5,1223,443.5,785.5,678.5,3689,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9037753931943,-38.234499364572926]}"
000000000000000007fb_0,108.480464,1540,734,295.5,614.5,512,2565,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.91689079634244,-37.712847679084724]}"
00000000000000000cb8_0,80.63235766,2420,1504.5,388,599,634.5,3259,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.03592214577014,-37.54755766680673]}"
0000000000000000084d_0,4704.203193,3046.5,2254,715,1115,1404,1711,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.97798080994443,-37.20179611394912]}"
000000000000000011fa_0,734.1715514,949,432,27,116,123,588,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.00240583710877,-38.42440321563579]}"
000000000000000007db_0,535.9713121,1252.5,770.5,269,423,452.5,1881.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8685614340568,-37.51979972452744]}"
0000000000000000062c_0,1572.792117,3481.5,2799,1411,2200,2893,3032,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.54958339951153,-36.10369551064142]}"
00000000000000000e3b_0,431.7237351,2667,1650.5,601.5,852.5,1035,2669,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.5782350827931,-38.28327788450062]}"
00000000000000000f07_0,1328.962461,1046,489,203,262,340,657,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.48050295416274,-38.2606403393408]}"
00000000000000000331_0,487.5506924,3064,2169,1181.5,1433,1695,2805,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.66931967832096,-37.80779960461616]}"
000000000000000007be_0,2147.371417,1621.5,910,285,566.5,368,4232,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8797005435799,-37.86403414140204]}"
0000000000000000010b_0,2059.560521,967.5,546.5,186,230,215,634,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.5247716005424,-37.70081025427752]}"
000000000000000007f4_0,27.74383625,1134.5,719,515,704,671,1737,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9384503631613,-38.37688233710587]}"
000000000000000006e3_0,695.4550436,1778.5,1038,873.5,1459,1552,3399,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72393267331358,-38.46365959355182]}"
00000000000000000f54_0,607.7820182,2306,1285.5,471.5,919,611,6416,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.91159988472984,-38.69138251807612]}"
00000000000000000ab1_0,783.741252,3132,2413.5,1044,1508,2150,2990,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.95030355062983,-36.773928544122995]}"
00000000000000000c1c_0,2365.860262,2940,2227,647,1016,1396,1538,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.75008279664516,-36.50254749679049]}"
00000000000000000346_0,16415.34272,3169.5,2380,736.5,978,1332,2733,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.43333225318275,-38.05420748705014]}"
00000000000000000571_0,715.0436348,3480,2638,968,1274,1704,2836,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7429861059006,-36.26602108248182]}"
00000000000000001073_0,751.8318564,2520,1290,379,696,649,4928,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.58299615379892,-38.512258450422685]}"
00000000000000000888_0,1529.075378,1029.5,649.5,638,1113,1583,2539,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.15809759869225,-37.01270074664197]}"
