system:index,AreaM2,B11,B12,B2,B3,B4,B8,class,FEATURETYP,.geo
00000000000000000000_0,n/a,4115.5,2839,922,1356,1982,3163,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1449730469804,-36.432748399214404]}"
00000000000000000001_0,n/a,3298,2508.5,647,977,1562,2370,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.48687184411628,-36.556715908422895]}"
00000000000000000002_0,n/a,1592,975,199.5,379.5,355.5,2510,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.09349958120035,-37.690928786152206]}"
00000000000000000003_0,n/a,2466,1534,521,780,1006,2416,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.75816305992038,-37.61250586184857]}"
00000000000000000004_0,n/a,1976,1143,438.5,844.5,689,3932,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16850890742433,-38.19389551373072]}"
00000000000000000005_0,n/a,3187.5,1959,669.5,906,1302,2817,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.02073604318667,-37.25892896601913]}"
00000000000000000006_0,n/a,1241,609,144.5,304.5,237.5,1980.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15754946095805,-37.62759755862178]}"
00000000000000000007_0,n/a,2792.5,1779.5,546,842.5,1170,2879,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38042148294812,-37.62571109652513]}"
00000000000000000008_0,n/a,1401,815,414,583,516,2586,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51670506011274,-38.308430712455966]}"
00000000000000000009_0,n/a,939,433,145,253,194,1986,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.58237190738188,-38.38694346828801]}"
0000000000000000000a_0,n/a,2351,1048,328,839,506,5396,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.69923815156397,-38.60146115813575]}"
0000000000000000000b_0,n/a,2699,1623.5,557.5,865,1292,2898,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11021281976682,-37.46760760652009]}"
0000000000000000000c_0,n/a,2508,1563.5,296.5,669,506,3907,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0225326737549,-37.56732060305736]}"
0000000000000000000d_0,n/a,1653.5,703,206,525,212,4976,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0735569818929,-37.64143161399722]}"
0000000000000000000e_0,n/a,4974.5,3603.5,2121,2799,3952,5214,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.5614320126982,-36.46454876027224]}"
0000000000000000000f_0,n/a,4465.5,2694.5,1180,1813,2944,4786,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20533983407321,-36.36438660609291]}"
00000000000000000010_0,n/a,1586.5,895,201,386,304,2340,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.74405493567784,-37.702067895675285]}"
00000000000000000011_0,n/a,3085,1865.5,270.5,447,713,2284,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21099922036316,-36.87570766581374]}"
00000000000000000012_0,n/a,2480,1577.5,457,770.5,1380,2329,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.60437148327912,-36.467782695295064]}"
00000000000000000013_0,n/a,2267,1586,667,945.5,1194,2869,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2607658871034,-37.92449076002328]}"
00000000000000000014_0,n/a,3542,2397,663,954.5,1483,2338,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.12485078461611,-36.663795090289945]}"
00000000000000000015_0,n/a,3485.5,2416,502,761.5,1064,2252,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.99962563400985,-36.95565772610038]}"
00000000000000000016_0,n/a,3987,2825,702.5,1083,1674,2455,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.93270114534295,-36.39789376619056]}"
00000000000000000017_0,n/a,3569.5,2621.5,631.5,920.5,1259,2498,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4057539739603,-36.81040014465825]}"
00000000000000000018_0,n/a,2931,2139,614,929,1446,2438,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3846435647835,-37.898978605954284]}"
00000000000000000019_0,n/a,1896,1000,337.5,647.5,807,2971,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66697948430038,-37.83097613894644]}"
0000000000000000001a_0,n/a,3682.5,2279.5,506,747,1163,2583,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04849398546597,-37.200897798665004]}"
0000000000000000001b_0,n/a,1672.5,797.5,268,358,319,2719,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2638201590694,-38.35244816137782]}"
0000000000000000001c_0,n/a,2051.5,1175,336,627,597.5,3293,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.29562052012724,-37.72704106057381]}"
0000000000000000001d_0,n/a,4164.5,2900,828.5,1169,1667,2517,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0932300866151,-36.93149304495756]}"
0000000000000000001e_0,n/a,3980.5,2579.5,637,929.5,1287,2542,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.44986125441056,-36.93508630609404]}"
0000000000000000001f_0,n/a,2026.5,1023,284.5,682,404,3973,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.06412467140964,-37.507492805135]}"
00000000000000000020_0,n/a,1746.5,796,250.5,546.5,320,3675,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80963195141857,-37.62454328665577]}"
00000000000000000021_0,n/a,1936,1013.5,299,465.5,505.5,2690,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6813525288463,-37.76746524835919]}"
00000000000000000022_0,n/a,3887.5,2666.5,622.5,851,1251,2386,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.39551317972132,-36.83492415191471]}"
00000000000000000023_0,n/a,1486.5,913.5,270.5,531.5,373,3098,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0022307483338,-37.97183197549638]}"
00000000000000000024_0,n/a,1483.5,928,397,604,634.5,2433,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89964314288736,-37.57163251642113]}"
00000000000000000025_0,n/a,1883,1114,322.5,496,573,2761,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9653998216849,-37.88218011014125]}"
00000000000000000026_0,n/a,2614,1749,406,585,746,2038,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.20560932865845,-36.777970962901534]}"
00000000000000000027_0,n/a,3881,2520.5,537.5,846,1294,2572,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16222070043548,-36.85531590886423]}"
00000000000000000028_0,n/a,2036.5,938.5,281.5,653,319.5,4856,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.99109163881073,-37.52222517579456]}"
00000000000000000029_0,n/a,2848,2574.5,1708,1979,2271,2637,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.58146901781592,-38.276899845983365]}"
0000000000000000002a_0,n/a,1910.5,1041,350,769.5,485.5,4144,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.991810291038,-37.57154268489272]}"
0000000000000000002b_0,n/a,3623,2426,1026,1425,1888,3437,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.13814585082108,-37.905715970585184]}"
0000000000000000002c_0,n/a,2473,1366.5,418,729.5,896.5,3186.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.36191618809525,-37.63424509172426]}"
0000000000000000002d_0,n/a,2065,1060,287.5,592,427.5,3345,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.66006245661268,-37.70512216764129]}"
0000000000000000002e_0,n/a,2192,1183,416,784,745.5,3874,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.36102244709298,-37.73800050704007]}"
0000000000000000002f_0,n/a,2132,1127,299,473,488,2617,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90045162664305,-37.754349845211046]}"
00000000000000000030_0,n/a,3617,2457,776,1032,1322,2670,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.68810361632276,-38.10783690951207]}"
00000000000000000031_0,n/a,2037.5,1158,328.5,662,449.5,4256,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.13536107344032,-38.2117719878847]}"
00000000000000000032_0,n/a,2042,1354.5,589.5,799.5,901.5,2716,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.54553640645113,-38.40212499658963]}"
00000000000000000033_0,n/a,1243.5,672.5,466.5,1075.5,687.5,4139,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.18467858253848,-37.67457944798123]}"
00000000000000000034_0,n/a,5038,4154.5,1485,2052,2512,3646,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8857192559835,-36.35513395866648]}"
00000000000000000035_0,n/a,3382.5,2298.5,532.5,784.5,1152,2158,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.29786630833755,-36.94685423631601]}"
00000000000000000036_0,n/a,2516.5,1852,520.5,817.5,885,2961,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.47905650114444,-38.0434277036407]}"
00000000000000000037_0,n/a,2576,1842,557,835.5,1278,2150,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37619940111276,-37.887570001845965]}"
00000000000000000038_0,n/a,2506,1868.5,935.5,1447,1484,4161,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9782457302478,-37.59678534437648]}"
00000000000000000039_0,n/a,2252,1705.5,639.5,832.5,1115,2041,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.72573387816365,-37.62238732997388]}"
0000000000000000003a_0,n/a,1705.5,827.5,259,604.5,521.5,3728,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2975968137523,-37.64475538054846]}"
0000000000000000003b_0,n/a,2360,1383.5,472.5,790,1023,3192.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37817569473782,-37.60585832874609]}"
0000000000000000003c_0,n/a,2027,1248.5,340,492,600,2211.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04166678930665,-37.21563016932456]}"
0000000000000000003d_0,n/a,1951.5,1116.5,362,600.5,675.5,2828,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2577116151374,-37.55465435755127]}"
0000000000000000003e_0,n/a,1967.5,906,257.5,631.5,304.5,5070,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.18045650070312,-37.7570447910634]}"
0000000000000000003f_0,n/a,2743,2058,693,926,1112,2559,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.377996031681,-38.0930147073241]}"
00000000000000000040_0,n/a,2880,1665,500.5,827,886,3142,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.54868050994554,-38.29729160293288]}"
00000000000000000041_0,n/a,2592,1666,368,523,726,2592,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3817689558743,-37.91838221609127]}"
00000000000000000042_0,n/a,1314,677.5,220.5,326.5,324,2115,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.76678231236608,-37.775550085916265]}"
00000000000000000043_0,n/a,2826.5,1711.5,496,748,1117,3001,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.31322749969598,-37.88837848560168]}"
00000000000000000044_0,n/a,2710.5,1673,451.5,752,890.5,3025,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.17668357650982,-37.1444835988223]}"
00000000000000000045_0,n/a,2508.5,1659.5,356,497.5,647.5,1728,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.29597984624087,-36.616543706345254]}"
00000000000000000046_0,n/a,3552.5,2581.5,631,913.5,1316,2185,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.33173279454883,-36.48413203346604]}"
00000000000000000047_0,n/a,2239,1115,332,737,520,4388,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6571969962672,-38.210155020373286]}"
00000000000000000048_0,n/a,1556.5,1489,762.5,809.5,1016,1005,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.72393724759542,-37.774112781461675]}"
00000000000000000049_0,n/a,1943,995,405,774,578,3754,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.29904326677058,-38.11520309484185]}"
0000000000000000004a_0,n/a,1800.5,1009.5,325,402,425,2108,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.18449891948165,-38.32657668119518]}"
0000000000000000004b_0,n/a,4155.5,2939.5,644,992.5,1569,2783,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96513032709967,-36.32081831481311]}"
0000000000000000004c_0,n/a,2250,1473,659,978,1382,3137,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.27334230108107,-38.06013636792533]}"
0000000000000000004d_0,n/a,1700.5,899.5,269.5,432,439.5,1977,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72006991759184,-37.6570622999409]}"
0000000000000000004e_0,n/a,3873.5,2561.5,1200.5,1654,2263,3883,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.10976366212475,-37.47686025394652]}"
0000000000000000004f_0,n/a,1912,896.5,279.5,664.5,317,5138.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9488708204571,-37.49976729369157]}"
00000000000000000050_0,n/a,1723,748,149,465,160,6240,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6369849023745,-38.3883807727426]}"
00000000000000000051_0,n/a,3549.5,2569.5,685,1006,1279,2871,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.95920602050631,-37.55267806392621]}"
00000000000000000052_0,n/a,2368,1446.5,598.5,865.5,1111,3032,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.13275595911637,-37.9238619393244]}"
00000000000000000053_0,n/a,2708,1662,478,812,801.5,3050,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2719948281549,-38.215904238191655]}"
00000000000000000054_0,n/a,3547.5,2804,635,932,1372,2467,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.36685692215792,-36.67780880872221]}"
00000000000000000055_0,n/a,1858,1195,539,908,1118,2944,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53934260527257,-38.08690616339209]}"
00000000000000000056_0,n/a,3389,2431,2264,2504,2498,5068,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.29886360371376,-38.409760676504646]}"
00000000000000000057_0,n/a,2489.5,1623.5,285.5,461.5,567.5,1826,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.23714019513105,-36.866455018387306]}"
00000000000000000058_0,n/a,2950,2111.5,540.5,877,1374,2164,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1073336365758,-36.547463260996466]}"
00000000000000000059_0,n/a,2634,1580,476.5,672,847.5,2666,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0435532514033,-37.14834635454401]}"
0000000000000000005a_0,n/a,2179,1183.5,435,783,772,3672,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32607340825888,-37.63181964045714]}"
0000000000000000005b_0,n/a,3983.5,2654,698,1029.5,1523,2858.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0119325534023,-37.12948173357751]}"
0000000000000000005c_0,n/a,1984,933,239,651,361,5448,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.65324440901708,-38.60730020748253]}"
0000000000000000005d_0,n/a,2293.5,1117,317,698.5,368,4535.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.92228068804715,-37.599839616342486]}"
0000000000000000005e_0,n/a,1507,823.5,250.5,376,416,2237.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.39371654915308,-37.57774106035315]}"
0000000000000000005f_0,n/a,2997,1778.5,430,703.5,948.5,2550,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14793748741798,-37.1174443087703]}"
00000000000000000060_0,n/a,2245.5,2134,520,736.5,1216,1808.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.08451642835914,-37.57792072340997]}"
00000000000000000061_0,n/a,913,415,144,285,205,1940,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.3968698012112,-38.365563564525964]}"
00000000000000000062_0,n/a,629,267,70,169,80.5,2125,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1629393526628,-37.77905351552433]}"
00000000000000000063_0,n/a,1891.5,1147.5,307.5,447.5,476.5,1898,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.17417286799613,-37.51117589779989]}"
00000000000000000064_0,n/a,2617.5,1929.5,461,703.5,975,2446,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2260909171364,-36.79845255137946]}"
00000000000000000065_0,n/a,2143.5,1164.5,764.5,1072,815.5,4170,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.58084019711703,-38.19434467137278]}"
00000000000000000066_0,n/a,1413,659,183,452.5,244,3625,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9532725653493,-37.813908148548165]}"
00000000000000000067_0,n/a,1475,875.5,354,628,631.5,3270,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9023380887397,-37.85091873825389]}"
00000000000000000068_0,n/a,2931.5,1940.5,687,944,1267,2559,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.406562457716,-38.05348883482284]}"
00000000000000000069_0,n/a,2734.5,2131,379,557.5,782.5,1733,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.34403971394127,-36.530485102126605]}"
0000000000000000006a_0,n/a,2012.5,1041.5,330.5,645.5,518.5,3775.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80172677691831,-37.718057907732614]}"
0000000000000000006b_0,n/a,3682,2379.5,652,1001,1552,2751,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.93665373259307,-36.386036004440186]}"
0000000000000000006c_0,n/a,1012,540,188,337,245,2104,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4456483211389,-38.4229659111812]}"
0000000000000000006d_0,n/a,2503,1737.5,658,957,1484,2737,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32427677769064,-37.96832854588831]}"
0000000000000000006e_0,n/a,3028,1964,695,1004,1414,2880,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.29391372108742,-37.906704117397716]}"
0000000000000000006f_0,n/a,1877.5,1063,673.5,928.5,912,3208,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.18863574407044,-38.47542752377378]}"
00000000000000000070_0,n/a,3534,2895.5,1365,1713,2195,3182,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.68962160374207,-37.79513335911007]}"
00000000000000000071_0,n/a,2130.5,1179.5,326,564,545,3005,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8316406758795,-37.62373480290007]}"
00000000000000000072_0,n/a,3762,2391,670.5,1062,1639,2780,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.94923014657076,-36.3425575446888]}"
00000000000000000073_0,n/a,1809,819.5,235,606,295,5424,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.44636239908434,-38.114574274142974]}"
00000000000000000074_0,n/a,1638.5,901.5,267.5,397.5,411.5,1898,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.69824085618777,-37.63217896657079]}"
00000000000000000075_0,n/a,3923,2630,1002.5,1476,2245,3639,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.55155054457288,-36.518537508847814]}"
00000000000000000076_0,n/a,2313,1174,357,804,621,4656,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6618682357446,-38.57271506904393]}"
00000000000000000077_0,n/a,2023,1124.5,365,607.5,628.5,3885,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.18925999048747,-38.30304082075125]}"
00000000000000000078_0,n/a,3665,2617,1044,1562,2309,3276,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.11065740312702,-36.39546831492344]}"
00000000000000000079_0,n/a,2483,1606.5,393,640.5,795,2995,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.16042406986725,-36.79117619757809]}"
0000000000000000007a_0,n/a,1591,859.5,320.5,499.5,524.5,2387,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.10886077255878,-37.893319219664335]}"
0000000000000000007b_0,n/a,2206.5,1201.5,368.5,690,770.5,3240,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.1001471143028,-37.80330802819556]}"
0000000000000000007c_0,n/a,1433,739,226,395,342,2157,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.74809735445638,-37.682125296367836]}"
0000000000000000007d_0,n/a,3423.5,2575.5,692,997.5,1507,2979,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.55496414265255,-37.72793937585793]}"
0000000000000000007e_0,n/a,2269,1400.5,348,502,654,1863,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3569754540326,-36.74212818306517]}"
0000000000000000007f_0,n/a,2062,1298,313,457.5,609.5,2388,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.18620571852148,-37.918831373733326]}"
00000000000000000080_0,n/a,4262,3479,797,1255,1977,3172,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.32670222895777,-36.411278663923945]}"
00000000000000000081_0,n/a,3790.5,2699,768.5,1134,1766,2818,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.97617960509433,-36.38944960251984]}"
00000000000000000082_0,n/a,1870.5,1310.5,926,1114,1125,2097,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3181728080405,-37.749319279619975]}"
00000000000000000083_0,n/a,1927.5,1155,251.5,429.5,392.5,2342.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.93863002621814,-37.71769858161897]}"
00000000000000000084_0,n/a,3119,2213.5,699,999.5,1233,2803,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.98795210959815,-37.49940796757792]}"
00000000000000000085_0,n/a,3254.5,2310,674.5,994.5,1246,2842,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3426922410151,-37.724076620136216]}"
00000000000000000086_0,n/a,2567.5,2449,465.5,596,678,1298,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4544472366414,-38.18176825739511]}"
00000000000000000087_0,n/a,4105.5,2876,750,1077,1693,2615,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4268643831371,-36.62929978337976]}"
00000000000000000088_0,n/a,2950,1838.5,382,618.5,889.5,2240,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.24684200019954,-36.865287208517955]}"
00000000000000000089_0,n/a,3825,2607.5,673.5,973.5,1445,2491,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4816616154684,-36.77123359827064]}"
0000000000000000008a_0,n/a,2821.5,2053.5,613,968,1701,2688,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40620313160235,-37.822711638332535]}"
0000000000000000008b_0,n/a,3045.5,1981.5,786,1172,1324,3186.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.64596348093386,-37.58025634314868]}"
0000000000000000008c_0,n/a,1332.5,798.5,468,566.5,568.5,2137.5,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5928821962061,-37.997793287207436]}"
0000000000000000008d_0,n/a,3556,2331.5,396,641,1016.5,2374,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.03142599506768,-36.971647738157706]}"
0000000000000000008e_0,n/a,2436.5,1280.5,596,942,761.5,4028,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.50601053394988,-38.54001639270198]}"
0000000000000000008f_0,n/a,2118,1265.5,367.5,507.5,674.5,2258,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3442193769981,-36.92358787045731]}"
00000000000000000090_0,n/a,4075.5,2776,1387.5,1913,2830,3918,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.14479338392357,-36.495450806045945]}"
00000000000000000091_0,n/a,4350.5,3229.5,1235,1700,2564,3905,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9428521080535,-37.015934681664795]}"
00000000000000000092_0,n/a,4091.5,2498.5,979,1381,2136,3483,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9372871275738,-37.447036186513756]}"
00000000000000000093_0,n/a,2945.5,1932.5,539,782.5,1200,2476,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.41949819780731,-37.87077150603293]}"
00000000000000000094_0,n/a,2516.5,1928.5,622,860,1304,2113,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4726784626272,-37.67448961645282]}"
00000000000000000095_0,n/a,2288,2033,927,1274,1564,1930,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.7997550575751,-37.659667414264845]}"
00000000000000000096_0,n/a,1332,638,392,456,339,2231,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.53979176291463,-38.32513937674059]}"
00000000000000000097_0,n/a,2905,1713.5,605,980.5,1620,3346,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.85526636785184,-36.92834894146314]}"
00000000000000000098_0,n/a,2225,1522.5,344.5,498,660,2015,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4367458512624,-36.70484809877421]}"
00000000000000000099_0,n/a,2576.5,1450.5,461,809.5,662.5,3169,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8443069213856,-37.75039725796092]}"
0000000000000000009a_0,n/a,2111,1904.5,822.5,1173,1565,1900,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8196032510723,-37.5954378714503]}"
0000000000000000009b_0,n/a,4296.5,3052.5,1005.5,1409,1987,2763,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.99315776396418,-36.49679827897212]}"
0000000000000000009c_0,n/a,710.5,314,85,171,106.5,1991,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15224940078176,-37.768183900586486]}"
0000000000000000009d_0,n/a,2865.5,1728,520.5,864,1136,3831,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15117142244083,-37.14080050615741]}"
0000000000000000009e_0,n/a,2234,1050,318,803,436,5392,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.62692377119237,-38.44704076079561]}"
0000000000000000009f_0,n/a,1475,714.5,230,387.5,352,2549,0,Land,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.80936245683333,-37.823430290559834]}"
